bait	prey	significant	HCDP	subcell_localization	logFC_APMS	padj_APMS	logFC_TbID	padj_TbID
ArafWT	YWHAZ	shared	no	14-3-3_scaffold	5.3001427027514	2.45366392775053e-13	0.63589409900566	9.93144891758259e-06
HrasQ61R	YWHAZ	shared	no	14-3-3_scaffold	1.33424573899142	6.92201525249058e-05	0.745288041937306	4.39487587825417e-06
MEK1DD	YWHAZ	shared	no	14-3-3_scaffold	3.13277108404391	2.93327215723251e-08	0.239877329533882	0.0467099743614378
BrafG469A	YWHAZ	core	no	14-3-3_scaffold	6.08883538976073	2.60521133626969e-14	1.99958394412712	1.3723201108864e-09
KrasG12D	YWHAZ	AP-MS	no	14-3-3_scaffold	0.819510125020546	4.63312058980978e-06	-0.00842892271956863	0.889232543790126
KrasG12V	YWHAZ	AP-MS	no	14-3-3_scaffold	0.885301440567103	3.33105738437745e-07	-0.0107167352982511	0.854429864032258
Raf1S257L	YWHAZ	core	no	14-3-3_scaffold	4.18367793832089	1.80238450075375e-12	1.27844910827192	1.73407050702051e-08
NrasQ61R	YWHAZ	AP-MS	no	14-3-3_scaffold	2.06649754681687	1.04843324996073e-08	0.0604460897374791	0.536876123464976
NrasQ61K	YWHAZ	shared	no	14-3-3_scaffold	1.79451804611617	5.90682042388338e-08	0.254272787841048	0.0156155539777604
Raf1S259F	YWHAZ	core	no	14-3-3_scaffold	3.81312979965231	3.17202031091439e-09	1.29700854062769	6.0837929722882e-09
MEK2WT	YWHAZ	AP-MS	no	14-3-3_scaffold	4.03799839127877	7.92221919053955e-12	0.173007816842473	0.0730051096950254
