Bait_id	Protein_id	wdscore	gfpratio	NUMSPECSTOT_SUM	NUMSPECSUNIQ_SUM
CLK1	PIGR	200.0564901	29.14285714	18	18
CLK1	LTF	1675.046329	92.93333333	41	39
CLK1	PRB2	1135.488448	170	5	5
CLK1	ADAR	356.0636072	68	2	2
CLK1	B2M	728.5229758	136	4	4
CLK1	PRB3	323.2066072	27.2	4	4
CLK1	TRA2A	76.69965029	34	5	4
CLK1	BPIFB1	1649.545856	34	4	4
CLK1	ZG16B	396.2056354	34	2	2
CLK1	BPIFA1	8466.036809	102	3	3
CLK1	DMBT1	296.2727233	19.42857143	4	4
CLK1	CAMK2A	1529.598069	102	3	3
CLK2	PRPF4	139.3297427	68	2	2
CLK2	CCNT1	781.9202551	68	2	2
CLK2	PRPF6	245.2038351	204	6	6
CLK2	LUC7L3	1556.034366	170	5	5
CLK2	HSP90AA1	145.1943702	19.72	203	141
CLK2	TRIM27	16805.91626	544	16	16
CLK2	SON	214.4282814	136	4	4
CLK2	ABCD3	80.13575769	102	3	3
CLK2	CSNK1A1	2067.134508	102	3	3
CLK2	RGS3	5991.97332	170	5	5
CLK2	PSME3	2646.436309	578	17	17
CLK2	CSNK2B	501.6496074	238	7	7
CLK2	CSNK2A1	1105.301099	306	9	9
CLK2	EXOSC2	165.4022387	136	4	4
CLK2	LARP7	3445.178022	442	13	13
CLK2	LARP1	95.34941231	170	5	5
CLK2	MEPCE	2842.500625	204	6	6
CLK2	DHX40	8466.036809	102	3	3
CLK2	SNIP1	62084.26993	748	22	22
CLK2	DYRK2	8321.408049	306	9	9
CLK2	USP7	564.1281615	544	16	16
CLK2	PRMT1	1907.836748	340	10	10
CLK2	SDF4	804.1232699	136	4	4
CLK2	SRRT	77.78551701	170	5	5
CLK2	WDR6	403.9893262	1190	35	35
CLK2	BCLAF1	3417.187245	2516	74	72
CLK2	FTSJ1	8726.286407	238	7	7
CLK2	ACIN1	178.0649091	136	4	4
CLK2	SRPK3	1313.942094	136	4	4
CLK2	SRRM2	1002.357978	1785	105	105
CLK2	THRAP3	651.4323511	584.8	86	84
CLK2	TNPO3	41857.56456	2074	61	61
CLK2	TEX264	163676.7116	1972	58	58
CLK3	AIP	660.8184706	680	20	20
CLK3	AHCYL1	2514.202861	442	13	13
CLK3	CCNT1	781.9202551	68	2	2
CLK3	KPNA6	7407.466333	26.15384615	10	5
CLK3	HEXIM1	1746.256046	68	2	2
CLK3	UBR5	74.12082357	68	2	2
CLK3	HSP90AA1	306.1240908	41.57714286	428	258
CLK3	HSP90AB1	280.2985812	39.63125	373	202
CLK3	MCM3	95.29446399	68	2	2
CLK3	CDK9	5596.995116	204	6	4
CLK3	RRP1	374.9701654	68	2	2
CLK3	PSME3	4358.836273	952	28	28
CLK3	YWHAG	109.9464471	87.42857143	18	5
CLK3	TRA2B	101.8213869	43.71428571	18	17
CLK3	SRPK2	871.8541002	170	5	3
CLK3	MRPS35	114.7976466	170	5	5
CLK3	MRPS34	124.3810776	68	2	2
CLK3	YWHAH	128.0680376	115.6	17	6
CLK3	NCBP1	270.7791419	68	2	2
CLK3	FKBP5	521.8250339	3502	103	103
CLK3	TRA2A	92.03958035	40.8	6	5
CLK3	SCRIB	8466.036809	102	3	2
CLK3	LBR	83.55822743	204	6	6
CLK3	RNPS1	113.7743524	19.42857143	4	4
CLK3	CDC37	169.3721342	2771	163	163
CLK3	LARP7	3710.191716	476	14	14
CLK3	HSP90AB4P	205.8827664	1292	80	2
CLK3	JMJD6	4009.284368	136	4	4
CLK3	LARP1	95.34941231	170	5	5
CLK3	MEPCE	7580.001667	544	16	16
CLK3	PLD3	2032.007591	68	2	2
CLK3	CLASRP	4270.913152	136	4	4
CLK3	MRPS31	452.5097041	238	7	7
CLK3	USP9X	112.117369	238	7	7
CLK3	PTCD3	235.8136291	136	4	4
CLK3	CHMP6	3151.109299	102	3	3
CLK3	SRPK1	526.1645659	306	9	7
CLK3	PRMT1	2289.404097	408	12	12
CLK3	LRRC1	17279.55882	510	15	14
CLK3	POLDIP3	447.7458503	136	4	4
CLK3	UBE2O	13637.5984	748	22	22
CLK3	PSME3IP1	11424.67804	374	11	11
CLK3	GPATCH8	2694.320035	238	7	7
CLK3	ACIN1	89.03245453	68	2	2
CLK3	STUB1	73.9037483	204	6	6
CLK3	SRRM2	343.6655923	612	36	36
CLK3	MRPS23	95.04761502	102	3	3
CLK3	TNPO3	74794.66454	3706	109	109
CLK3	MRPS18B	200.3590883	68	2	2
CLK3	CFAP20	2100.739532	68	2	2
GSK3B	MYO1C	348.6788684	170	5	4
GSK3B	AXIN1	59262.25766	714	21	21
GSK3B	MYO1B	818.3722261	340	10	9
GSK3B	AHSG	122.1168174	34	6	6
GSK3B	PRKAR1A	963.8326537	306	9	9
GSK3B	MKI67	766.5904124	714	21	21
GSK3B	SRP9	94.61203544	34	4	4
GSK3B	GNB1	312.7641062	204	6	4
GSK3B	GNB2	281.6772472	136	4	2
GSK3B	BASP1	127.9898345	34	5	5
GSK3B	CEBPZ	473.7213544	136	4	4
GSK3B	TLE3	22576.09816	272	8	8
GSK3B	DSG2	233.5840825	68	2	2
GSK3B	RRP1B	237.3618501	442	13	13
GSK3B	PDCD11	220.1917665	136	4	4
GSK3B	PLEC	576.4871066	170	5	3
GSK3B	INA	277.7974479	136	4	2
GSK3B	DBN1	701.6434729	476	14	14
GSK3B	CENPV	482.3918328	68	2	2
GSK3B	PRUNE1	39508.17177	476	14	14
GSK3B	KRI1	110.1345005	68	2	2
GSK3B	MRPS27	170.2087154	68	2	2
GSK3B	DDX23	329.2128724	102	3	3
GSK3B	DDX47	186.7102234	68	2	1
GSK3B	DDX18	184.5068022	136	4	4
GSK3B	RBM28	207.3547222	238	7	7
GSK3B	GSKIP	11288.04908	136	4	4
GSK3B	GNG12	469.5342757	170	5	5
GSK3B	AKAP11	1165.796937	102	3	3
GSK3B	EPB41L3	235.5183388	102	3	3
GSK3B	AXIN2	14110.06135	170	5	5
STK19	ACACB	75.31068469	68	2	2
STK19	TIMM8A	280.6451023	136	4	4
STK19	PCCB	106.6801934	23.30645161	255	255
STK19	H2AC20	86.40839105	31.25806452	57	2
STK19	TIMM13	268.6835436	272	8	8
CDK7	ACACB	150.6213694	136	4	4
CDK7	TP53	368.5116753	40.18181818	13	13
CDK7	H2AZ1	82.07937287	27.2	12	2
CDK7	TOP2A	81.3886659	85	5	5
CDK7	ERCC2	248337.0797	2992	88	88
CDK7	ERCC3	121346.5276	1462	43	43
CDK7	ERCC5	101592.4417	1224	36	36
CDK7	GTF2H1	64906.2822	782	23	23
CDK7	MKI67	146.0172214	136	4	4
CDK7	CCNH	239871.0429	2890	85	85
CDK7	MNAT1	95948.41717	1156	34	34
CDK7	ALDH18A1	1170.176956	170	5	5
CDK7	SRPK2	348.7416401	68	2	2
CDK7	SPTBN1	81.22467215	25.38666667	56	54
CDK7	GTF2H3	14110.06135	170	5	5
CDK7	DBN1	551.2913001	374	11	11
CDK7	IMMT	157.6223756	340	10	10
CDK7	GTF2H2C_2	39508.17177	476	14	14
CDK7	GTF2H5	5644.024539	68	2	2
CDK7	CARM1	5198.120941	680	20	20
CDK7	ERC1	162.8167057	68	2	2
CDK7	LSM14A	147.3475461	136	4	4
CDK7	GTF2H4	25398.11043	306	9	9
CDK7	PPP1R9B	496.2142145	170	5	5
CDK7	SRPK1	116.9254591	68	2	2
CDK7	BCLAF1	138.534618	102	3	3
CDK7	LIMA1	597.5004903	102	3	3
CDK7	SRPK3	656.971047	68	2	2
CDK7	THRAP3	106.0471269	95.2	14	14
CDK9	AIP	1090.350476	1122	33	33
CDK9	CCNT1	125498.2009	10914	321	316
CDK9	CCNT2	160854.6994	1938	57	52
CDK9	HEXIM1	33178.86488	1292	38	37
CDK9	HSP90AA1	928.3856772	126.0914286	1298	652
CDK9	HSP90AB1	877.7178094	124.1	1168	522
CDK9	AFF1	59262.25766	714	21	21
CDK9	AFF3	87482.38036	1054	31	31
CDK9	FKBP5	830.8670442	5576	164	164
CDK9	CDC37	404.2071178	6613	389	389
CDK9	LARP7	8745.451901	1122	33	33
CDK9	MEPCE	18002.50396	1292	38	38
CDK9	HEXIM2	25398.11043	306	9	8
CDK9	AFF4	57447.45856	2142	63	63
BLK	CNOT1	842.927681	646	19	19
BLK	AIP	165.2046177	170	5	5
BLK	HSP90AA1	272.5076603	37.01142857	381	231
BLK	LYN	295.5202675	1054	72	4
BLK	HSP90AB1	231.452984	32.725	308	151
BLK	ATP5PB	100.9341814	102	3	3
BLK	CCT6A	93.19836335	57.6969697	56	56
BLK	ATP5PO	256.1948155	238	7	7
BLK	CCT5	105.0663392	37.69565217	51	47
BLK	CCT3	126.4966799	36.56603774	57	57
BLK	CCT8	91.17856489	28.33333333	60	60
BLK	CCT4	115.7652309	70.51851852	56	50
BLK	IRAK1	3761.752724	40.8	12	12
BLK	CCT2	79.73329822	54.57894737	61	61
BLK	FKBP5	96.25898683	646	19	19
BLK	BTG3	3081.005329	102	3	3
BLK	CDC37	108.0656562	1768	104	104
BLK	ANKRD54	19352.56309	1530	45	45
BLK	DNAJC10	82.77650472	68	2	2
BLK	MRPS31	129.2884869	68	2	2
BLK	RBM14	159.5314664	45.33333333	4	4
BLK	CCT7	116.9658125	48.31578947	54	54
BLK	ANAPC1	9550.064213	1190	35	35
BLK	CNOT10	2431.145725	136	4	4
BLK	CNOT7	1082.282879	102	3	3
BLK	CDC23	10002.85954	340	10	10
BLK	ANAPC5	6134.981225	306	9	9
IRAK1	ILVBL	136.9917364	136	4	4
IRAK1	HAX1	291.191273	1190	35	35
IRAK1	AIP	132.1636941	136	4	4
IRAK1	PPP6C	459.1989533	102	3	3
IRAK1	POLR3A	76.94156886	68	2	2
IRAK1	GAK	2363.656929	68	2	2
IRAK1	XPO1	128.9552984	102	3	3
IRAK1	SEC16A	398.9947513	92.93333333	41	41
IRAK1	SPTLC1	2425.652208	68	2	2
IRAK1	TTI1	8466.036809	102	3	3
IRAK1	MSI1	979.9510114	170	5	5
IRAK1	XPOT	1343.922109	136	4	4
IRAK1	SCO2	92.74737942	102	3	3
IRAK1	SPAG9	260.2943847	68	2	2
IRAK1	DNAJA2	81.65347199	262.2857143	54	54
IRAK1	RNGTT	3343.316322	102	3	3
IRAK1	CLUH	6973.064458	238	7	7
IRAK1	NUP155	16932.07362	204	6	6
IRAK1	URI1	3169.941531	510	15	15
IRAK1	LTN1	3323.942158	136	4	4
IRAK1	HSPA4L	108.5544073	1564	46	36
IRAK1	GLUD1	197.2730057	578	17	17
IRAK1	CDK1	781.4779753	136	4	4
IRAK1	HSP90AA1	901.9216787	122.4971429	1261	524
IRAK1	HSP90AB1	856.676629	121.125	1140	392
IRAK1	CNP	155.9420504	238	7	7
IRAK1	ETFA	422.3954678	68	2	2
IRAK1	TUBG1	137.0211126	136	4	4
IRAK1	DNAJB1	588.9615041	1088	32	32
IRAK1	CAD	122.8240634	34.20987654	163	163
IRAK1	POLR2B	106.6929108	136	4	4
IRAK1	DNAJA1	91.89643986	368.3333333	65	65
IRAK1	STIP1	248.5768695	84.54054054	92	92
IRAK1	MCM4	251.1650626	136	4	4
IRAK1	SSR1	266.3339123	136	4	4
IRAK1	EMD	86.65500739	51	12	12
IRAK1	SERPINH1	137.5149225	68	2	2
IRAK1	PPP5C	171.818816	204	6	6
IRAK1	ACLY	4390.977505	952	56	56
IRAK1	COPB1	673.5032469	68	2	2
IRAK1	AK2	79.18585779	45.33333333	4	4
IRAK1	VBP1	477.6516882	102	3	3
IRAK1	PRKDC	190.838412	132.9090909	172	171
IRAK1	FKBP4	1501.586224	301.75	71	71
IRAK1	MLLT11	2656.405508	136	4	4
IRAK1	FKBP5	1018.318755	6834	201	201
IRAK1	IQGAP2	988.5941944	442	13	12
IRAK1	FKBP8	409.8810092	816	24	24
IRAK1	PTGES3	210.1029821	127.5	15	15
IRAK1	MLF2	1253.645033	204	6	6
IRAK1	DDB1	78.02139491	578	17	17
IRAK1	CDC37	351.2133826	5746	338	338
IRAK1	NDUFA9	369.1528221	136	4	4
IRAK1	HSP90AB4P	10097.90405	5848	172	2
IRAK1	PPP6R3	881.0095582	136	4	4
IRAK1	NUP188	188.2857883	204	6	6
IRAK1	MZT2B	5644.024539	68	2	2
IRAK1	MRPL10	131.3521489	68	2	2
IRAK1	PRPF39	95948.41717	1156	34	34
IRAK1	IQGAP3	321.9140068	136	4	4
IRAK1	HPS6	740.5998272	68	2	2
IRAK1	RHOT1	19754.08589	238	7	7
IRAK1	ABHD12	1068.77002	136	4	4
IRAK1	SLC25A29	75.1267232	68	2	2
IRAK1	FAR1	440.5567013	170	5	5
IRAK1	GCN1	253.9077531	680	20	20
IRAK1	USP9X	112.117369	238	7	7
IRAK1	DNAJA3	351.457024	1462	43	43
IRAK1	DNAAF10	2152.874573	374	11	11
IRAK1	PASK	75.1267232	68	3	3
IRAK1	MMS19	203.9422858	170	5	5
IRAK1	PFDN5	503.2436377	102	3	3
IRAK1	DNAJC7	1972.562579	442	13	13
IRAK1	MTR	583.2155682	272	8	8
IRAK1	RNF5	1992.304131	68	2	2
IRAK1	MICU1	2100.739532	68	2	2
IRAK1	SDF4	2211.338992	374	11	11
IRAK1	CLPB	573.2138082	204	6	6
IRAK1	CPVL	96.95107991	27.2	4	4
IRAK1	UNC45A	1077.64623	68	2	2
IRAK1	YTHDC2	1059.306492	204	6	6
IRAK1	RPAP3	1283.710663	476	14	14
IRAK1	TMEM165	213.8871546	68	2	2
IRAK1	SDF2L1	196.4560922	204	6	6
IRAK1	ISYNA1	175.6661794	68	2	2
IRAK1	FANCI	2117.203789	476	14	14
IRAK1	PIH1D1	960.7116294	306	9	9
IRAK1	TRNAU1AP	16932.07362	204	6	6
IRAK1	DNAJB12	3486.830579	170	5	5
IRAK1	GGT7	2483.508377	272	8	8
IRAK1	BAG5	349.5896662	204	6	6
IRAK1	AKAP8L	396.4543387	714	21	21
IRAK1	STUB1	849.8931055	2346	69	69
IRAK1	HIGD1A	745.2670399	68	2	2
IRAK1	SUGT1	116.8108123	306	9	9
IRAK1	TELO2	2100.739532	68	2	2
IRAK1	AFG3L2	6231.642566	204	6	6
IRAK1	YTHDF2	276.6396395	102	3	3
RPS6KA3	ROCK2	25419.00887	1054	31	31
RPS6KA3	FGFR1	6110.736312	85	10	8
RPS6KA3	FGFR2	7982.869465	59.5	7	5
RPS6KA3	MAPK3	7660.550232	82.57142857	17	7
RPS6KA3	MAPK1	8457.721764	1190	35	25
RPS6KA3	CSNK2B	2866.569185	1360	40	40
RPS6KA3	GRSF1	7263.936983	748	22	22
RPS6KA3	RPS6KA2	79333.4513	4998	147	12
RPS6KA3	PDCD6IP	21298.99551	2244	66	66
RPS6KA3	USP9X	144.150903	306	9	9
RPS6KA3	ARK2N	1991.525273	102	3	3
RPS6KA3	GRAMD1A	214.2443174	68	2	2
BMX	ANXA1	106.3461167	272	8	8
BMX	SERPINB3	247.8230662	884	26	11
BMX	S100A7	88.96749336	476	28	28
BMX	MAT2A	428.3680282	68	2	2
BMX	SERPINB4	502.133582	578	17	2
BMX	ERC1	895.4918811	374	11	11
BMX	PDCD2L	218.3173103	68	2	2
BMX	USP24	87511.05512	2142	63	63
BMX	EIF3L	163.3161674	170	5	5
PRKX	AIP	165.2046177	170	5	5
PRKX	PRH2	11789.94702	782	23	23
PRKX	HSP90AA1	244.6131754	33.22285714	342	220
PRKX	HSP90AB1	223.186806	31.55625	297	167
PRKX	H2AZ1	75.23942513	24.93333333	11	4
PRKX	CAD	76.85922988	21.40740741	102	102
PRKX	FLII	816.8992999	68	2	2
PRKX	FKBP5	273.5781731	1836	54	54
PRKX	CDC37	146.5120916	2397	141	141
PRKX	HSP90AB4P	86.6874806	544	35	1
NEK3	KATNA1	5644.024539	68	2	2
NEK3	SON	160.821211	102	3	3
NEK3	TMPO	87.69629434	51	9	9
NEK3	UBE2M	114.2516641	136	4	4
NEK3	EIF5A	147.1876317	30.22222222	8	8
NEK3	RBM14	159.5314664	45.33333333	4	4
NEK3	KATNB1	45152.19631	544	16	16
NEK4	PGRMC1	127.7426944	45.33333333	4	4
NEK4	CDK1	1172.216963	204	6	6
NEK4	HSP90AA1	229.5930681	31.18285714	321	168
NEK4	HSP90AB1	220.9323938	31.2375	294	138
NEK4	POLR2C	1198.203176	136	4	4
NEK4	DNAJB1	128.835329	238	7	7
NEK4	SFN	101.5054541	102	6	4
NEK4	TUFM	114.511306	51	18	18
NEK4	COPB1	673.5032469	68	2	2
NEK4	RACK1	124.8349789	30.42105263	17	17
NEK4	FKBP5	278.6444356	1870	55	55
NEK4	CUL4B	1590.99461	170	5	5
NEK4	CDC37	188.0758055	3077	181	181
NEK4	DCAF8	513.2253981	136	4	4
NEK4	MTR	145.803892	68	2	2
NEK4	CLPB	764.2850776	272	8	8
NEK4	RALY	154.9593617	30.6	9	9
NEK4	ACIN1	89.03245453	68	2	2
NEK4	SMC3	1149.039478	68	2	2
JAK3	PIK3R2	625.3796208	102	3	3
JAK3	AP3D1	251.4086535	136	4	4
JAK3	POLR3A	115.4123533	102	3	3
JAK3	SMPD2	115.9858625	102	3	3
JAK3	PRPF6	81.7346117	68	2	2
JAK3	UBR5	185.3020589	170	5	5
JAK3	ANXA1	132.9326458	340	10	10
JAK3	HSP90AA1	160.9297206	21.85714286	225	160
JAK3	HSP90AB1	142.7794382	20.1875	190	120
JAK3	PRKAR1A	214.1850342	68	2	2
JAK3	LCN1	89.56013576	18.88888889	5	5
JAK3	LONP1	192.3935648	476	14	14
JAK3	DGKE	122.8377234	68	2	2
JAK3	NAP1L1	78.19430376	97.75	46	42
JAK3	DCAF7	110.9894556	68	2	2
JAK3	FKBP5	243.1805983	1632	48	48
JAK3	PTGES3	252.1235785	153	18	18
JAK3	MTFR1	8466.036809	102	3	3
JAK3	HSD17B12	77.13301407	102	3	3
JAK3	HSP90AB4P	75.85154553	476	27	2
JAK3	GNAS	2206.895084	782	23	23
JAK3	WDR45B	11288.04908	136	4	4
JAK3	LARP4	251.9715597	102	3	3
JAK3	PNPLA6	818.5282798	102	3	3
JAK3	GCN1	88.86771358	238	7	7
JAK3	USP9X	80.083835	170	5	5
JAK3	DNAJA3	81.73419163	340	10	10
JAK3	LGMN	100.4718832	102	3	3
JAK3	MTR	145.803892	68	2	2
JAK3	NAP1L4	725.1067069	272	8	4
JAK3	MAPKAP1	486.3768765	136	4	4
JAK3	LACRT	330.4277948	136	4	4
JAK3	GEMIN7	141.536333	68	2	2
JAK3	RIC8B	25398.11043	306	9	9
JAK3	STUB1	73.9037483	204	6	6
JAK3	MAGED2	13047.06579	1836	54	52
JAK3	MYO5A	111.9248476	68	2	2
JAK3	LAS1L	542.8039422	340	10	10
JAK3	MAGED1	11288.04908	136	4	2
MAP2K6	MAP2K3	554.0160368	884	52	2
MAP2K6	SERPINB4	177.2236172	204	6	4
MAP2K6	MAPK12	3253.293066	238	7	5
MAP2K6	WTAP	345.687514	102	3	3
MAP2K6	MAPK14	2942.312863	238	7	5
PLK1	C1orf226	45152.19631	544	16	16
PLK1	PPP6C	3214.392673	714	21	21
PLK1	DVL1	112.6900848	102	5	1
PLK1	DVL2	42846.71779	1122	33	28
PLK1	ANKRD28	31015.02357	1802	53	51
PLK1	SPAG9	18350.75412	4794	141	141
PLK1	NOS1AP	39508.17177	476	14	14
PLK1	PPP6R2	89587.10957	2414	71	71
PLK1	MYCBP2	22032.58905	952	28	28
PLK1	FARP2	3183.399015	238	7	7
PLK1	UBR5	3335.437061	3060	90	90
PLK1	ERCC1	42330.18404	510	15	15
PLK1	FBXO45	8466.036809	102	3	3
PLK1	PRKAR1A	642.5551025	204	6	6
PLK1	APC	1418.995471	68	2	2
PLK1	CDC27	3586.053218	170	5	5
PLK1	WEE1	11862.11247	306	9	9
PLK1	EPS15	40119.79587	1224	36	36
PLK1	RANGAP1	170.8463069	170	5	5
PLK1	MAP1B	108.745295	55.04761905	34	34
PLK1	RANBP2	88.91962376	170	5	5
PLK1	ACLY	548.8721881	119	7	7
PLK1	DCAF7	277.4736391	170	5	5
PLK1	SUMO1	743.590218	34	2	2
PLK1	RACK1	102.8052768	25.05263158	14	14
PLK1	PRKDC	128.7049755	89.63636364	116	116
PLK1	TMF1	22576.09816	272	8	8
PLK1	GTF3C1	2797.872453	816	24	24
PLK1	TP53BP1	436.9501894	612	18	18
PLK1	DYRK1A	2246.33593	136	4	4
PLK1	CCDC6	16932.07362	204	6	6
PLK1	PPP6R3	2422.776285	374	11	11
PLK1	SLX4IP	39508.17177	476	14	14
PLK1	BORA	31042.13497	374	11	11
PLK1	MPRIP	3958.647082	306	9	9
PLK1	CENPU	4650.715063	136	4	4
PLK1	ZC3HC1	11288.04908	136	4	4
PLK1	CEP97	19754.08589	238	7	7
PLK1	SLX4	129812.5644	1564	46	46
PLK1	ANKRD52	4803.098329	374	11	9
PLK1	BICD2	56440.24539	680	20	20
PLK1	GTF3C2	5011.60546	170	5	5
PLK1	ERCC4	115702.5031	1394	41	41
PLK1	DVL3	6973.661157	340	10	4
PLK1	MASTL	11288.04908	136	4	4
PLK1	MAPKAP1	243.1884382	68	2	2
PLK1	SLX1B	5644.024539	68	2	2
PLK1	OSBPL6	11288.04908	136	4	4
PLK1	ANAPC1	545.717955	68	2	2
PLK1	WDCP	22576.09816	272	8	8
PLK1	JPH1	1481.493267	68	2	2
PLK1	MED4	1306.814097	68	2	2
PLK1	FAM53C	2557.281089	102	3	3
PLK1	MIS18A	8466.036809	102	3	3
PLK1	RAI14	7923.265147	850	25	25
PLK1	ANAPC7	762.3140587	102	3	3
PLK1	DBR1	6096.022773	204	6	6
PLK1	GTF3C4	300.2711865	340	10	10
PLK1	SCML1	1110.719814	136	4	4
PLK1	PPP6R1	13238.44146	646	19	19
PLK1	DICER1	2396.129358	136	4	4
PLK1	DYRK1B	3746.685229	136	4	4
PLK1	DCAF1	15816.14996	408	12	12
PLK1	FARP1	1901.465008	170	5	5
PLK1	GTF3C5	1142.641354	204	6	6
PLK1	GTF3C3	91.07070213	102	3	3
DAPK1	MYO1C	4323.617969	2108	62	60
DAPK1	SPTBN2	6684.863375	544	16	6
DAPK1	ARPC1B	21048.26082	918	27	25
DAPK1	ARPC2	53618.23312	646	19	19
DAPK1	ARPC3	3048.011386	102	3	3
DAPK1	ARPC5	4650.715063	136	4	4
DAPK1	ACTN4	339.4506717	118.4516129	108	76
DAPK1	MYO1B	4010.023908	1666	49	45
DAPK1	TOM1	5644.024539	68	2	2
DAPK1	WDR1	29554.71799	2074	61	61
DAPK1	MYO1D	5518.407696	680	20	18
DAPK1	SVIL	64082.48887	2992	88	88
DAPK1	GSN	39038.27569	2788	82	82
DAPK1	ACTN1	101.5885593	104.8333333	37	5
DAPK1	IFI30	172142.7484	2074	61	61
DAPK1	MARK3	12370.30007	1020	30	17
DAPK1	TMOD1	47974.20858	578	17	17
DAPK1	PPP2R1A	361.1096272	56.3125	53	47
DAPK1	ADD1	22075.38656	3808	112	108
DAPK1	ADD2	87482.38036	1054	31	27
DAPK1	CAPZA2	1928.191174	442	13	9
DAPK1	CAPZB	3034.569704	425	25	25
DAPK1	CAPZA1	1425.864424	918	27	23
DAPK1	ARPC4	8050.635452	272	8	8
DAPK1	DSTN	5644.024539	68	2	2
DAPK1	ACTR3	16930.2486	1292	38	38
DAPK1	ACTR2	28947.09527	1190	35	35
DAPK1	PPP2R2A	353.9822523	54.69565217	74	74
DAPK1	CNTNAP1	42330.18404	510	15	15
DAPK1	SPTBN1	274.1332685	85.68	189	178
DAPK1	NEXN	31042.13497	374	11	11
DAPK1	TWF1	10574.30982	646	19	19
DAPK1	FLII	2450.6979	204	6	6
DAPK1	SPTAN1	215.2992896	52.20472441	195	195
DAPK1	CTTN	45378.8758	1156	34	34
DAPK1	DBN1	4059.508665	2754	81	81
DAPK1	LRRFIP1	8466.036809	102	3	3
DAPK1	LRCH2	75.1267232	68	3	3
DAPK1	MARK2	132.5996966	170	9	1
DAPK1	ARPC1A	95948.41717	1156	34	32
DAPK1	CORO2A	64906.2822	782	23	23
DAPK1	DOCK7	1992.304131	68	2	2
DAPK1	ARPC5L	5644.024539	68	2	2
DAPK1	CEP250	2100.739532	68	2	2
DAPK1	TMOD3	17841.51758	2244	66	66
DAPK1	NCKIPSD	22576.09816	272	8	8
DAPK1	TMOD2	26648.56221	1054	31	31
DAPK1	MARK1	160854.6994	1938	57	44
DAPK1	ADD3	86795.57158	2244	66	64
DAPK1	LIMA1	16132.51324	2754	81	81
DAPK1	SH3BGRL2	5644.024539	68	2	2
DAPK1	GTF3C4	90.08135595	102	3	3
DAPK1	MYO5B	68624.10671	3468	102	97
DAPK1	CORO1C	1250.141532	187.8095238	116	116
DAPK1	MYO6	19936.59791	782	23	23
DAPK1	STUB1	98.53833107	272	8	8
DAPK1	CORO2B	93126.4049	1122	33	33
DAPK1	CFL2	1453.459721	102	21	12
DAPK1	SUGT1	142.7687706	374	11	11
DAPK1	SCIN	50855.71097	3468	102	102
LIMK1	ILVBL	136.9917364	136	4	4
LIMK1	IMPDH2	427.5348315	129.2	19	17
LIMK1	IMPDH1	11288.04908	136	4	2
LIMK1	GART	89.87937256	51	9	9
LIMK1	CAD	107.7536262	30.01234568	143	143
LIMK1	POLR2B	133.3661385	170	5	5
LIMK1	HADHA	85.82250331	306	9	9
LIMK1	PI4KA	685.690648	136	4	4
LIMK1	MKI67	3832.952062	3570	105	105
LIMK1	NUP98	618.1031803	102	3	3
LIMK1	CDC42EP1	1128.340677	170	5	5
LIMK1	CHD4	87.70132858	68	4	4
LIMK1	AGK	3048.011386	102	3	3
LIMK1	HEATR6	1179.038808	102	3	3
LIMK1	HDAC2	73.60325054	170	5	5
LIMK1	ATP5MK	316.7774288	68	2	2
LIMK1	SLC35E1	526.4778589	68	2	2
LIMK1	RBM14	119.6485998	34	3	3
LIMK1	MMS19	122.3653715	102	3	3
LIMK1	YME1L1	96.44736504	68	2	2
LIMK1	LGMN	100.4718832	102	3	3
LIMK1	MTR	145.803892	68	2	2
LIMK1	RPAP1	331.4389184	68	2	2
LIMK1	SLC25A22	881.9477391	136	4	4
LIMK1	LAS1L	217.1215769	136	4	4
LIMK2	HAX1	83.19750657	340	10	10
LIMK2	PSMD14	99.62280554	170	5	5
LIMK2	SEC16A	107.0473723	24.93333333	11	11
LIMK2	MSI1	1175.941214	204	6	6
LIMK2	PGLYRP1	5644.024539	68	2	2
LIMK2	UBR5	222.3624707	204	6	6
LIMK2	HSP90AA1	810.3705488	110.0628571	1133	541
LIMK2	HSP90AB1	847.6589803	119.85	1128	528
LIMK2	CNP	111.3871789	170	5	5
LIMK2	DNAJB1	92.02523502	170	5	5
LIMK2	CAD	99.46488573	27.7037037	132	132
LIMK2	HADHA	152.5733392	544	16	16
LIMK2	PPOX	8466.036809	102	3	3
LIMK2	SERPINH1	206.2723837	102	3	3
LIMK2	PPP5C	143.1823467	170	5	5
LIMK2	FKBP4	148.0437122	29.75	7	7
LIMK2	FKBP5	633.2828081	4250	125	125
LIMK2	SQSTM1	172.4879242	102	3	3
LIMK2	FKBP8	239.0972554	476	14	14
LIMK2	CDC37	300.297833	4913	289	289
LIMK2	HSP90AB4P	417.1835004	2618	150	2
LIMK2	HSP90AA4P	756.9846791	1564	94	2
LIMK2	NUP188	94.14289416	102	3	3
LIMK2	ECPAS	150.2534464	136	5	5
LIMK2	IQSEC1	1166.821818	102	3	3
LIMK2	GCN1	203.1262025	544	16	16
LIMK2	PPP1R14B	245515.0675	2958	87	87
LIMK2	MMS19	163.1538286	136	4	4
LIMK2	YME1L1	289.3420951	204	6	6
LIMK2	TTC1	39508.17177	476	14	14
LIMK2	HIGD1A	745.2670399	68	2	2
MAPK12	MAPK13	161850.3717	6222	183	2
