Network	Bait	Prey	Bait_UniProt	Prey_UniProt	Interaction	SILAC Ratio               (Prey abundance in EGFRNetmtKRAS-Hi AP/Prey abundance in EV control AP)	Log2 (SILAC ratio)	t-test                    P value	Significance A	Is significantly rewired (relative to EGFRNetmtKRAS-Lo)?	Is interaction in Bioplex 2.0 (Huttlin et al., 2017)?	Is interaction in Rolland et al., 2014?	Is interaction in IID (Kotlyar et al. 2016)?	Is interaction in Hein et al., 2015?
EGFRNetmtKRAS-Hi	PEBP1	S100A6	P30086	P06703	PEBP1_S100A6	1.84	0.88	3.25E-12	4.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	IVNS1ABP	P30086	Q9Y6Y0	PEBP1_IVNS1ABP	1.41	0.49	7.38E-03	3.06E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	BOLA2	P30086	Q9H3K6	PEBP1_BOLA2	1.65	0.72	2.69E-05	3.49E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	RIOK1	P30086	Q9BRS2	PEBP1_RIOK1	1.45	0.54	3.61E-02	2.09E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	MTMR14	P30086	Q8NCE2	PEBP1_MTMR14	1.51	0.59	2.17E-03	1.31E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	PFKFB3	P30086	Q16875	PEBP1_PFKFB3	1.79	0.84	3.74E-02	8.64E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	DSG1	P30086	Q02413	PEBP1_DSG1	2.79	1.48	4.10E-02	2.61E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	RPS27A	P30086	P62979	PEBP1_RPS27A	1.42	0.51	4.40E-02	2.66E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	PRPS1	P30086	P60891	PEBP1_PRPS1	1.37	0.46	5.81E-03	4.11E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	MAT2A	P30086	P31153	PEBP1_MAT2A	1.44	0.52	4.97E-02	2.40E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	PEBP1	P30086	P30086	PEBP1_PEBP1	10.99	3.46	1.37E-06	9.32E-37	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	PEBP1	DSP	P30086	P15924	PEBP1_DSP	2.63	1.39	3.47E-02	1.42E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	JUP	P30086	P14923	PEBP1_JUP	2.88	1.52	7.38E-03	1.05E-08	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	HPX	P30086	P02790	PEBP1_HPX	22.34	4.48	1.05E-02	3.55E-60	No	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	CP	P30086	P00450	PEBP1_CP	4.42	2.14	7.54E-03	2.09E-15	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PEBP1	PRPSAP2	P30086	O60256	PEBP1_PRPSAP2	1.46	0.55	8.03E-03	1.95E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	GTF3C5	P10644	Q9Y5Q8	PRKAR1A_GTF3C5	1.34	0.43	2.26E-06	2.87E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	HIGD1C	P10644	A8MV81	PRKAR1A_HIGD1C	1.36	0.44	2.53E-06	2.47E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	HIGD1A	P10644	Q9Y241	PRKAR1A_HIGD1A	1.36	0.44	2.53E-06	2.47E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	AKAP11	P10644	Q9UKA4	PRKAR1A_AKAP11	4.86	2.28	4.11E-06	2.81E-26	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	PRKAR1A	STK39	P10644	Q9UEW8	PRKAR1A_STK39	1.30	0.38	4.89E-03	4.56E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	BCCIP	P10644	Q9P287	PRKAR1A_BCCIP	1.33	0.41	4.17E-02	3.51E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	VAPA	P10644	Q9P0L0	PRKAR1A_VAPA	1.84	0.88	4.08E-06	3.10E-05	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	PRKAR1A	GNL3	P10644	Q9BVP2	PRKAR1A_GNL3	1.32	0.40	3.13E-03	3.69E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PDCD2L	P10644	Q9BRP1	PRKAR1A_PDCD2L	1.73	0.79	1.37E-03	1.61E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	GRWD1	P10644	Q9BQ67	PRKAR1A_GRWD1	1.34	0.42	1.79E-02	3.20E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	UHRF1	P10644	Q96T88	PRKAR1A_UHRF1	1.37	0.45	2.80E-03	2.25E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	ZFP91	P10644	Q96JP5	PRKAR1A_ZFP91	1.32	0.40	3.66E-05	3.91E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PGAM5	P10644	Q96HS1	PRKAR1A_PGAM5	1.39	0.47	5.31E-04	1.75E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	AP3S1	P10644	Q92572	PRKAR1A_AP3S1	1.35	0.43	4.14E-03	2.69E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	GATAD2B	P10644	Q8WXI9	PRKAR1A_GATAD2B	1.52	0.61	9.63E-03	3.10E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	DDX42	P10644	Q86XP3	PRKAR1A_DDX42	1.30	0.38	8.57E-03	4.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	CCDC108	P10644	Q6ZU64	PRKAR1A_CCDC108	1.65	0.72	1.05E-04	5.24E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	LLGL2	P10644	Q6P1M3	PRKAR1A_LLGL2	1.32	0.40	3.77E-05	3.70E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	SUZ12	P10644	Q15022	PRKAR1A_SUZ12	1.88	0.91	1.40E-04	1.58E-05	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	USP10	P10644	Q14694	PRKAR1A_USP10	1.34	0.42	9.10E-05	3.01E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	ROCK1	P10644	Q13464	PRKAR1A_ROCK1	1.42	0.51	3.13E-02	1.16E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	C1QBP	P10644	Q07021	PRKAR1A_C1QBP	1.43	0.52	3.34E-05	1.03E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	SLC25A11	P10644	Q02978	PRKAR1A_SLC25A11	1.40	0.48	4.14E-02	1.57E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	AKAP12	P10644	Q02952	PRKAR1A_AKAP12	1.70	0.76	4.78E-03	2.64E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	RPL6	P10644	Q02878	PRKAR1A_RPL6	1.33	0.41	8.76E-04	3.48E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	RPL36A	P10644	P83881	PRKAR1A_RPL36A	1.47	0.56	9.87E-03	5.88E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	RPL8	P10644	P62917	PRKAR1A_RPL8	1.35	0.43	1.17E-03	2.80E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	NAP1L1	P10644	P55209	PRKAR1A_NAP1L1	1.56	0.64	5.16E-06	1.96E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PLK1	P10644	P53350	PRKAR1A_PLK1	1.30	0.38	3.30E-03	4.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PYCR1	P10644	P32322	PRKAR1A_PYCR1	1.68	0.75	4.71E-03	3.35E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PRKAR1B	P10644	P31321	PRKAR1A_PRKAR1B	16.37	4.03	2.70E-09	1.69E-78	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	PRKAR1A	S100A7A	P10644	Q86SG5	PRKAR1A_S100A7A	9.63	3.27	1.04E-04	3.71E-52	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	S100A7	P10644	P31151	PRKAR1A_S100A7	9.63	3.27	1.04E-04	3.71E-52	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	MCM3	P10644	P25205	PRKAR1A_MCM3	1.32	0.40	6.75E-04	3.92E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PRKACB	P10644	P22694	PRKAR1A_PRKACB	2.00	1.00	8.66E-04	2.30E-06	Yes	Yes	No	Yes	Yes
EGFRNetmtKRAS-Hi	PRKAR1A	GART	P10644	P22102	PRKAR1A_GART	1.63	0.70	7.50E-03	7.08E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PRKACA	P10644	P17612	PRKAR1A_PRKACA	15.21	3.93	1.13E-05	1.62E-74	Yes	Yes	No	Yes	No
EGFRNetmtKRAS-Hi	PRKAR1A	HIST1H1C	P10644	P16403	PRKAR1A_HIST1H1C	1.71	0.78	3.64E-05	2.05E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	HSPA8	P10644	P11142	PRKAR1A_HSPA8	1.35	0.43	3.15E-03	2.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PRKAR1A	P10644	P10644	PRKAR1A_PRKAR1A	20.60	4.36	5.74E-10	1.29E-91	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	PRKAR1A	HIST1H1E	P10644	P10412	PRKAR1A_HIST1H1E	1.36	0.44	1.57E-04	2.39E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	PRKCB	P10644	P05771	PRKAR1A_PRKCB	3.75	1.91	1.04E-03	6.83E-19	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	VAPB	P10644	O95292	PRKAR1A_VAPB	2.49	1.31	1.33E-02	7.81E-10	Yes	Yes	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	EPB41L2	P10644	O43491	PRKAR1A_EPB41L2	1.36	0.44	8.68E-04	2.49E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	RBFOX3	P10644	Q9NWB1	PRKAR1A_RBFOX3	1.40	0.49	7.89E-03	1.43E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	RBFOX2	P10644	O43251	PRKAR1A_RBFOX2	1.40	0.49	7.89E-03	1.43E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKAR1A	RBFOX1	P10644	A6NFN3	PRKAR1A_RBFOX1	1.40	0.49	7.89E-03	1.43E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	IVNS1ABP	P17252	Q9Y6Y0	PRKCA_IVNS1ABP	1.66	0.73	1.63E-04	1.08E-07	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	DBN1	P17252	Q16643	PRKCA_DBN1	1.35	0.44	2.66E-03	9.53E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	CDC37	P17252	Q16543	PRKCA_CDC37	1.91	0.93	2.33E-02	1.83E-11	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	PRPSAP1	P17252	Q14558	PRKCA_PRPSAP1	1.96	0.97	2.63E-06	3.58E-12	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	AKAP12	P17252	Q02952	PRKCA_AKAP12	1.28	0.35	2.49E-02	6.07E-03	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	PRKCA	PRKCE	P17252	Q02156	PRKCA_PRKCE	52.15	5.70	2.38E-02	0.00E+00	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	PRKCA	ACTG1	P17252	P63261	PRKCA_ACTG1	1.26	0.33	4.23E-02	8.69E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	PRPS1	P17252	P60891	PRKCA_PRPS1	2.01	1.01	6.34E-06	4.30E-13	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	ACTB	P17252	P60709	PRKCA_ACTB	1.20	0.27	4.24E-02	2.95E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	VARS	P17252	P26640	PRKCA_VARS	1.21	0.28	2.17E-02	2.46E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	PRKCA	P17252	P17252	PRKCA_PRKCA	9.42	3.24	4.11E-07	4.31E-116	Yes	No	No	Yes	No
EGFRNetmtKRAS-Hi	PRKCA	PRPS2	P17252	P11908	PRKCA_PRPS2	1.98	0.99	2.09E-06	1.56E-12	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	HSPA1A	P17252	P08107	PRKCA_HSPA1A	1.21	0.27	9.23E-03	2.63E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	PRKCG	P17252	P05129	PRKCA_PRKCG	5.61	2.49	2.52E-06	1.37E-69	Yes	Yes	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	PRPSAP2	P17252	O60256	PRKCA_PRPSAP2	2.03	1.02	1.70E-06	2.56E-13	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCA	MYO1C	P17252	O00159	PRKCA_MYO1C	1.73	0.79	3.54E-04	9.06E-09	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	MTO1	P05771	Q9Y2Z2	PRKCB_MTO1	1.75	0.81	1.52E-06	3.29E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	ACSL5	P05771	Q9ULC5	PRKCB_ACSL5	1.72	0.78	2.33E-02	3.80E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	ABCF2	P05771	Q9UG63	PRKCB_ABCF2	1.65	0.72	3.02E-04	4.95E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	STK39	P05771	Q9UEW8	PRKCB_STK39	2.04	1.03	4.33E-05	9.54E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DHCR7	P05771	Q9UBM7	PRKCB_DHCR7	1.96	0.97	6.65E-03	1.39E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	FAM18B1	P05771	Q9NYZ1	PRKCB_FAM18B1	1.77	0.82	1.48E-02	3.10E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	C4ORF27	P05771	Q9NWY4	PRKCB_C4ORF27	1.92	0.94	2.59E-02	1.60E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DDX18	P05771	Q9NVP1	PRKCB_DDX18	1.66	0.73	3.45E-05	4.82E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DDX21	P05771	Q9NR30	PRKCB_DDX21	1.70	0.77	1.96E-08	4.02E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DHX33	P05771	Q9H6R0	PRKCB_DHX33	1.86	0.89	1.49E-02	2.10E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	OSBPL8	P05771	Q9BZF1	PRKCB_OSBPL8	1.72	0.78	1.52E-02	3.71E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DERL1	P05771	Q9BUN8	PRKCB_DERL1	1.71	0.77	1.15E-02	3.90E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	TBCD	P05771	Q9BTW9	PRKCB_TBCD	1.67	0.74	4.90E-02	4.59E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	PELO	P05771	Q9BRX2	PRKCB_PELO	1.65	0.73	1.47E-03	4.90E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DDX50	P05771	Q9BQ39	PRKCB_DDX50	1.89	0.92	3.38E-04	1.83E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	UHRF1	P05771	Q96T88	PRKCB_UHRF1	1.89	0.92	2.53E-05	1.85E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	PURB	P05771	Q96QR8	PRKCB_PURB	1.74	0.80	3.05E-04	3.49E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	TAMM41	P05771	Q96BW9	PRKCB_TAMM41	2.06	1.04	5.12E-03	8.85E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST3H2A	P05771	Q7L7L0	PRKCB_HIST3H2A	3.09	1.63	2.94E-05	1.14E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2AB	P05771	P04908	PRKCB_HIST1H2AB	3.09	1.63	2.94E-05	1.14E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2AC	P05771	Q93077	PRKCB_HIST1H2AC	3.09	1.63	2.94E-05	1.14E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	NDRG1	P05771	Q92597	PRKCB_NDRG1	1.97	0.98	4.38E-03	1.29E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	AP3S1	P05771	Q92572	PRKCB_AP3S1	1.65	0.72	3.00E-05	4.98E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	GEMIN5	P05771	Q8TEQ6	PRKCB_GEMIN5	1.73	0.79	3.07E-03	3.61E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	SRBD1	P05771	Q8N5C6	PRKCB_SRBD1	2.17	1.12	6.31E-04	5.61E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	CCAR1	P05771	Q8IX12	PRKCB_CCAR1	2.98	1.58	7.05E-03	1.76E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DDX42	P05771	Q86XP3	PRKCB_DDX42	1.77	0.82	5.03E-05	3.07E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	DDX46	P05771	Q7L014	PRKCB_DDX46	1.65	0.73	3.77E-05	4.91E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST2H3A	P05771	Q71DI3	PRKCB_HIST2H3A	2.90	1.53	8.27E-05	2.53E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST2H2AC	P05771	Q16777	PRKCB_HIST2H2AC	2.15	1.11	1.14E-04	5.94E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST2H2AA3	P05771	Q6FI13	PRKCB_HIST2H2AA3	2.15	1.11	1.14E-04	5.94E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	CDC37	P05771	Q16543	PRKCB_CDC37	2.13	1.09	5.18E-05	6.58E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	NOLC1	P05771	Q14978	PRKCB_NOLC1	2.04	1.03	4.66E-09	9.66E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	LBR	P05771	Q14739	PRKCB_LBR	1.74	0.80	1.43E-08	3.48E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	AKAP12	P05771	Q02952	PRKCB_AKAP12	1.71	0.77	6.86E-04	3.96E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	SRSF2	P05771	Q01130	PRKCB_SRSF2	2.15	1.11	6.86E-07	6.00E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	MRPS6	P05771	P82932	PRKCB_MRPS6	1.80	0.85	1.02E-02	2.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	MRPS5	P05771	P82675	PRKCB_MRPS5	1.72	0.79	1.45E-07	3.67E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	UBB	P05771	P0CG47	PRKCB_UBB	2.49	1.32	1.08E-02	1.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	UBC	P05771	P0CG48	PRKCB_UBC	2.49	1.32	1.08E-02	1.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	UBA52	P05771	P62987	PRKCB_UBA52	2.49	1.32	1.08E-02	1.40E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H4A	P05771	P62805	PRKCB_HIST1H4A	3.22	1.69	2.74E-05	6.47E-05	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	ARL2	P05771	P36404	PRKCB_ARL2	1.73	0.79	1.23E-04	3.62E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HMGB2	P05771	P26583	PRKCB_HMGB2	1.66	0.73	1.18E-03	4.79E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	FBL	P05771	P22087	PRKCB_FBL	1.83	0.87	1.27E-08	2.40E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	H2AFX	P05771	P16104	PRKCB_H2AFX	1.78	0.83	2.02E-04	2.88E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	IMPDH2	P05771	P12268	PRKCB_IMPDH2	2.33	1.22	2.43E-04	2.86E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	H2AFJ	P05771	Q9BTM1	PRKCB_H2AFJ	2.32	1.22	1.16E-04	2.88E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2AD	P05771	P20671	PRKCB_HIST1H2AD	2.32	1.22	1.16E-04	2.88E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2AJ	P05771	Q99878	PRKCB_HIST1H2AJ	2.32	1.22	1.16E-04	2.88E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2AH	P05771	Q96KK5	PRKCB_HIST1H2AH	2.32	1.22	1.16E-04	2.88E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2AG	P05771	P0C0S8	PRKCB_HIST1H2AG	2.32	1.22	1.16E-04	2.88E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	H2AFV	P05771	Q71UI9	PRKCB_H2AFV	2.34	1.22	1.45E-04	2.72E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	H2AFZ	P05771	P0C0S5	PRKCB_H2AFZ	2.34	1.22	1.45E-04	2.72E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	COX6C	P05771	P09669	PRKCB_COX6C	1.66	0.73	9.03E-04	4.78E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BB	P05771	P33778	PRKCB_HIST1H2BB	2.84	1.50	5.10E-05	3.23E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST2H2BE	P05771	Q16778	PRKCB_HIST2H2BE	2.84	1.50	5.10E-05	3.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BJ	P05771	P06899	PRKCB_HIST1H2BJ	2.84	1.50	5.10E-05	3.23E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	PRKCB	P05771	P05771	PRKCB_PRKCB	5.49	2.46	2.35E-12	1.36E-08	No	No	No	Yes	No
EGFRNetmtKRAS-Hi	PRKCB	BAG2	P05771	O95816	PRKCB_BAG2	1.96	0.97	5.26E-04	1.36E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	RPS6KA4	P05771	O75676	PRKCB_RPS6KA4	1.97	0.98	6.34E-03	1.33E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BL	P05771	Q99880	PRKCB_HIST1H2BL	2.66	1.41	4.33E-05	6.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	H2BFS	P05771	P57053	PRKCB_H2BFS	2.66	1.41	4.33E-05	6.79E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BM	P05771	Q99879	PRKCB_HIST1H2BM	2.66	1.41	4.33E-05	6.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BN	P05771	Q99877	PRKCB_HIST1H2BN	2.66	1.41	4.33E-05	6.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BD	P05771	P58876	PRKCB_HIST1H2BD	2.66	1.41	4.33E-05	6.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BC	P05771	P62807	PRKCB_HIST1H2BC	2.66	1.41	4.33E-05	6.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HIST1H2BK	P05771	O60814	PRKCB_HIST1H2BK	2.66	1.41	4.33E-05	6.79E-04	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	ICMT	P05771	O60725	PRKCB_ICMT	1.67	0.74	9.57E-05	4.53E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	TIMM44	P05771	O43615	PRKCB_TIMM44	2.03	1.02	9.84E-05	1.02E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCB	HNRPDL	P05771	O14979	PRKCB_HNRPDL	1.73	0.79	2.66E-02	3.66E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	PSAT1	Q02156	Q9Y617	PRKCE_PSAT1	1.57	0.65	4.19E-02	9.98E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	THRAP3	Q02156	Q9Y2W1	PRKCE_THRAP3	1.38	0.46	3.22E-02	4.87E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	BCLAF1	Q02156	Q9NYF8	PRKCE_BCLAF1	1.52	0.61	2.59E-02	1.52E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	METTL11A	Q02156	Q9BV86	PRKCE_METTL11A	1.38	0.47	3.41E-03	4.69E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	TUBA1C	Q02156	Q9BQE3	PRKCE_TUBA1C	1.43	0.52	4.15E-02	3.17E-02	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	HSP90AB2P	Q02156	Q58FF8	PRKCE_HSP90AB2P	1.74	0.80	7.60E-03	2.23E-03	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	TUBB8	Q02156	Q3ZCM7	PRKCE_TUBB8	1.49	0.58	6.78E-03	1.94E-02	No	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	FSCN1	Q02156	Q16658	PRKCE_FSCN1	1.82	0.86	3.34E-02	1.08E-03	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	CDC37	Q02156	Q16543	PRKCE_CDC37	5.03	2.33	4.33E-05	9.91E-17	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	NEDD8	Q02156	Q15843	PRKCE_NEDD8	2.01	1.01	4.11E-02	1.70E-04	Yes	No	No	No	No
EGFRNetmtKRAS-Hi	PRKCE	RCN2	Q02156	Q14257	PRKCE_RCN2	1.91	0.93	3.64E-02	4.72E-04	No	No	No	No	No
