ERK	MEK	RAF	RAS	Gene.names
PHLDB1	0	0	0	1	PHLDB1
PHPT1	0	0	1	0	PHPT1
PHYH	0	0	1	1	PHYH
PIGB	0	0	1	0	PIGB
PIGQ	0	0	1	0	PIGQ
PIH1D2	0	1	0	0	PIH1D2
PIK3CA	0	0	1	0	PIK3CA
PIK3R1	0	0	1	0	PIK3R1
PIK3R2	0	0	1	0	PIK3R2
PIK3R3	0	0	1	0	PIK3R3
PIN1	0	1	0	0	PIN1
PJA1	0	0	1	0	PJA1
PKM	1	0	1	0	PKM
PKN2	0	0	1	0	PKN2
PLCB1	0	0	1	0	PLCB1
PLCB4	0	0	1	0	PLCB4
PLEKHA2	0	0	0	1	PLEKHA2
PLEKHB1	0	0	0	1	PLEKHB1
PLEKHN1	1	0	0	1	PLEKHN1
PLGRKT	0	0	0	1	PLGRKT
PLOD1	0	0	1	0	PLOD1
PLOD2	0	0	1	0	PLOD2
PLXNB1	0	0	0	1	PLXNB1
PLXNB3	0	0	0	1	PLXNB3
PNMA2	0	0	1	1	PNMA2
PODXL2	0	0	0	1	PODXL2
POLR2G	0	0	1	0	POLR2G
POLR2I	0	1	0	0	POLR2I
POM121	1	0	0	0	POM121
POMP	0	1	0	0	POMP
POTEE	0	0	1	0	POTEE
PPCS	0	0	1	0	PPCS
PPID	0	0	1	0	PPID
PPM1G	0	0	0	1	PPM1G
PPM1L	1	0	0	0	PPM1L
PPM1M	0	0	0	1	PPM1M
PPP1R12A	0	1	0	1	PPP1R12A
PPP1R14C	0	0	0	1	PPP1R14C
PPP1R15B	0	0	1	0	PPP1R15B
PPP2R1B	1	0	0	1	PPP2R1B
PPP2R5E	0	0	0	1	PPP2R5E
PPP3CA	0	1	0	0	PPP3CA
PPP5C	0	0	1	0	PPP5C
PPP6C	0	0	1	0	PPP6C
PPP6R1	0	0	1	0	PPP6R1
PPP6R3	0	0	1	0	PPP6R3
PPT2	0	1	0	0	PPT2
PRAG1	0	1	0	0	PRAG1
PRKAR1A	0	0	1	0	PRKAR1A
PRKAR1B	0	1	1	0	PRKAR1B
PRKCB	0	1	0	0	PRKCB
PRKCH	0	0	0	1	PRKCH
PRKCQ	0	0	0	1	PRKCQ
PRKCSH	0	0	1	0	PRKCSH
PRMT2	1	0	0	1	PRMT2
PROCR	0	0	0	1	PROCR
PRORP	0	0	0	1	PRORP
PRR35	0	0	1	0	PRR35
PRRC2B	1	0	0	0	PRRC2B
PRRT4	0	0	0	1	PRRT4
PSMA6	1	0	0	0	PSMA6
PSMB4	0	1	1	0	PSMB4
PSMB5	1	0	1	0	PSMB5
PSMC2	0	1	1	0	PSMC2
PSMC4	0	1	0	0	PSMC4
PSMC5	1	1	1	0	PSMC5
PSMD1	0	0	0	1	PSMD1
PSMD11	0	0	0	1	PSMD11
PSMD12	0	0	0	1	PSMD12
PSMD13	0	0	0	1	PSMD13
PSMD2	0	0	0	1	PSMD2
PSMD4	0	0	0	1	PSMD4
PSMD7	0	0	0	1	PSMD7
PTDSS1	0	0	1	0	PTDSS1
PTMA	0	0	0	1	PTMA
PTPDC1	1	0	0	0	PTPDC1
PTPRE	0	1	0	0	PTPRE
PTPRZ1	1	0	1	1	PTPRZ1
PTX3	0	0	0	1	PTX3
PVR	0	0	0	1	PVR
PXDN	0	0	0	1	PXDN
PXMP4	0	0	0	1	PXMP4
PYGO1	0	0	0	1	PYGO1
Q6ZSR9	0	1	0	0	Q6ZSR9
RAB14	0	0	1	0	RAB14
RAB1A	0	0	1	0	RAB1A
RAB1B	0	0	1	0	RAB1B
RAB20	0	0	0	1	RAB20
RAB2A	0	0	1	0	RAB2A
RAB31	0	0	1	0	RAB31
RAB32	0	1	1	1	RAB32
RAB7A	0	0	1	0	RAB7A
RABAC1	0	0	0	1	RABAC1
RABGGTA	0	0	1	0	RABGGTA
RABIF	0	0	1	0	RABIF
RAC2	1	0	0	0	RAC2
RADX	0	0	1	0	RADX
RAF1	0	1	1	0	RAF1
RAI2	1	0	0	0	RAI2
RAP1B	0	0	1	1	RAP1B
RAP1GAP	1	0	0	0	RAP1GAP
RAP1GAP2	1	0	0	0	RAP1GAP2
RAP1GDS1	0	0	0	1	RAP1GDS1
RASA3	0	0	0	1	RASA3
RASGRF2	0	0	0	1	RASGRF2
RASGRP2	0	0	0	1	RASGRP2
RBBP4	0	0	1	0	RBBP4
RBPMS2	0	0	0	1	RBPMS2
RCBTB2	0	1	0	0	RCBTB2
RCE1	0	0	0	1	RCE1
RCOR2	0	0	0	1	RCOR2
RERG	0	0	1	0	RERG
RGN	0	0	1	0	RGN
RGS16	0	0	0	1	RGS16
RHBDD1	0	0	1	0	RHBDD1
RHBDF2	1	0	0	0	RHBDF2
RHOF	0	0	0	1	RHOF
RIMKLA	0	1	0	0	RIMKLA
RIMKLB	0	1	0	0	RIMKLB
RIPK1	0	1	0	0	RIPK1
RITA1	0	0	0	1	RITA1
RNF181	0	0	1	0	RNF181
RNF41	0	0	0	1	RNF41
RNFT2	0	0	0	1	RNFT2
RNH1	0	0	0	1	RNH1
ROBO1	0	0	1	0	ROBO1
RP9	1	0	1	1	RP9
RPA1	1	1	1	1	RPA1
RPA2	1	0	1	1	RPA2
RPA3	1	0	1	1	RPA3
RPAP3	0	0	1	0	RPAP3
RPL39;RPL39P5	0	0	0	1	RPL39;RPL39P5
RPS6KA1	1	0	0	0	RPS6KA1
RPS6KA2	1	0	0	0	RPS6KA2
RPS6KA3	1	0	0	0	RPS6KA3
RPS6KA4	0	0	1	0	RPS6KA4
RPS6KA5	1	0	0	0	RPS6KA5
RPS6KA6	1	0	0	0	RPS6KA6
RPTOR	0	0	1	0	RPTOR
RPUSD1	0	0	1	0	RPUSD1
RPUSD3	0	0	0	1	RPUSD3
RRAS2	0	0	0	1	RRAS2
RSAD1	0	0	0	1	RSAD1
RSU1	1	0	0	0	RSU1
RTN1	0	1	0	0	RTN1
RTN4RL2	0	0	0	1	RTN4RL2
RUFY3	0	0	1	0	RUFY3
RUNDC1	0	0	1	0	RUNDC1
RUVBL1	0	0	1	0	RUVBL1
RUVBL2	0	0	1	0	RUVBL2
RWDD2B	0	0	0	1	RWDD2B
S100A10	0	0	0	1	S100A10
SAPCD2	0	0	0	1	SAPCD2
SAR1A	0	1	1	0	SAR1A
SC5D	1	0	1	0	SC5D
SCARF2	0	0	0	1	SCARF2
SCD5	0	0	0	1	SCD5
SCIN	0	1	0	0	SCIN
SCRIB	0	1	0	0	SCRIB
SCRN3	1	0	0	0	SCRN3
SDC1	1	0	0	1	SDC1
SDC2	1	0	0	0	SDC2
SDF2	0	0	1	0	SDF2
SDF2L1	0	0	1	0	SDF2L1
SDHAF4	0	0	0	1	SDHAF4
SDR39U1	0	0	0	1	SDR39U1
SEC13	0	0	1	0	SEC13
SEC16A	1	0	1	0	SEC16A
SEC23IP	0	1	0	0	SEC23IP
SEL1L	0	0	1	0	SEL1L
SELENOF	0	0	1	0	SELENOF
SELENOK	0	0	1	0	SELENOK
SELENOS	0	0	1	0	SELENOS
SERF2	1	0	1	1	SERF2
SERINC1	1	0	0	0	SERINC1
SERPINF2	0	0	1	0	SERPINF2
SESN2	0	0	1	0	SESN2
SESN3	0	1	1	1	SESN3
SETD4	0	0	0	1	SETD4
SFN	0	0	1	1	SFN
SFRP1	0	0	0	1	SFRP1
SFRP5	1	0	1	1	SFRP5
SGK1	1	1	1	0	SGK1
SGPL1	0	0	1	0	SGPL1
SGTA	0	0	1	0	SGTA
SH3GLB2	0	0	1	0	SH3GLB2
SH3PXD2B	0	0	0	1	SH3PXD2B
SIRT1	0	0	1	1	SIRT1
SIRT2	0	0	1	1	SIRT2
SIVA1	0	0	0	1	SIVA1
SIX2	0	0	0	1	SIX2
SKAP2	0	0	1	0	SKAP2
SLAIN1	0	0	0	1	SLAIN1
SLC16A7	1	1	1	1	SLC16A7
SLC19A1	0	0	1	0	SLC19A1
SLC25A16	0	0	1	0	SLC25A16
SLC25A22	0	0	0	1	SLC25A22
SLC25A35	0	0	0	1	SLC25A35
SLC25A46	0	0	0	1	SLC25A46
SLC25A51	0	0	1	0	SLC25A51
SLC25A52	0	0	1	0	SLC25A52
SLC27A6	0	0	0	1	SLC27A6
SLC35E1	0	0	1	0	SLC35E1
SLC35F1	0	0	0	1	SLC35F1
SLC35G2	0	0	0	1	SLC35G2
SLC38A10	0	0	0	1	SLC38A10
SLC6A9	0	0	1	0	SLC6A9
SLCO3A1	0	0	0	1	SLCO3A1
SLIT2	1	0	1	1	SLIT2
SLITRK5	1	0	0	1	SLITRK5
SMAP	0	0	0	1	SMAP
SMAP1	0	1	0	0	SMAP1
SMARCA2	0	0	0	1	SMARCA2
SMARCC1	1	0	0	0	SMARCC1
SMIM26	0	0	0	1	SMIM26
SMYD2	0	0	1	0	SMYD2
SMYD3	0	0	1	0	SMYD3
SMYD4	0	0	1	0	SMYD4
SNAP29	0	1	0	0	SNAP29
SNAP91	0	0	0	1	SNAP91
SNF8	0	1	0	0	SNF8
SNX17	0	1	0	0	SNX17
SNX18	0	0	1	0	SNX18
SNX3	0	1	0	0	SNX3
SNX33	0	0	1	1	SNX33
SOD1	0	1	0	0	SOD1
SOS1	0	0	0	1	SOS1
SOWAHB	1	0	0	0	SOWAHB
SOWAHD	0	0	0	1	SOWAHD
SOX7	1	0	0	0	SOX7
SPAG1	0	0	1	0	SPAG1
SPAG5	0	1	0	0	SPAG5
SPART	0	1	0	0	SPART
SPCS1	0	0	0	1	SPCS1
SPON1	0	0	1	1	SPON1
SPR	0	0	1	0	SPR
SPRR1B;SPRR1A	0	0	0	1	SPRR1B;SPRR1A
SPRY4	0	0	1	0	SPRY4
SPRYD4	1	0	1	1	SPRYD4
SPTAN1	0	0	1	1	SPTAN1
SPTBN1	0	0	1	1	SPTBN1
SPTBN2	0	0	1	0	SPTBN2
SQLE	0	0	0	1	SQLE
SQOR	0	0	1	1	SQOR
SRCIN1	0	0	0	1	SRCIN1
SREBF1	0	0	0	1	SREBF1
SRPX	0	0	0	1	SRPX
SRRD	0	0	1	0	SRRD
SS18L1	0	0	0	1	SS18L1
SSU72	0	0	0	1	SSU72
ST13	0	0	1	0	ST13
STAM	0	1	0	0	STAM
STEAP1	0	0	0	1	STEAP1
STIP1	0	0	1	0	STIP1
STMN3	1	0	0	0	STMN3
STOM	0	1	0	0	STOM
STRA6	1	0	0	1	STRA6
STUB1	0	0	1	0	STUB1
SUGT1	0	0	1	0	SUGT1
SULF1	0	0	0	1	SULF1
SULF2	0	0	0	1	SULF2
SULT1C4	1	0	0	0	SULT1C4
SULT2A1	1	0	0	1	SULT2A1
SUPT20H	1	0	0	0	SUPT20H
SUSD5	1	0	1	1	SUSD5
SYNCRIP	0	0	1	0	SYNCRIP
SYNPO	1	0	0	0	SYNPO
SYT6	1	0	0	0	SYT6
TAGLN	1	0	0	0	TAGLN
TARBP2	0	0	1	0	TARBP2
TAX1BP3	0	1	0	0	TAX1BP3
TBC1D4	0	0	1	0	TBC1D4
TBL1XR1	0	0	0	1	TBL1XR1
TCOF1	0	0	0	1	TCOF1
TCP1	0	0	1	0	TCP1
TCTN3	1	0	0	0	TCTN3
TDRP	0	0	0	1	TDRP
TECPR1	0	0	1	0	TECPR1
TEX30	0	0	0	1	TEX30
TFPI2	1	1	1	1	TFPI2
TGFB1	0	0	1	1	TGFB1
THAP1	0	0	0	1	THAP1
THAP7	0	0	1	0	THAP7
THBS1	1	0	1	1	THBS1
THBS4	0	0	1	0	THBS4
THEM6	0	0	0	1	THEM6
TIMM10	0	1	0	0	TIMM10
TIMP1	1	0	0	0	TIMP1
TLCD2	0	0	0	1	TLCD2
TLCD3A	0	0	1	0	TLCD3A
TMA7	0	0	1	0	TMA7
TMEFF2	1	1	1	1	TMEFF2
TMEM102	0	1	0	0	TMEM102
TMEM177	0	0	0	1	TMEM177
TMEM183A	0	0	1	0	TMEM183A
TMEM62	0	0	1	0	TMEM62
TMOD3	0	1	0	0	TMOD3
TMT1A	0	0	0	1	TMT1A
TMT1B	0	0	0	1	TMT1B
TMX2	0	0	0	1	TMX2
TNRC6A	0	1	0	0	TNRC6A
TNRC6B	0	1	0	0	TNRC6B
TNRC6C	0	1	0	0	TNRC6C
TNS1	0	0	0	1	TNS1
TNS3	0	0	0	1	TNS3
TOB1	0	1	0	0	TOB1
TOB2	0	1	0	0	TOB2
TOMM40	0	0	1	0	TOMM40
TOMM70	0	0	1	0	TOMM70
TOX4	0	0	0	1	TOX4
TP53	0	0	1	1	TP53
TP53BP2	0	1	0	0	TP53BP2
TP73	1	0	0	0	TP73
TPM1	0	0	1	1	TPM1
TPRA1	0	1	0	1	TPRA1
TPRKB	0	0	1	0	TPRKB
TPRN	0	1	0	0	TPRN
TRAF7	0	0	1	0	TRAF7
TRAK2	0	0	1	0	TRAK2
TRERF1	1	0	0	0	TRERF1
TRIB1	1	0	0	1	TRIB1
TRIB3	0	0	1	0	TRIB3
TRIM14	0	0	0	1	TRIM14
TRIM26	0	1	0	0	TRIM26
TRIM27	0	0	0	1	TRIM27
TRIM37	0	0	1	0	TRIM37
TRIM41	0	0	1	0	TRIM41
TTC1	0	0	1	0	TTC1
TTC38	0	0	1	0	TTC38
TTC39B	0	0	0	1	TTC39B
TTC4	0	0	1	0	TTC4
TTC9	0	0	0	1	TTC9
TTC9C	0	0	1	0	TTC9C
TTK	0	1	0	0	TTK
TTL	0	0	0	1	TTL
TUBG1	0	0	1	0	TUBG1
TUBG2	0	0	0	1	TUBG2
TUBGCP2	0	0	1	0	TUBGCP2
TUBGCP3	0	0	1	0	TUBGCP3
TUBGCP6	0	0	1	0	TUBGCP6
TUG1	1	1	1	1	TUG1
TUSC3	0	1	0	0	TUSC3
TWNK	0	0	1	1	TWNK
TXLNA	0	1	0	0	TXLNA
TXNDC11	0	0	1	0	TXNDC11
TXNDC5	0	0	0	1	TXNDC5
TXNL1	0	0	0	1	TXNL1
U2AF1	0	0	1	0	U2AF1
UBAC2	1	0	1	1	UBAC2
UBAP2	0	1	0	0	UBAP2
UBAP2L	0	1	0	0	UBAP2L
UBE2A	0	0	1	0	UBE2A
UBE2D1	0	1	0	0	UBE2D1
UBE2N	0	1	0	0	UBE2N
UBE2R2	0	0	0	1	UBE2R2
UBE4A	0	0	1	0	UBE4A
UBIAD1	0	0	1	0	UBIAD1
UBL4A	0	0	1	0	UBL4A
UBL5	1	1	1	0	UBL5
UBP1	0	0	0	1	UBP1
UBQLN1	0	0	1	0	UBQLN1
UBQLN2	0	0	1	0	UBQLN2
UBR4	0	0	1	0	UBR4
UBR5	0	0	1	0	UBR5
UBTD1	0	0	0	1	UBTD1
UBXN7	0	0	0	1	UBXN7
UBXN8	0	1	0	0	UBXN8
UCHL3	1	0	0	0	UCHL3
UGCG	0	0	1	0	UGCG
UGGT2	0	0	1	0	UGGT2
ULBP1	0	0	0	1	ULBP1
UNC13A	0	1	0	0	UNC13A
UNC45A	0	0	1	0	UNC45A
URI1	0	0	1	0	URI1
UROD	0	0	1	0	UROD
USP11	0	0	1	0	USP11
USP16	0	1	0	0	USP16
USP19	0	0	1	0	USP19
USP34	0	0	1	0	USP34
USP43	0	0	0	1	USP43
USP47	0	0	0	1	USP47
USP6NL	0	0	1	0	USP6NL
USP7	0	0	0	1	USP7
USP9X	0	1	1	0	USP9X
USP9Y	0	1	1	0	USP9Y
UTF1	0	0	0	1	UTF1
UXT	0	0	1	0	UXT
VAMP8	0	0	1	0	VAMP8
VCAN	0	0	0	1	VCAN
VGF	1	0	0	0	VGF
VPS26A	0	0	1	0	VPS26A
VRK2	0	0	1	0	VRK2
VTI1B	0	0	1	0	VTI1B
WASHC2A	0	1	0	0	WASHC2A
WDR37	0	1	0	0	WDR37
WDR6	0	0	1	0	WDR6
WDR7	0	1	0	0	WDR7
WDR87	0	1	0	0	WDR87
WDTC1	0	0	1	0	WDTC1
WNT11	0	0	0	1	WNT11
WNT3A	0	0	0	1	WNT3A
WSB1	0	1	1	0	WSB1
WWTR1	1	1	0	0	WWTR1
XPNPEP3	0	0	1	0	XPNPEP3
YAP1	1	1	0	0	YAP1
YES1	0	0	0	1	YES1
YKT6	0	1	0	0	YKT6
YWHAB	0	1	1	0	YWHAB
YWHAE	0	1	1	0	YWHAE
YWHAG	0	1	1	0	YWHAG
YWHAH	0	1	1	0	YWHAH
YWHAQ	0	1	1	0	YWHAQ
YWHAZ	0	1	1	0	YWHAZ
ZBTB10	0	0	0	1	ZBTB10
ZBTB39	0	0	1	0	ZBTB39
ZDHHC16	0	0	0	1	ZDHHC16
ZDHHC24	0	0	0	1	ZDHHC24
ZDHHC6	0	0	0	1	ZDHHC6
ZDHHC9	0	0	1	0	ZDHHC9
ZFAND3	0	0	1	0	ZFAND3
ZFTRAF1	0	0	0	1	ZFTRAF1
ZFYVE16	1	1	0	0	ZFYVE16
ZIC5	0	0	0	1	ZIC5
ZIK1	0	0	1	0	ZIK1
ZNF117	0	0	0	1	ZNF117
ZNF131	0	0	1	0	ZNF131
ZNF214	0	0	0	1	ZNF214
ZNF215	0	0	1	0	ZNF215
ZNF219	0	0	0	1	ZNF219
ZNF254	0	0	1	0	ZNF254
ZNF256	1	0	1	0	ZNF256
ZNF28	0	0	1	0	ZNF28
ZNF324	0	0	1	0	ZNF324
ZNF326	0	0	1	0	ZNF326
ZNF395	1	0	0	0	ZNF395
ZNF480	0	0	1	0	ZNF480
ZNF510	0	0	1	0	ZNF510
ZNF525	0	0	1	0	ZNF525
ZNF578	0	0	0	1	ZNF578
ZNF596	0	0	0	1	ZNF596
ZNF66	0	0	1	0	ZNF66
ZNF737	0	0	1	0	ZNF737
ZNF749	0	0	1	0	ZNF749
ZNF776	0	0	1	0	ZNF776
ZNF836	0	0	1	0	ZNF836
ZNF91	0	0	1	0	ZNF91
ZNHIT2	0	0	1	0	ZNHIT2
ZNRF1	0	1	0	0	ZNRF1
ZSWIM8	0	0	1	0	ZSWIM8
ZXDC	1	0	0	0	ZXDC
