query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	evidence_codes	intersection	subcell_localization	protein
actin_cytoskeleton__RAF1	TRUE	2.03575107382687e-06	1013	27	12	0.444444444444444	0.0118460019743337	actin_cytoskeleton_GO:0060341	GO:BP	regulation of cellular localization	21026	14344	HMP,HMP,HMP,HMP,IMP HMP,HMP,HMP,IMP,ISS IEA,IDA,IMP IGI,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,MYH10,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	3.37636233403716e-06	291	27	8	0.296296296296296	0.0274914089347079	actin_cytoskeleton_GO:0051054	GO:BP	positive regulation of DNA metabolic process	21026	13291	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	3.66498103932554e-06	2770	27	17	0.62962962962963	0.00613718411552347	actin_cytoskeleton_GO:0008104	GO:BP	protein localization	21026	3109	HMP,HMP,HMP,HMP,IMP HMP,HMP,HMP,IDA,ISS IEA,IDA,IMP,IMP,IMP,ISS NAS IEA,IDA IEA,IMP IGI IBA IEA,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CORO1B,CORO1C,KRT18,MYH10,MYH9,PIP5K1A,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	3.92117938720704e-06	2782	27	17	0.62962962962963	0.00611071171818835	actin_cytoskeleton_GO:0070727	GO:BP	cellular macromolecule localization	21026	16048	HMP,HMP,HMP,HMP,IMP HMP,HMP,HMP,IDA,ISS IEA,IDA,IMP,IMP,IMP,ISS NAS IEA,IDA IEA,IMP IGI IBA IEA,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CORO1B,CORO1C,KRT18,MYH10,MYH9,PIP5K1A,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	5.58768481552632e-06	461	27	9	0.333333333333333	0.0195227765726681	actin_cytoskeleton_GO:0007015	GO:BP	actin filament organization	21026	2611	IDA IMP ISS IBA IEA,IDA IBA IC,IBA,IBA,IDA IMP IGI IBA IEA,IEA,IEA,IEA,IEA	CFL2,CORO1B,CORO1C,FLII,PFN1,PRKCI,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	5.68790521537371e-06	861	27	11	0.407407407407407	0.0127758420441347	actin_cytoskeleton_GO:0097435	GO:BP	supramolecular fiber organization	21026	18414	IDA IMP ISS IBA IEA,IDA IBA IC,IBA,IBA IEA,IDA IMP IBA IEA,IDA IMP IGI IBA IEA,IEA,IEA,IEA,IEA,IDA IBA IEA	CFL2,CORO1B,CORO1C,FLII,NEFL,PFN1,PRKCI,SPTAN1,SPTBN1,SPTBN2,TUBGCP6	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	6.77348273797107e-06	318	27	8	0.296296296296296	0.0251572327044025	actin_cytoskeleton_GO:0034504	GO:BP	protein localization to nucleus	21026	8606	HMP,HMP,HMP,HMP,HMP,HMP,HMP,HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	1.01414074368839e-05	53	27	5	0.185185185185185	0.0943396226415094	actin_cytoskeleton_GO:0030834	GO:BP	regulation of actin filament depolymerization	21026	6882	IMP,IBA,IEA,IEA,IEA	CFL2,FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	1.19835789156583e-05	8184	27	25	0.925925925925926	0.00305474095796676	actin_cytoskeleton_GO:0016043	GO:BP	cellular component organization	21026	5053	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA IMP ISS IBA IEA,IDA IBA IC,IDA IMP IGI IBA IEA,IBA IEA,IEA,IDA IBA,IMP IBA,IDA IMP ISS IEA,IDA IMP IBA IEA,IDA IMP IGI IBA IEA,IMP,IDA IMP NAS IEA,IDA IMP IBA,IBA IEA,IMP IBA IEA,IBA IEA,IMP NAS,IDA IBA IEA	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CFL2,CORO1B,CORO1C,FLII,KCTD10,KRT18,MYH10,MYH9,NEFL,PFN1,PIP5K1A,PRKCI,SNX33,SPTAN1,SPTBN1,SPTBN2,TCP1,TUBGCP6	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	1.6122557520215e-05	58	27	5	0.185185185185185	0.0862068965517241	actin_cytoskeleton_GO:0030042	GO:BP	actin filament depolymerization	21026	6630	IDA IMP ISS IBA IEA,IBA,IEA,IEA,IEA	CFL2,FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	1.6122557520215e-05	58	27	5	0.185185185185185	0.0862068965517241	actin_cytoskeleton_GO:0030837	GO:BP	negative regulation of actin filament polymerization	21026	6885	IBA,IDA,IEA,IEA,IEA	FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	2.17074320760865e-05	539	27	9	0.333333333333333	0.0166975881261596	actin_cytoskeleton_GO:0051604	GO:BP	protein maturation	21026	13631	IDA IMP IBA NAS IEA,IDA IMP IBA TAS IEA,IDA IMP IBA TAS IEA,IDA IMP IBA IEA,IDA IMP IBA TAS IEA,IDA IMP IBA TAS IEA,IDA IMP IBA IEA,ISS IEA,IDA IMP IBA TAS IEA	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,MYH9,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	2.18485298867652e-05	8393	27	25	0.925925925925926	0.00297867270344335	actin_cytoskeleton_GO:0071840	GO:BP	cellular component organization or biogenesis	21026	16709	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IDA IMP ISS IBA IEA,IDA IBA IC,IDA IMP IGI IBA IEA,IBA IEA,IEA,IDA IBA,IMP IBA,IDA IMP ISS IEA,IDA IMP IBA IEA,IDA IMP IGI IBA IEA,IMP,IDA IMP NAS IEA,IDA IMP IBA,IBA IEA,IMP IBA IEA,IBA IEA,IMP NAS,IDA IBA IEA	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CFL2,CORO1B,CORO1C,FLII,KCTD10,KRT18,MYH10,MYH9,NEFL,PFN1,PIP5K1A,PRKCI,SNX33,SPTAN1,SPTBN1,SPTBN2,TCP1,TUBGCP6	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	2.50270817144948e-05	376	27	8	0.296296296296296	0.0212765957446809	actin_cytoskeleton_GO:0032970	GO:BP	regulation of actin filament-based process	21026	7896	IMP,IDA IC,IBA,IMP ISS IEA,IDA IMP IGI IBA IEA,IEA,IEA,IEA	CFL2,CORO1B,FLII,MYH9,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	2.94540576571108e-05	5	27	3	0.111111111111111	0.6	actin_cytoskeleton_GO:0090666	GO:BP	scaRNA localization to Cajal body	21026	18156	IMP,IMP,IMP	CCT2,CCT4,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	3.05492275293108e-05	3661	27	18	0.666666666666667	0.00491668942911773	actin_cytoskeleton_GO:0051641	GO:BP	cellular localization	21026	13664	HMP,HMP,HMP,HMP,IMP HMP,HMP,HMP,IDA,IDA ISS IEA,IDA,IMP,IMP IEA,IMP,IMP,ISS NAS IEA,IDA IMP IBA IEA,IMP IGI IBA IEA,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CORO1B,CORO1C,KRT18,MYH10,MYH9,NEFL,PIP5K1A,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	3.92717540207034e-05	3228	27	17	0.62962962962963	0.00526641883519207	actin_cytoskeleton_GO:0033036	GO:BP	macromolecule localization	21026	7939	IMP HMP,HMP,IMP HMP,HMP,IMP HMP,HMP,HMP,IDA,ISS IEA,IDA,IMP,IMP,IMP,ISS NAS IEA,IDA IEA,IMP IGI IBA IEA,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CORO1B,CORO1C,KRT18,MYH10,MYH9,PIP5K1A,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	4.31891351674307e-05	147	27	6	0.222222222222222	0.0408163265306122	actin_cytoskeleton_GO:0008064	GO:BP	regulation of actin polymerization or depolymerization	21026	3099	IMP,IBA,IDA IGI IBA,IEA,IEA,IEA	CFL2,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	4.86321537563745e-05	72	27	5	0.185185185185185	0.0694444444444444	actin_cytoskeleton_GO:0032272	GO:BP	negative regulation of protein polymerization	21026	7400	IBA,IDA,IEA,IEA,IEA	FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	4.87311850786094e-05	150	27	6	0.222222222222222	0.04	actin_cytoskeleton_GO:0030832	GO:BP	regulation of actin filament length	21026	6880	IMP,IBA,IDA IGI IBA,IEA,IEA,IEA	CFL2,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	4.95635213362566e-05	263	27	7	0.259259259259259	0.026615969581749	actin_cytoskeleton_GO:0110053	GO:BP	regulation of actin filament organization	21026	19117	IMP,IDA IC,IBA,IDA IMP IGI IBA IEA,IEA,IEA,IEA	CFL2,CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	5.92677584422764e-05	155	27	6	0.222222222222222	0.0387096774193548	actin_cytoskeleton_GO:0051494	GO:BP	negative regulation of cytoskeleton organization	21026	13563	IDA,IBA,IDA IMP,IEA,IEA,IEA	CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	6.39775808381994e-05	157	27	6	0.222222222222222	0.0382165605095541	actin_cytoskeleton_GO:1902904	GO:BP	negative regulation of supramolecular fiber organization	21026	22296	IDA,IBA,IDA IMP,IEA,IEA,IEA	CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	8.38785831339861e-05	284	27	7	0.259259259259259	0.0246478873239437	actin_cytoskeleton_GO:0051258	GO:BP	protein polymerization	21026	13423	IBA,IEA,IDA IGI IBA,IEA,IEA,IEA,IDA IBA IEA	FLII,NEFL,PFN1,SPTAN1,SPTBN1,SPTBN2,TUBGCP6	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000158980623847643	91	27	5	0.185185185185185	0.0549450549450549	actin_cytoskeleton_GO:1901879	GO:BP	regulation of protein depolymerization	21026	21538	IMP,IBA,IEA,IEA,IEA	CFL2,FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000204963986850425	191	27	6	0.222222222222222	0.031413612565445	actin_cytoskeleton_GO:0008154	GO:BP	actin polymerization or depolymerization	21026	3113	IDA IMP ISS IBA IEA,IBA,IDA IGI IBA,IEA,IEA,IEA	CFL2,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000225363320736041	500	27	8	0.296296296296296	0.016	actin_cytoskeleton_GO:0051052	GO:BP	regulation of DNA metabolic process	21026	13289	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000253093020058549	334	27	7	0.259259259259259	0.0209580838323353	actin_cytoskeleton_GO:0032956	GO:BP	regulation of actin cytoskeleton organization	21026	7883	IMP,IDA IC,IBA,IDA IMP IGI IBA IEA,IEA,IEA,IEA	CFL2,CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000298272419757505	40	27	4	0.148148148148148	0.1	actin_cytoskeleton_GO:0051693	GO:BP	actin filament capping	21026	13706	IBA,IEA,IEA,IEA	FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000389832673327478	356	27	7	0.259259259259259	0.0196629213483146	actin_cytoskeleton_GO:0032535	GO:BP	regulation of cellular component size	21026	7574	IMP,IBA,IEA,IDA IGI IBA,IEA,IEA,IEA	CFL2,FLII,NEFL,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000441505500669212	44	27	4	0.148148148148148	0.0909090909090909	actin_cytoskeleton_GO:0030835	GO:BP	negative regulation of actin filament depolymerization	21026	6883	IBA,IEA,IEA,IEA	FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000494003087168226	5555	27	20	0.740740740740741	0.0036003600360036	actin_cytoskeleton_GO:0051179	GO:BP	localization	21026	13378	IMP HMP,HMP,IMP HMP,HMP,IMP HMP,HMP,HMP,IDA,IDA ISS TAS IEA,IEA,IDA,IMP,IMP ISS IEA,IMP,IMP TAS,ISS TAS NAS IEA,IDA IMP IBA IEA,IMP IGI IBA IEA,IDA,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CORO1B,CORO1C,KCTD10,KRT18,MYH10,MYH9,NEFL,PIP5K1A,PRKCI,SNX33,SPTBN1,SPTBN2,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000638378779613584	383	27	7	0.259259259259259	0.0182767624020888	actin_cytoskeleton_GO:1902903	GO:BP	regulation of supramolecular fiber organization	21026	22295	IMP,IDA IC,IBA,IDA IMP IGI IBA IEA,IEA,IEA,IEA	CFL2,CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000644616782667406	574	27	8	0.296296296296296	0.0139372822299652	actin_cytoskeleton_GO:0051276	GO:BP	chromosome organization	21026	13431	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000662009328743936	121	27	5	0.185185185185185	0.0413223140495868	actin_cytoskeleton_GO:0051261	GO:BP	protein depolymerization	21026	13426	IDA IMP ISS IBA IEA,IBA,IEA,IEA,IEA	CFL2,FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000875671448722895	128	27	5	0.185185185185185	0.0390625	actin_cytoskeleton_GO:0030833	GO:BP	regulation of actin filament polymerization	21026	6881	IBA,IDA IGI IBA,IEA,IEA,IEA	FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.000875671448722895	128	27	5	0.185185185185185	0.0390625	actin_cytoskeleton_GO:0043244	GO:BP	regulation of protein-containing complex disassembly	21026	10486	IMP,IBA,IEA,IEA,IEA	CFL2,FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0011820560538064	56	27	4	0.148148148148148	0.0714285714285714	actin_cytoskeleton_GO:0031529	GO:BP	ruffle organization	21026	7158	IDA,IEA,IMP,IMP	CORO1B,CORO1C,PFN1,PIP5K1A	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00146500458752665	142	27	5	0.185185185185185	0.0352112676056338	actin_cytoskeleton_GO:0031333	GO:BP	negative regulation of protein-containing complex assembly	21026	7085	IBA,IDA,IEA,IEA,IEA	FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00198239700963971	17	27	3	0.111111111111111	0.176470588235294	actin_cytoskeleton_GO:0051014	GO:BP	actin filament severing	21026	13267	IBA IEA,IBA,IMP ISS IEA	CFL2,FLII,MYH9	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00272266027949222	161	27	5	0.185185185185185	0.031055900621118	actin_cytoskeleton_GO:0030041	GO:BP	actin filament polymerization	21026	6629	IBA,IDA IGI IBA,IEA,IEA,IEA	FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00289980384782501	701	27	8	0.296296296296296	0.0114122681883024	actin_cytoskeleton_GO:0051129	GO:BP	negative regulation of cellular component organization	21026	13333	IDA,IMP,IBA,IDA IMP,IDA,IEA,IEA,IEA	CORO1B,CORO1C,FLII,PFN1,SNX33,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00345114657036152	73	27	4	0.148148148148148	0.0547945205479452	actin_cytoskeleton_GO:1901880	GO:BP	negative regulation of protein depolymerization	21026	21539	IBA,IEA,IEA,IEA	FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00378664306054812	500	27	7	0.259259259259259	0.014	actin_cytoskeleton_GO:0090066	GO:BP	regulation of anatomical structure size	21026	17757	IMP,IBA,IEA,IDA IGI IBA,IEA,IEA,IEA	CFL2,FLII,NEFL,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00430154120412236	2029	27	12	0.444444444444444	0.0059142434696895	actin_cytoskeleton_GO:0032879	GO:BP	regulation of localization	21026	7819	IMP HMP,HMP,IMP HMP,HMP,IMP HMP,HMP,HMP,IMP,ISS IEA,IDA,IMP IGI,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,MYH10,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00472351369050055	517	27	7	0.259259259259259	0.0135396518375242	actin_cytoskeleton_GO:0051493	GO:BP	regulation of cytoskeleton organization	21026	13562	IMP,IDA IC,IBA,IDA IMP IGI IBA IEA,IEA,IEA,IEA	CFL2,CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00577583685743061	83	27	4	0.148148148148148	0.0481927710843374	actin_cytoskeleton_GO:0043242	GO:BP	negative regulation of protein-containing complex disassembly	21026	10484	IBA,IEA,IEA,IEA	FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00724931793245421	352	27	6	0.222222222222222	0.0170454545454545	actin_cytoskeleton_GO:0010639	GO:BP	negative regulation of organelle organization	21026	4268	IDA,IBA,IDA IMP,IEA,IEA,IEA	CORO1B,FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00743774538390742	3	27	2	0.0740740740740741	0.666666666666667	actin_cytoskeleton_GO:1904851	GO:BP	positive regulation of establishment of protein localization to telomere	21026	23777	IMP,IMP	CCT6A,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00769008426845861	199	27	5	0.185185185185185	0.0251256281407035	actin_cytoskeleton_GO:0032271	GO:BP	regulation of protein polymerization	21026	7399	IBA,IDA IGI IBA,IEA,IEA,IEA	FLII,PFN1,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.00996529635953935	5920	27	19	0.703703703703704	0.00320945945945946	actin_cytoskeleton_GO:0048522	GO:BP	positive regulation of cellular process	21026	12638	IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP,IDA,IMP,IMP,ISS IEA,IEA,IMP IGI IBA,IMP NAS,IDA IMP ISS TAS IEA,IDA,IMP,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CFL2,CORO1B,CORO1C,MYH10,MYH9,NEFL,PFN1,PIK3R3,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0103860733546401	1122	27	9	0.333333333333333	0.00802139037433155	actin_cytoskeleton_GO:0019953	GO:BP	sexual reproduction	21026	6041	IEA,IEA,IEA,IEA,IEA,IEA,ISS IEA,IEA,IBA	CCT2,CCT3,CCT4,CCT5,CCT7,CCT8,MYH9,TCP1,TUBGCP6	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0104655502663776	212	27	5	0.185185185185185	0.0235849056603774	actin_cytoskeleton_GO:0031032	GO:BP	actomyosin structure organization	21026	6967	IEA,IBA IEA,IMP IBA,IDA,IMP	CFL2,FLII,MYH10,MYH9,PFN1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0143039722593422	2713	27	13	0.481481481481481	0.0047917434574272	actin_cytoskeleton_GO:0009653	GO:BP	anatomical structure morphogenesis	21026	3557	IEA,IDA,IMP,IBA IEA,TAS,IBA IEA,IDA IMP IEA,IEA,IEA,IGI,IEA,IMP IEA,IEA	CFL2,CORO1B,CORO1C,FLII,KRT18,MYH10,MYH9,NEFL,PFN1,PIK3R3,PRKCI,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0246303237242424	6264	27	19	0.703703703703704	0.00303320561941252	actin_cytoskeleton_GO:0048518	GO:BP	positive regulation of biological process	21026	12634	IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP HMP,IMP,IDA,IMP,IMP,ISS IEA,IEA,IMP IGI IBA,IMP NAS,IDA IMP ISS TAS IEA,IDA,IMP,IMP HMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,CFL2,CORO1B,CORO1C,MYH10,MYH9,NEFL,PFN1,PIK3R3,PRKCI,SNX33,SPTBN1,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.026562653572117	257	27	5	0.185185185185185	0.0194552529182879	actin_cytoskeleton_GO:0032984	GO:BP	protein-containing complex disassembly	21026	7907	IDA IMP ISS IBA IEA,IBA,IEA,IEA,IEA	CFL2,FLII,SPTAN1,SPTBN1,SPTBN2	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0371003647244739	6	27	2	0.0740740740740741	0.333333333333333	actin_cytoskeleton_GO:0070203	GO:BP	regulation of establishment of protein localization to telomere	21026	15762	IMP,IMP	CCT6A,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0371003647244739	6	27	2	0.0740740740740741	0.333333333333333	actin_cytoskeleton_GO:1904816	GO:BP	positive regulation of protein localization to chromosome, telomeric region	21026	23745	IMP,IMP	CCT6A,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.0377278471060628	44	27	3	0.111111111111111	0.0681818181818182	actin_cytoskeleton_GO:0097178	GO:BP	ruffle assembly	21026	18288	IEA,IMP,IMP	CORO1C,PFN1,PIP5K1A	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	0.040754021997974	1005	27	8	0.296296296296296	0.00796019900497512	actin_cytoskeleton_GO:0006259	GO:BP	DNA metabolic process	21026	2071	IMP,IMP,IMP,IMP,IMP,IMP,IMP,IMP	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	5.54245004235099e-19	10	21	8	0.380952380952381	0.8	actin_cytoskeleton_REAC:R-HSA-390450	REAC	Folding of actin by CCT/TriC	11004	951	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	1.8920640423105e-14	26	21	8	0.380952380952381	0.307692307692308	actin_cytoskeleton_REAC:R-HSA-389960	REAC	Formation of tubulin folding intermediates by CCT/TriC	11004	988	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	3.75629420374124e-14	28	21	8	0.380952380952381	0.285714285714286	actin_cytoskeleton_REAC:R-HSA-389957	REAC	Prefoldin mediated transfer of substrate  to CCT/TriC	11004	1804	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	1.66915541288271e-13	33	21	8	0.380952380952381	0.242424242424242	actin_cytoskeleton_REAC:R-HSA-389958	REAC	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	11004	413	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	5.8483014224487e-13	38	21	8	0.380952380952381	0.210526315789474	actin_cytoskeleton_REAC:R-HSA-390471	REAC	Association of TriC/CCT with target proteins during biosynthesis	11004	184	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	5.8483014224487e-13	38	21	8	0.380952380952381	0.210526315789474	actin_cytoskeleton_REAC:R-HSA-6814122	REAC	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	11004	412	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	7.03436205652004e-10	23	21	6	0.285714285714286	0.260869565217391	actin_cytoskeleton_REAC:R-HSA-5620922	REAC	BBSome-mediated cargo-targeting to cilium	11004	201	REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT8,TCP1	actin_cytoskeleton	RAF1
actin_cytoskeleton__RAF1	TRUE	9.61051926252055e-10	91	21	8	0.380952380952381	0.0879120879120879	actin_cytoskeleton_REAC:R-HSA-390466	REAC	Chaperonin-mediated protein folding	11004	347	REAC,REAC,REAC,REAC,REAC,REAC,REAC,REAC	CCT2,CCT3,CCT4,CCT5,CCT6A,CCT7,CCT8,TCP1	actin_cytoskeleton	RAF1
