inflammation	arthritis	hypertensive_disease	ischemia	rasopathies	NRASQ61R	Hydrops Fetalis	Hypertrophic Cardiomyopathy	HIV Infections	Vascular anomaly	Epidermal nevus	cholestasis	endometriosis	Gene.names
0	0	0	0	1	1	0	0	0	1	1	0	0	PIK3CA
0	0	0	0	0	0	0	0	0	1	0	0	0	PIK3R1
0	0	0	0	0	1	0	0	0	0	0	0	0	PIK3R2
0	0	1	0	0	0	0	0	0	0	0	0	0	PKD1
0	0	1	0	0	0	0	0	0	0	0	0	0	PKD2
0	0	0	0	0	0	0	1	0	0	0	0	0	PKP2
0	0	0	1	0	0	0	0	1	0	0	0	1	PLA2G2A
0	0	0	1	0	0	0	0	0	0	0	0	0	PLA2G7
1	0	0	0	0	0	0	0	0	0	0	0	0	PLAA
0	0	1	0	0	0	0	0	0	0	0	0	0	PLAT
1	1	0	0	0	0	0	0	0	0	0	0	0	PLAUR
0	0	1	0	0	0	0	0	0	0	0	0	0	PLG
0	1	0	0	0	0	0	0	0	0	0	0	0	PLK2
0	0	0	0	0	0	0	1	0	0	0	0	0	PLN
0	1	0	0	0	0	0	0	0	0	0	0	0	PLOD2
0	0	0	1	0	0	0	0	0	0	0	0	0	PLPP3
0	0	0	0	0	0	0	0	0	0	0	0	1	PLXNC1
0	0	0	0	0	0	0	1	0	0	0	0	0	PMPCA
0	0	1	0	0	0	0	0	0	0	0	0	0	PNMT
0	0	0	1	0	0	0	0	0	0	0	0	0	PNPLA3
0	0	0	0	0	0	0	1	0	0	0	0	0	POLG
0	0	1	1	0	0	0	1	0	0	0	0	0	POMC
0	0	1	1	0	0	0	0	0	0	0	0	0	PON1
0	0	0	1	0	0	0	0	0	0	0	0	0	PON2
1	0	1	1	0	0	0	0	0	0	0	0	0	PPARA
1	0	1	0	0	0	0	0	0	0	0	0	0	PPARG
0	0	0	1	0	0	0	0	0	0	0	0	0	PPAT
0	0	1	0	0	0	0	0	0	0	0	0	0	PPBP
0	0	0	0	0	0	0	0	1	0	0	0	0	PPIA
0	0	0	0	0	0	0	0	1	0	0	0	0	PPIB
0	0	0	1	0	0	0	0	0	0	0	0	0	PPM1B
0	0	0	0	1	0	0	0	0	0	0	0	0	PPP1CB
0	0	0	1	0	0	0	0	0	0	0	0	0	PPP2CA
0	0	0	1	0	0	0	0	0	0	0	0	0	PPP3R1
0	0	0	1	0	0	0	0	0	0	0	0	0	PRDM16
0	0	0	1	0	0	0	0	0	0	0	0	0	PRDX6
0	0	0	0	0	0	0	0	1	0	0	0	0	PRF1
0	0	1	0	0	0	0	1	0	0	0	0	0	PRKAG2
0	0	1	0	0	0	0	0	0	0	0	0	0	PRKCD
0	0	0	1	0	0	0	0	0	0	0	0	0	PRKCE
0	0	0	0	0	0	0	0	0	0	0	0	1	PRL
0	0	1	0	0	0	0	0	0	0	0	0	0	PRLHR
0	0	0	0	0	0	0	0	0	0	0	0	1	PRLR
0	0	1	0	0	0	0	0	0	0	0	0	0	PROC
1	0	0	1	0	0	0	0	0	0	0	0	0	PROCR
0	1	0	0	0	0	0	0	0	0	0	0	0	PROS1
0	0	0	0	0	0	1	0	0	0	0	0	0	PRPF19
0	0	0	0	0	0	0	0	1	0	0	0	0	PRPF8
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMA4
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMA5
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMA6
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMB10
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMB4
0	0	0	1	0	0	0	0	0	0	0	0	0	PSMB5
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMC3
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMC5
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMD13
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMD3
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMD6
0	0	0	0	0	0	0	0	1	0	0	0	0	PSMD8
0	0	0	0	0	0	0	0	1	0	0	0	0	PSME1
0	0	0	0	0	0	0	0	1	0	0	0	0	PSME2
0	0	0	0	0	0	0	0	1	0	0	0	0	PSME3
0	0	0	0	0	0	0	0	1	0	0	0	0	PSME4
0	0	0	1	0	0	0	0	0	0	0	0	0	PSRC1
0	0	0	0	0	0	0	0	1	0	0	0	0	PTCH1
0	0	1	0	0	0	0	0	0	0	0	0	0	PTEN
0	0	0	0	0	0	0	0	0	0	0	0	1	PTGER2
1	0	0	0	0	0	0	0	0	0	0	0	1	PTGER4
1	0	0	0	0	0	0	0	0	0	0	0	0	PTGES
0	0	0	0	0	0	0	0	0	0	0	0	1	PTGFR
0	0	1	0	0	0	0	0	0	0	0	0	0	PTGIS
1	0	1	1	0	0	0	0	0	0	0	0	1	PTGS2
0	0	1	0	0	0	0	0	0	0	0	0	0	PTH
0	0	1	0	0	0	0	0	0	0	0	0	0	PTK2B
1	0	1	1	0	0	0	0	0	0	0	0	0	PTPN1
0	0	0	0	1	0	1	1	0	0	0	0	0	PTPN11
0	1	0	0	0	0	0	0	0	0	0	0	0	PTPN2
0	1	0	1	0	0	0	0	0	0	0	0	1	PTPN22
0	0	0	1	0	0	0	0	0	0	0	0	0	PTPRA
0	0	1	1	0	0	0	0	0	0	0	0	0	PTPRD
0	0	0	1	0	0	0	0	0	0	0	0	0	PYGB
0	1	0	0	0	0	0	0	0	0	0	0	0	R3HDM2
0	0	0	0	0	0	0	0	1	0	0	0	0	RAB11B
0	0	0	1	0	0	0	0	0	0	0	0	0	RAB12
0	0	0	1	0	0	0	0	0	0	0	0	0	RAB1B
0	0	0	0	0	0	0	0	1	0	0	0	0	RAB32
0	0	0	1	0	0	0	0	0	0	0	0	0	RAB5A
0	0	0	1	0	0	0	0	0	0	0	0	0	RAB7A
0	0	0	0	1	0	0	1	0	0	0	0	0	RAF1
0	0	1	1	0	0	0	0	0	0	0	0	0	RALBP1
0	0	1	0	0	0	0	0	0	0	0	0	0	RAMP2
0	0	0	0	0	0	0	0	1	0	0	0	0	RAN
0	0	0	0	0	0	0	0	1	0	0	0	0	RANBP1
0	0	0	0	0	0	0	0	0	0	0	0	1	RARB
0	0	0	0	1	1	0	0	0	1	0	0	0	RASA1
0	0	0	0	1	0	0	0	0	0	0	0	0	RASA2
0	1	0	0	0	0	0	0	0	0	0	0	0	RASGEF1B
0	0	0	0	0	0	0	0	0	0	0	0	1	RASGRP1
0	0	1	0	0	0	0	0	0	0	0	0	0	RASGRP3
0	0	0	0	0	0	0	0	0	0	0	0	1	RASL11A
0	0	0	0	0	0	0	1	0	0	0	0	0	RASSF1
0	0	0	0	0	0	0	1	0	0	0	0	0	RBM20
0	1	0	0	0	0	0	0	0	0	0	0	0	RBM47
0	0	0	1	0	0	0	0	0	0	0	0	0	RBP4
0	0	0	0	0	0	0	0	0	0	0	0	1	RBPJ
0	0	1	0	0	0	0	0	0	0	0	0	0	REG3G
0	0	1	0	0	0	0	0	0	0	0	1	0	RELA
0	0	1	0	0	0	0	0	0	0	0	0	0	REN
0	1	0	0	0	0	0	0	0	0	0	0	0	RERE
0	0	1	0	0	0	0	1	0	0	0	0	0	RETN
0	0	1	0	0	0	0	0	0	0	0	0	0	RGS2
0	0	0	0	0	0	0	0	0	0	0	0	1	RGS4
0	0	1	0	0	0	0	0	0	0	0	0	0	RGS5
0	1	0	0	0	0	0	0	0	0	0	0	0	RHOBTB1
0	0	0	1	0	0	0	0	0	0	0	0	0	RHOC
0	1	0	0	0	0	0	0	0	0	0	0	0	RIPK1
0	0	0	0	1	1	1	0	0	0	0	0	0	RIT1
0	0	0	1	0	0	0	0	0	0	0	0	0	RLN3
0	1	0	0	0	0	0	0	0	0	0	0	0	RNF103
0	0	0	0	0	0	0	1	0	0	0	0	0	RNF123
0	0	1	0	0	0	0	0	0	0	0	0	0	RNLS
0	0	0	0	0	0	1	0	0	0	0	0	0	ROCK2
0	0	0	0	0	0	0	0	0	0	0	0	1	RORB
1	0	0	0	0	0	0	0	0	0	0	0	0	RORC
0	0	0	1	0	0	0	0	0	0	0	0	0	RPL17
0	0	0	0	0	0	0	1	0	0	0	0	0	RPL36A-HNRNPH2
0	0	0	0	1	0	0	0	0	0	0	0	0	RPL6
0	0	1	0	0	0	0	1	0	0	0	0	0	RPS6KB1
0	0	0	0	1	0	0	0	0	0	0	0	0	RRAS
0	0	0	0	1	0	0	0	0	0	0	0	0	RRAS2
0	0	0	1	0	0	0	0	0	0	0	0	0	RSAD2
0	0	0	1	0	0	0	0	0	0	0	0	0	RTN1
0	1	0	0	0	0	0	0	0	0	0	0	0	RUNX2
0	0	0	0	0	0	0	0	0	0	0	0	1	RXFP1
0	0	0	1	0	0	0	0	0	0	0	0	0	RXRG
0	0	0	1	0	0	0	1	0	0	0	0	0	RYR2
0	0	0	1	0	0	0	0	0	0	0	0	0	SARS1
0	1	0	0	0	0	0	0	0	0	0	0	0	SBNO1
1	0	0	0	0	0	0	0	0	0	0	0	0	SCGB1A1
0	0	0	0	0	0	0	0	0	0	0	0	1	SCGB3A1
0	0	0	0	0	0	0	1	0	0	0	0	0	SCN5A
0	0	1	0	0	0	0	0	0	0	0	0	0	SCNN1A
0	0	1	0	0	0	0	0	0	0	0	0	0	SCNN1B
0	0	1	0	0	0	0	0	0	0	0	0	0	SCNN1G
0	0	0	0	0	0	0	1	0	0	0	0	0	SCO2
0	0	0	1	0	0	0	0	0	0	0	0	0	SELE
0	0	0	0	0	0	0	0	0	0	0	0	1	SELENOP
1	0	0	0	0	0	0	0	0	0	0	0	0	SELENOS
0	0	1	1	0	0	0	0	0	0	0	0	0	SELP
0	0	0	0	0	0	0	0	1	0	0	0	0	SERPINA1
0	0	0	0	0	0	1	0	0	0	0	0	0	SERPINA11
0	0	1	1	0	0	0	0	0	0	0	0	0	SERPINE1
0	0	0	0	0	0	0	0	0	0	0	0	1	SERPINF1
0	0	0	0	0	0	0	0	1	0	0	0	0	SF3A3
0	0	0	0	0	0	0	0	1	0	0	0	0	SFPQ
0	0	1	0	0	0	0	0	0	0	0	0	0	SGK1
1	0	0	1	0	0	0	0	0	0	0	0	0	SH2B3
0	1	0	0	0	0	0	0	0	0	0	0	0	SH2D2A
0	1	0	0	0	0	0	0	0	0	0	0	0	SH3BGRL2
0	0	0	0	1	0	1	0	0	0	0	0	0	SHOC2
0	1	0	0	0	0	0	0	0	0	0	0	0	SIK1
0	1	0	0	0	0	0	0	0	0	0	0	0	SIPA1L1
0	0	0	0	0	0	0	0	1	0	0	0	0	SIRT1
0	1	0	0	0	0	0	0	0	0	0	0	0	SKP2
1	1	0	0	0	0	0	0	1	0	0	0	0	SLC11A1
0	0	1	0	0	0	0	0	0	0	0	0	0	SLC12A2
0	0	1	0	0	0	0	0	0	0	0	0	0	SLC12A3
0	0	0	0	0	0	0	0	0	0	0	0	1	SLC16A6
0	0	0	0	0	0	0	0	0	0	0	0	1	SLC1A1
0	0	0	0	0	0	0	0	0	0	0	0	1	SLC20A1
0	1	0	0	0	0	0	0	0	0	0	0	0	SLC22A16
1	0	0	0	0	0	0	0	0	0	0	0	0	SLC22A5
0	0	0	0	0	0	0	1	0	0	0	0	0	SLC25A4
0	1	0	0	0	0	0	0	0	0	0	0	0	SLC26A2
0	0	0	0	1	0	0	0	0	0	0	0	0	SLC26A4
0	1	0	0	0	0	0	0	0	0	0	0	0	SLC2A3
0	0	0	0	0	0	0	1	0	0	0	0	0	SLC30A5
0	0	0	0	0	0	0	0	0	0	0	0	1	SLC40A1
0	0	0	1	0	0	0	0	0	0	0	0	0	SLC5A3
0	0	1	0	0	0	0	0	0	0	0	0	0	SLC6A18
0	0	1	0	0	0	0	0	0	0	0	0	0	SLC6A2
0	0	0	1	0	0	0	0	0	0	0	0	0	SLC6A6
0	0	0	0	0	0	0	0	0	0	0	0	1	SLC7A8
0	0	1	1	0	0	0	0	0	0	0	0	0	SLC8A1
0	0	0	0	0	0	0	1	0	0	0	0	0	SLC9A1
0	1	0	0	0	0	0	0	0	0	0	0	0	SMAD3
0	1	0	0	0	0	0	0	0	0	0	0	0	SMO
0	0	0	0	0	1	0	0	0	0	0	0	0	SMOC1
0	0	0	0	0	0	0	0	0	0	0	0	1	SMPDL3A
0	0	0	0	0	0	0	1	0	0	0	0	0	SMYD1
0	0	0	1	0	0	0	0	0	0	0	0	0	SNAP23
0	0	0	0	1	0	0	0	0	0	0	0	0	SNAPC5
0	0	0	0	0	0	0	0	1	0	0	0	0	SNRPD3
0	0	0	1	0	0	0	0	0	0	0	0	0	SOAT2
0	0	0	1	0	0	0	0	0	0	0	0	0	SOCS3
1	0	1	0	0	0	0	0	0	0	0	0	0	SOD1
0	0	1	1	0	0	0	0	0	0	0	0	0	SOD2
0	0	1	1	0	0	0	0	0	0	0	0	0	SOD3
0	0	0	1	0	0	0	0	0	0	0	0	0	SORT1
0	0	0	0	1	0	0	0	0	0	0	0	0	SOS1
0	0	0	0	1	0	0	0	0	0	0	0	0	SOS2
0	0	0	1	0	0	0	0	0	0	0	0	0	SPARC
0	0	0	0	0	0	0	0	0	0	0	0	1	SPARCL1
0	0	0	0	1	0	0	0	0	0	0	0	0	SPRED1
0	0	0	0	1	0	0	0	0	0	0	0	0	SPRED2
0	0	0	0	0	0	0	0	0	0	0	0	1	SRD5A1
0	0	0	0	0	0	0	0	0	0	0	0	1	SRD5A2
0	0	0	1	0	0	0	0	0	0	0	0	0	SREBF1
0	0	0	0	0	0	0	0	1	0	0	0	0	SRF
0	0	0	0	0	0	0	1	0	0	0	0	0	SRI
0	0	0	0	0	0	0	0	1	0	0	0	0	SRSF1
0	0	0	0	0	0	0	0	1	0	0	0	0	SRSF9
0	0	0	0	0	0	0	0	0	0	0	0	1	SST
0	1	0	0	0	0	0	0	0	0	0	0	0	STAB1
1	1	0	0	0	0	0	0	0	0	0	0	0	STAT3
0	1	0	0	0	0	0	0	0	0	0	0	0	STAT4
0	0	0	1	0	0	0	0	0	0	0	0	0	STAT5A
0	0	0	0	0	0	0	0	0	0	0	0	1	STC2
0	1	1	0	0	0	0	0	0	0	0	0	0	STIM1
0	0	1	0	0	0	0	0	0	0	0	0	0	STK11
0	0	1	0	0	0	0	0	0	0	0	0	0	STK39
1	0	0	0	0	0	0	0	0	0	0	0	0	STS
0	0	0	0	0	0	0	0	0	0	0	0	1	SUCLG2
0	0	0	0	0	0	0	0	0	0	0	0	1	SULF2
0	0	0	1	0	0	0	0	0	0	0	0	0	SULT1A1
1	0	0	0	0	0	0	0	0	0	0	0	0	SULT2B1
0	0	0	0	0	0	1	0	0	0	0	0	0	SUZ12
0	0	0	0	0	0	1	0	0	0	0	0	0	SVOPL
1	0	0	0	0	0	0	0	0	0	0	0	0	TAC1
0	0	1	0	0	0	0	0	0	0	0	0	0	TACR1
0	0	0	0	0	0	0	0	0	0	0	0	1	TACSTD2
0	0	0	0	0	0	0	0	1	0	0	0	0	TAF9
0	0	0	0	0	0	0	0	0	0	0	0	1	TAGLN
0	0	0	1	0	0	0	0	0	0	0	0	0	TAP1
0	0	0	0	0	0	0	1	0	0	0	0	0	TBCA
0	0	0	1	0	0	0	0	0	0	0	0	0	TBX2
1	0	0	0	0	0	0	0	0	0	0	0	0	TBX21
0	0	0	0	0	0	0	1	0	0	0	0	0	TCAP
0	0	0	1	0	0	0	0	0	0	0	0	0	TCF21
0	1	0	1	0	0	0	0	0	0	0	0	0	TCF7L2
0	0	0	0	0	0	0	0	0	1	0	0	0	TEK
0	0	0	1	0	0	0	0	0	0	0	0	0	TERT
1	0	0	0	0	0	0	0	0	0	0	0	0	TES
1	0	0	0	0	0	0	0	0	0	0	0	0	TF
0	1	0	0	0	0	0	0	0	0	0	0	0	TFDP1
0	1	0	0	0	0	0	0	0	0	0	0	0	TFPI
1	0	0	1	0	0	0	0	0	0	0	0	0	TFRC
1	0	0	0	0	0	0	0	0	0	0	0	0	TGFA
1	1	1	0	0	0	0	0	0	0	0	1	0	TGFB1
0	0	0	0	0	0	0	0	0	0	0	0	1	TGFB2
0	0	0	0	0	0	0	1	0	0	0	0	0	TGFB3
0	0	1	0	0	0	0	0	0	0	0	0	0	TGM2
0	0	0	1	0	0	0	0	0	0	0	0	0	TGOLN2
0	0	1	0	0	0	0	0	0	0	0	0	0	TH
0	1	0	0	0	0	0	0	0	0	0	0	0	THBS1
0	0	0	0	0	0	0	0	0	0	0	0	1	THRA
0	0	0	0	0	0	1	0	0	0	0	0	0	THSD1
1	0	1	0	0	0	0	0	0	0	0	1	0	TIMP1
0	0	0	0	0	0	0	0	0	0	0	1	0	TIMP2
0	0	0	1	0	0	0	0	0	0	0	0	0	TLE4
0	0	0	1	0	0	0	0	0	0	0	0	0	TLE5
0	0	0	1	0	0	0	0	0	0	0	0	0	TLL1
1	0	0	0	0	0	0	0	0	0	0	0	0	TLR2
0	0	1	0	0	0	0	0	1	0	0	0	0	TLR3
1	0	1	1	0	0	0	0	0	0	0	1	0	TLR4
0	1	0	0	0	0	0	0	0	0	0	0	0	TLR8
1	0	0	0	0	0	0	0	0	0	0	0	0	TLR9
0	0	0	1	0	0	0	0	0	0	0	0	0	TMED2
0	0	0	0	1	0	0	0	0	0	0	0	0	TMEM256
0	0	0	0	1	0	0	0	0	0	0	0	0	TMEM256-PLSCR3
0	0	0	0	0	0	0	1	0	0	0	0	0	TMEM43
0	0	0	1	0	0	0	1	0	0	0	0	0	TMPO
0	0	0	0	0	0	0	0	0	0	0	0	1	TMT1A
0	1	0	0	0	0	0	0	0	0	0	0	1	TNC
1	1	1	1	0	0	0	0	0	0	0	1	1	TNF
1	0	0	0	0	0	0	0	0	0	0	0	0	TNFAIP3
0	1	0	0	0	0	0	0	0	0	0	0	0	TNFAIP6
0	1	0	0	0	0	0	0	0	0	0	0	0	TNFAIP8
0	1	0	0	0	0	0	0	0	0	0	0	0	TNFRSF10C
1	0	0	0	0	0	0	0	0	0	0	0	0	TNFRSF11B
0	0	0	0	0	0	0	0	0	0	0	0	1	TNFRSF1B
0	0	0	0	0	0	0	0	1	0	0	0	0	TNFRSF8
1	0	0	0	0	0	0	0	0	0	0	0	0	TNFSF15
0	1	0	0	0	0	0	0	0	0	0	0	0	TNIK
0	0	0	0	0	0	0	1	0	0	0	0	0	TNNC1
0	0	0	0	0	0	0	1	0	0	0	0	0	TNNC2
0	0	0	0	0	0	0	1	0	0	0	0	0	TNNI3
0	0	0	1	1	0	0	1	0	0	0	0	0	TNNT2
0	0	0	0	0	0	0	0	0	0	0	0	1	TOB1
0	0	1	1	0	0	0	1	0	0	0	0	0	TP53
1	0	0	0	0	0	0	0	0	0	0	0	0	TP73
0	0	1	0	0	0	0	1	0	0	0	0	0	TPM1
0	0	0	1	0	0	0	0	0	0	0	0	0	TRAF6
0	1	0	0	0	0	0	0	0	0	0	0	0	TREML1
1	0	0	0	0	0	0	0	0	0	0	0	0	TREX1
0	0	1	0	0	0	0	0	0	0	0	0	1	TRH
0	0	1	0	0	0	0	0	0	0	0	0	0	TRHR
0	0	0	1	0	0	0	0	0	0	0	0	0	TRIB1
0	0	0	0	0	0	0	0	1	0	0	0	0	TRIM5
0	0	0	0	0	0	0	1	0	0	0	0	0	TRIM63
1	0	0	0	0	0	0	0	0	0	0	0	0	TRPA1
1	0	0	0	0	0	0	0	0	0	0	0	0	TRPC1
0	0	1	0	0	0	0	0	0	0	0	0	0	TRPC3
0	0	1	0	0	0	0	0	0	0	0	0	0	TRPC5
0	0	0	0	0	0	0	1	0	0	0	0	0	TRPM4
1	0	0	0	0	0	0	0	0	0	0	0	0	TRPV1
1	0	0	0	0	0	0	0	0	0	0	0	0	TSC2
1	0	0	0	0	0	0	0	0	0	0	0	0	TSLP
0	1	0	0	0	0	0	0	0	0	0	0	0	TTLL5
0	0	0	0	0	0	0	1	0	0	0	0	0	TTN
0	0	0	1	0	0	0	0	0	0	0	0	0	TUBA1A
0	1	0	0	0	0	0	0	0	0	0	0	0	TUBB2A
0	0	0	1	0	0	0	0	0	0	0	0	0	TWIST1
0	0	0	0	0	0	0	0	0	0	0	0	1	TXNIP
0	0	0	1	0	0	0	0	0	0	0	0	0	TXNRD1
0	0	0	0	0	0	0	0	1	0	0	0	0	U2AF1
0	1	0	0	0	0	0	0	0	0	0	0	0	UBE2E1
0	1	0	0	0	0	0	0	0	0	0	0	0	UBE3C
0	0	0	0	0	0	1	0	0	0	0	0	0	UBN1
1	0	1	0	0	0	0	0	0	0	0	0	0	UCN
0	0	1	0	0	0	0	0	0	0	0	0	0	UCN2
1	0	0	0	0	0	0	0	0	0	0	0	0	UCN3
0	0	1	0	0	0	0	0	0	0	0	0	0	UCP1
0	0	1	0	0	0	0	0	0	0	0	0	0	UCP2
0	0	0	1	0	0	0	0	0	0	0	0	0	UGCG
0	0	1	0	0	0	0	0	0	0	0	0	0	UMOD
0	0	0	0	0	0	0	1	0	0	0	0	0	UQCRC1
0	0	0	1	0	0	0	0	0	0	0	0	0	UQCRFS1
0	0	0	0	0	0	0	0	0	0	0	0	1	UST
0	0	1	0	0	0	0	0	0	0	0	0	0	UTS2
0	0	0	1	0	0	0	0	0	0	0	0	0	VAMP5
0	0	0	1	0	0	0	0	0	0	0	0	0	VAMP8
0	0	1	0	0	0	0	0	0	0	0	0	0	VAV3
0	0	1	1	0	0	0	0	0	0	0	0	0	VCAM1
0	0	0	0	0	0	0	0	0	0	0	0	1	VCAN
0	0	0	0	0	0	0	1	0	0	0	0	0	VCL
0	0	1	1	0	0	0	0	1	0	0	0	0	VDR
1	0	1	1	0	0	0	0	0	0	0	0	0	VEGFA
0	0	1	0	0	0	0	0	0	0	0	0	0	VHL
0	0	0	0	0	0	1	0	0	0	0	0	0	VPS13D
0	0	1	0	0	0	0	0	0	0	0	0	0	VWF
0	1	0	0	0	0	0	0	0	0	0	0	0	WASF3
1	0	0	0	0	0	0	0	0	0	0	0	0	WDR1
0	0	0	1	0	0	0	0	0	0	0	0	0	WDR12
0	0	1	0	0	0	0	0	0	0	0	0	0	WNK1
0	0	1	0	0	0	0	0	0	0	0	0	0	WNK4
0	0	0	1	0	0	0	0	0	0	0	0	0	WRN
0	1	0	0	0	0	0	0	0	0	0	0	0	WWOX
0	1	0	0	0	0	0	0	0	0	0	0	0	WWP2
0	0	1	0	0	0	0	0	0	0	0	0	0	XDH
0	0	1	1	0	0	0	0	0	0	0	0	0	XRCC1
0	0	1	1	0	0	0	0	0	0	0	0	0	XRCC3
0	0	0	0	0	0	0	0	0	1	0	0	0	YES1
0	0	0	0	0	0	0	0	1	0	0	0	0	YY1
0	0	0	1	0	0	0	0	0	0	0	0	0	ZC3HC1
0	0	0	1	0	0	0	0	0	0	0	0	0	ZEB1
0	1	0	0	0	0	0	0	0	0	0	0	0	ZFAND3
0	1	0	0	0	0	0	0	0	0	0	0	0	ZFC3H1
1	0	0	1	0	0	0	0	0	0	0	0	0	ZFP36
