inflammation	arthritis	hypertensive_disease	ischemia	rasopathies	NRASQ61R	Hydrops Fetalis	Hypertrophic Cardiomyopathy	HIV Infections	Vascular anomaly	Epidermal nevus	cholestasis	endometriosis	Gene.names
0	0	0	0	0	0	0	0	0	0	0	0	1	FMO2
0	0	1	0	0	0	0	0	0	0	0	0	0	FMO3
0	0	1	0	0	0	0	0	0	0	0	0	0	FN1
1	0	1	0	0	0	0	0	0	0	0	0	0	FNDC5
0	1	1	0	0	0	0	0	0	0	0	1	1	FOS
0	1	0	0	0	0	0	0	0	0	0	0	0	FOSB
0	1	0	0	0	0	0	0	0	0	0	0	0	FOSL2
0	0	0	0	0	0	1	0	0	0	0	0	0	FOXC2
0	0	0	0	1	0	0	0	0	0	0	0	0	FOXH1
0	1	0	0	0	0	0	0	0	0	0	0	0	FOXP1
0	1	0	0	0	0	0	0	0	0	0	0	0	FRZB
0	0	1	1	0	0	0	0	0	0	0	0	0	FTO
0	0	0	1	0	0	0	0	0	0	0	0	0	FURIN
0	0	0	0	0	0	0	1	0	0	0	0	0	FXN
0	0	1	0	0	0	0	0	0	0	0	0	0	FXYD2
0	0	0	0	0	0	1	0	0	0	0	0	0	FZD6
0	0	0	0	0	0	0	1	0	0	0	0	0	GAA
0	0	1	0	0	0	0	0	0	0	0	0	0	GAD1
0	1	0	0	0	0	0	0	1	0	0	0	0	GADD45A
1	0	0	0	0	0	0	0	0	0	0	0	0	GALNS
0	0	0	0	0	0	1	0	0	0	0	0	0	GALNT14
1	0	0	0	0	0	0	0	0	0	0	0	0	GATA3
0	0	1	0	0	0	0	0	0	0	0	0	0	GATA5
0	0	0	1	0	0	0	0	0	0	0	0	0	GATM
0	0	1	0	0	0	0	0	0	0	0	0	0	GBA1
0	0	0	1	0	0	0	0	0	0	0	0	0	GBP2
0	0	0	0	0	0	0	0	1	0	0	0	0	GC
0	0	1	0	0	0	0	0	0	0	0	0	0	GCG
0	0	1	1	0	0	0	0	0	0	0	0	0	GCH1
0	0	1	1	0	0	0	0	0	0	0	0	0	GCK
0	0	1	1	0	0	0	0	0	0	0	0	0	GCLC
0	0	0	1	0	0	0	0	0	0	0	0	0	GDF15
0	1	0	0	0	0	0	0	0	0	0	0	0	GDF5
0	0	0	1	0	0	0	0	0	0	0	0	0	GFOD1
0	0	0	1	0	0	0	0	0	0	0	0	0	GGCX
0	0	0	1	0	0	0	0	0	0	0	0	0	GHR
0	0	1	0	0	0	0	0	0	0	0	0	0	GJA1
0	0	1	1	0	0	0	0	0	0	0	0	0	GJA4
0	0	1	0	0	0	0	1	0	0	0	0	0	GJA5
0	0	0	0	1	0	0	0	0	0	0	0	0	GJB2
0	0	1	0	0	0	0	0	0	0	0	0	0	GJC1
0	0	0	1	0	0	0	0	0	0	0	0	0	GK
0	0	0	0	0	0	0	1	0	0	0	0	0	GLA
0	0	1	0	0	0	0	0	0	0	0	0	0	GLCE
0	0	1	0	0	0	0	0	0	0	0	0	0	GLP1R
0	1	0	0	0	0	0	0	0	0	0	0	0	GMPR
0	0	0	0	0	0	0	0	0	1	0	0	0	GNA11
0	0	0	1	0	0	0	0	0	0	0	0	0	GNA12
0	0	0	0	0	1	0	0	0	0	0	0	0	GNAQ
0	0	1	0	0	0	0	0	0	0	0	0	0	GNAS
0	0	1	1	0	0	0	0	0	0	0	0	0	GNB3
0	1	0	0	0	0	0	0	0	0	0	0	0	GNG11
0	0	1	0	0	0	0	0	0	0	0	0	0	GNRH1
0	0	1	0	0	0	0	0	0	0	0	0	0	GP1BA
0	1	0	0	0	0	0	0	0	0	0	0	0	GP1BB
0	0	0	0	0	0	0	1	0	0	0	0	0	GPR149
0	0	1	1	0	0	0	0	0	0	0	0	0	GPX1
0	0	1	0	0	0	0	0	0	0	0	0	1	GPX3
0	0	0	0	0	0	0	0	0	0	0	0	1	GREB1
0	0	1	0	0	0	0	0	0	0	0	0	0	GRK2
0	0	0	0	0	0	0	0	1	0	0	0	0	GRPEL1
0	0	1	0	0	0	0	0	0	0	0	0	0	GSK3B
0	0	0	1	0	0	0	0	0	0	0	0	0	GSTA1
0	0	1	0	0	0	0	0	0	0	0	0	0	GSTA5
0	0	0	1	0	0	0	0	0	0	0	0	0	GSTM1
0	0	0	1	0	0	0	0	0	0	0	0	0	GSTM2
0	0	1	1	0	0	0	0	0	0	0	0	0	GSTP1
0	1	1	1	0	0	0	0	0	0	0	0	0	GSTT1
0	0	1	0	0	0	0	0	0	0	0	0	0	GSTT2
0	0	0	0	0	0	0	0	1	0	0	0	0	GTF3A
0	0	0	0	0	0	0	1	0	0	0	0	0	GTPBP3
0	0	1	1	0	0	0	0	0	0	0	0	0	GUCY1A1
0	0	0	0	0	0	1	0	0	0	0	0	0	GUSB
0	0	0	1	0	0	0	0	0	0	0	0	0	GYG1
0	1	0	0	0	0	0	0	0	0	0	0	0	H2AC8
0	1	0	0	0	0	0	0	0	0	0	0	0	H2BC8
0	0	0	1	0	0	0	0	0	0	0	0	0	HADHA
0	0	0	0	0	0	1	0	0	0	0	0	0	HBA2
0	1	0	0	0	0	0	0	0	0	0	0	1	HBEGF
0	0	0	0	0	0	0	1	0	0	0	0	0	HCN4
0	0	0	0	0	0	0	0	0	0	0	0	1	HDAC1
0	0	0	0	0	0	0	0	0	0	0	0	1	HDAC2
0	1	0	0	0	0	0	0	0	0	0	0	0	HDAC9
0	0	0	0	0	0	0	0	1	0	0	0	0	HDGF
0	0	0	1	0	0	0	0	0	0	0	0	0	HECTD4
0	1	0	0	0	0	0	0	0	0	0	0	0	HERPUD2
0	0	0	0	0	0	0	1	0	0	0	0	0	HEY2
0	1	0	0	0	0	0	0	0	0	0	0	0	HFE
0	0	1	1	0	0	0	0	0	0	0	0	0	HGF
0	0	0	1	0	0	0	0	0	0	0	0	0	HHIPL1
0	0	1	0	0	0	0	0	0	0	0	0	0	HIF1A
0	0	0	1	0	0	0	0	0	0	0	0	0	HIVEP2
0	0	0	1	0	0	0	0	0	0	0	0	0	HK1
0	0	0	1	0	0	0	0	0	0	0	0	0	HK2
0	0	0	0	0	0	0	0	1	0	0	0	0	HLA-B
0	0	0	0	0	0	0	0	1	0	0	0	0	HLA-C
0	0	0	0	0	0	0	0	0	0	0	0	1	HLA-DPB1
0	1	1	0	0	0	0	0	1	0	0	0	0	HLA-DQA1
0	1	0	0	0	0	0	0	1	0	0	0	0	HLA-DQB1
0	1	0	0	0	0	0	0	1	0	0	0	1	HLA-DRB1
0	0	0	1	0	0	0	0	0	0	0	0	0	HLA-E
1	0	1	1	0	0	0	0	0	0	0	1	0	HMGB1
0	0	0	1	0	0	0	0	0	0	0	0	0	HMGCR
0	0	0	1	0	0	0	0	0	0	0	0	0	HMGCS2
1	0	1	1	0	0	0	0	0	0	0	0	0	HMOX1
0	0	0	1	0	0	0	0	0	0	0	0	0	HNF1A
0	0	1	0	0	0	0	0	1	0	0	0	0	HP
0	0	0	0	1	0	1	0	0	1	1	0	0	HRAS
0	0	1	0	0	0	0	0	0	0	0	0	0	HRH2
0	0	1	0	0	0	0	0	0	0	0	0	0	HRH3
0	0	0	0	0	0	0	0	0	0	0	0	1	HS3ST3B1
0	0	1	0	0	0	0	0	0	0	0	0	0	HSD11B1
0	0	1	0	0	0	0	0	0	0	0	0	0	HSD11B2
0	0	0	0	0	0	0	0	0	0	0	0	1	HSD17B1
0	0	0	0	0	0	0	0	0	0	0	0	1	HSD17B2
0	0	1	0	0	0	0	0	0	0	0	0	0	HSD3B1
0	0	0	0	0	0	0	0	1	0	0	0	0	HSP90AA1
0	0	0	0	0	0	0	0	1	0	0	0	0	HSP90AB1
0	0	0	1	0	0	0	0	0	0	0	0	0	HSPA1A
0	0	0	1	0	0	0	0	0	0	0	0	0	HSPA2
0	1	0	0	0	0	0	0	0	0	0	0	0	HSPA6
0	0	0	1	0	0	0	0	1	0	0	0	0	HSPA9
0	0	0	0	0	0	0	1	1	0	0	0	0	HSPB1
0	0	0	1	0	0	0	1	1	0	0	0	0	HSPD1
0	0	0	0	0	0	0	0	1	0	0	0	0	HSPH1
0	0	1	0	0	0	0	0	0	0	0	0	0	HTR2A
0	0	1	0	0	0	0	0	0	0	0	0	0	HTR2B
0	0	1	0	0	0	0	0	0	0	0	0	0	HTRA1
0	0	0	1	0	0	0	0	0	0	0	0	0	ICA1L
1	0	1	1	0	0	0	0	0	0	0	0	0	ICAM1
0	0	0	1	0	0	0	0	0	0	0	0	0	ID1
0	0	0	1	0	0	0	0	0	0	0	0	0	ID3
0	0	0	0	0	0	0	1	0	1	0	0	0	IDH2
1	0	0	0	0	0	0	0	0	0	0	0	1	IDO1
0	0	1	0	0	0	0	0	0	0	0	0	0	IER3
1	1	0	0	0	0	0	0	1	0	0	0	0	IFNG
0	0	0	1	0	0	0	0	0	0	0	0	1	IFNGR1
1	0	0	0	0	0	0	0	0	0	0	0	0	IFNL3
0	0	1	1	0	0	0	0	0	0	0	0	1	IGF1
0	1	0	0	0	0	0	0	0	0	0	0	0	IGF1R
0	0	0	0	0	0	0	0	0	0	0	0	1	IGFBP1
0	0	0	1	0	0	0	0	0	0	0	0	0	IGFBP3
0	0	0	0	0	0	0	0	0	0	0	0	1	IGFBP6
0	0	0	0	0	0	0	0	0	0	0	0	1	IHH
1	0	1	0	0	0	0	0	0	0	0	0	0	IKBKB
1	1	0	1	0	0	0	0	1	0	0	0	1	IL10
0	1	0	0	0	0	0	0	0	0	0	0	0	IL10RA
0	1	0	0	0	0	0	0	0	0	0	0	0	IL10RB
0	1	0	0	0	0	0	0	0	0	0	0	0	IL11
1	0	0	0	0	0	0	0	0	0	0	0	0	IL13
0	0	0	0	0	0	0	0	0	0	0	0	1	IL15
1	0	0	0	0	0	0	0	0	0	0	0	0	IL17A
1	0	0	0	0	0	0	0	0	0	0	0	0	IL17RA
0	1	0	0	0	0	0	0	0	0	0	0	0	IL19
1	1	0	1	0	0	0	0	0	0	0	0	0	IL1A
1	0	1	1	0	0	0	0	0	0	0	1	1	IL1B
0	0	0	0	0	0	0	0	0	0	0	0	1	IL1R1
0	0	0	1	0	0	0	0	0	0	0	0	0	IL1RL1
1	1	1	0	0	0	0	0	0	0	0	0	0	IL1RN
0	0	0	0	0	0	0	0	1	0	0	0	0	IL2
0	0	0	0	0	0	0	0	1	0	0	0	0	IL21R
0	1	0	0	0	0	0	0	1	0	0	0	0	IL2RA
1	0	0	0	0	0	0	0	0	0	0	0	0	IL4I1
1	1	1	1	0	0	0	0	0	0	0	1	0	IL6
0	0	0	1	0	0	0	0	0	0	0	0	0	IL6ST
0	0	0	0	0	0	0	0	0	0	0	0	1	IL7R
0	0	0	0	0	0	0	0	1	0	0	0	0	ILF2
0	0	0	0	0	0	0	0	0	0	0	0	1	IMPA2
0	0	1	0	0	0	0	0	0	0	0	0	0	INF2
0	0	1	0	0	0	0	0	0	0	0	0	0	INPPL1
0	0	1	0	0	0	0	1	0	0	0	0	0	INS
0	0	1	0	0	0	0	0	0	0	0	0	0	INVS
0	0	0	0	0	0	0	0	1	0	0	0	0	IPO7
0	0	0	1	0	0	0	0	0	0	0	0	0	IRAK1
0	0	0	1	0	0	0	0	0	0	0	0	0	IRF1
1	0	0	0	0	0	0	0	0	0	0	0	0	IRF7
0	0	0	1	0	0	0	0	0	0	0	0	0	IRS1
0	0	0	0	0	0	0	0	0	0	0	0	1	ITGA2
0	1	0	0	0	0	0	0	0	0	0	0	0	ITGA2B
0	0	1	0	0	0	0	0	0	0	0	0	0	ITGA9
0	0	0	0	0	0	0	0	0	0	0	0	1	ITGB1
0	0	0	0	0	0	0	0	0	0	0	0	1	ITGB3BP
0	1	0	0	0	0	0	0	0	0	0	0	0	ITGB5
0	0	0	0	0	0	0	0	0	0	0	0	1	ITGB8
0	1	0	0	0	0	0	0	0	0	0	0	0	ITIH1
0	0	1	0	0	0	0	0	0	0	0	0	0	ITM2B
1	0	0	1	0	0	0	0	0	0	0	0	0	JAK2
0	0	0	1	0	0	0	0	0	0	0	0	0	JCAD
0	0	0	0	0	0	0	1	0	0	0	0	0	JPH2
0	1	1	0	0	0	0	0	0	0	0	1	0	JUN
0	0	0	1	0	0	0	0	0	0	0	0	0	JUNB
0	0	0	0	0	0	0	1	0	0	0	0	0	JUP
0	0	0	1	0	0	0	0	0	0	0	0	0	KALRN
0	1	0	0	1	0	0	0	0	0	0	0	0	KAT6B
0	0	0	0	0	0	0	1	0	0	0	0	0	KAT8
0	0	0	0	0	0	0	1	0	0	0	0	0	KCNE1
0	0	0	1	0	0	0	0	0	0	0	0	0	KCNE2
0	0	0	0	0	0	0	1	0	0	0	0	0	KCNH2
0	0	1	0	0	0	0	0	0	0	0	0	0	KCNJ1
0	1	0	0	0	0	0	0	0	0	0	0	0	KCNJ15
0	0	0	0	0	0	0	1	0	0	0	0	0	KCNJ2
0	0	0	0	0	0	0	1	0	0	0	0	0	KCNJ5
0	0	0	1	0	0	0	0	0	0	0	0	0	KCNJ8
0	0	1	0	0	0	0	0	0	0	0	0	0	KCNMB1
0	0	0	0	0	0	0	1	0	0	0	0	0	KCNQ1
0	0	1	1	0	0	0	0	0	0	0	0	0	KDR
0	0	0	0	0	0	0	0	0	0	0	1	0	KEAP1
0	0	0	0	0	0	1	0	0	0	0	0	0	KIF19
0	0	0	0	1	0	0	0	0	0	0	0	0	KIF24
0	0	0	0	0	0	0	1	0	0	0	0	0	KIF5B
0	0	1	1	0	0	0	0	0	0	0	0	0	KIF6
0	0	0	0	1	0	0	0	0	0	0	0	0	KIFC2
0	0	0	0	0	0	0	0	1	0	0	0	0	KIR3DL1
0	0	0	0	0	0	0	0	1	0	0	0	0	KIR3DS1
0	0	0	1	0	0	0	0	0	0	0	0	0	KITLG
0	0	0	1	0	0	0	0	0	0	0	0	0	KL
0	0	0	0	0	0	0	1	0	0	0	0	0	KLF10
0	0	0	0	0	0	0	0	0	0	0	0	1	KLF13
0	1	0	1	0	0	0	0	0	0	0	0	0	KLF4
0	0	0	0	0	0	0	0	0	0	0	0	1	KLF9
0	0	0	0	0	0	0	1	0	0	0	0	0	KLHL24
0	0	1	0	0	0	0	0	0	0	0	0	0	KLK1
0	0	1	0	0	0	0	0	0	0	0	0	0	KNG1
0	0	0	0	0	0	0	0	1	0	0	0	0	KPNB1
0	1	0	0	1	0	1	0	0	1	1	0	1	KRAS
0	0	0	0	0	1	0	0	0	0	0	0	0	KRIT1
0	0	1	0	0	0	0	0	0	0	0	0	0	KSR2
1	0	0	0	0	0	0	0	0	0	0	0	0	KYNU
0	1	0	0	0	0	0	0	0	0	0	0	0	LACC1
0	0	0	0	0	0	0	1	0	0	0	0	0	LAMA2
0	0	0	0	0	0	0	0	0	0	0	0	1	LAMB1
0	0	0	0	0	0	0	1	0	0	0	0	0	LAMP2
1	0	0	0	0	0	0	0	0	0	0	0	0	LCN2
0	0	0	0	0	0	0	1	0	0	0	0	0	LDB3
0	0	0	1	0	0	0	0	0	0	0	0	0	LDLR
1	0	1	0	0	0	0	0	0	0	0	0	0	LEP
0	0	1	1	0	0	0	0	0	0	0	0	0	LEPR
0	0	1	0	0	0	0	0	0	0	0	0	0	LHB
0	1	0	0	0	0	0	0	0	0	0	0	0	LILRA5
0	0	0	1	0	0	0	0	0	0	0	0	0	LIPA
0	0	0	1	0	0	0	0	0	0	0	0	0	LIPC
0	0	1	0	0	0	0	0	0	0	0	0	0	LIPE
0	0	0	1	0	0	0	0	0	0	0	0	0	LIPG
0	0	0	0	0	0	0	1	0	0	0	0	0	LMNA
0	0	0	1	0	0	0	0	0	0	0	0	1	LMOD1
0	1	0	0	0	0	0	0	0	0	0	0	0	LMX1B
0	0	1	0	0	0	0	0	0	0	0	0	0	LOX
0	0	1	1	0	0	0	0	0	0	0	0	0	LPL
0	1	0	0	0	0	0	0	0	0	0	0	0	LPP
0	0	0	1	0	0	0	0	0	0	0	0	0	LRP8
0	0	0	0	1	0	1	0	0	1	1	0	0	LRRC56
0	0	0	1	0	0	0	0	0	0	0	0	0	LTA
1	0	0	0	0	0	0	0	0	0	0	0	0	LTB4R
0	1	0	0	0	0	0	0	0	0	0	0	0	LTBP1
0	1	0	0	0	0	0	0	0	0	0	0	0	LTBP3
1	0	1	0	0	0	0	0	0	0	0	0	1	LTF
0	0	0	1	0	0	0	0	0	0	0	0	0	LUM
0	0	0	0	0	0	0	0	1	0	0	0	0	LYN
0	0	0	0	1	0	1	1	0	0	0	0	0	LZTR1
0	1	0	0	0	0	0	0	0	0	0	0	0	MAD1L1
0	1	0	0	0	0	0	0	0	0	0	0	0	MAFF
0	1	0	0	0	0	0	0	0	0	0	0	0	MAML2
0	0	0	0	0	0	0	0	0	0	0	0	1	MAOA
0	0	0	0	0	0	0	0	0	0	0	0	1	MAOB
0	1	0	0	0	0	0	0	0	0	0	0	0	MAP2
0	0	0	0	1	0	0	0	0	1	0	0	0	MAP2K1
0	0	0	0	1	0	0	0	0	0	0	0	0	MAP2K2
0	0	0	0	0	0	0	0	0	0	0	1	0	MAP3K7
0	0	0	1	0	0	0	0	0	0	0	0	0	MAP3K8
0	1	0	0	1	0	0	0	0	0	0	1	0	MAPK1
0	0	0	1	0	0	0	0	0	0	0	1	0	MAPK14
0	0	0	0	0	0	0	0	0	0	0	1	0	MAPK3
0	0	0	0	0	0	0	0	0	0	0	1	0	MAPK8
0	0	0	0	0	0	0	0	0	0	0	1	0	MAPK9
0	0	0	1	0	0	0	0	0	0	0	0	0	MAPRE1
0	1	0	0	0	0	0	0	0	0	0	0	0	MAPT
0	0	0	0	0	0	0	1	0	0	0	0	0	MASP1
1	0	0	0	0	0	0	0	0	0	0	0	0	MASP2
0	0	0	1	0	0	0	0	0	0	0	0	0	MAT2A
0	0	0	0	0	0	0	0	1	0	0	0	0	MAZ
0	0	0	0	0	0	0	0	1	0	0	0	0	MBL2
1	0	0	0	0	0	0	0	0	0	0	0	0	MBP
0	0	1	0	0	0	0	0	0	0	0	0	0	MC2R
0	0	1	0	0	0	0	0	0	0	0	0	0	MDH1
0	0	0	0	0	0	0	0	1	0	0	0	0	MDM2
0	0	0	0	0	0	0	0	0	0	0	0	1	MED1
0	0	0	0	0	0	0	0	0	0	0	0	1	MED14
0	0	0	0	0	0	0	0	0	0	0	0	1	MED16
0	0	0	0	0	0	0	0	0	0	0	0	1	MED17
0	0	0	0	0	0	0	0	0	0	0	0	1	MED4
0	0	1	0	0	0	0	0	0	0	0	0	0	MEN1
0	0	0	1	0	0	0	0	0	0	0	0	0	MEOX2
0	1	0	0	0	0	0	0	0	0	0	0	0	MEX3C
0	0	0	1	0	0	0	0	0	0	0	0	0	MIA3
1	0	0	0	0	0	0	0	0	0	0	0	0	MIF
0	0	0	0	0	0	0	0	1	0	0	0	0	MKI67
0	0	0	0	1	0	0	0	0	0	0	0	0	MKRN2
0	0	0	1	0	0	0	0	0	0	0	0	0	MLXIPL
0	0	1	1	0	0	0	1	0	0	0	0	0	MMP1
0	0	0	1	0	0	0	0	0	0	0	0	0	MMP12
1	0	1	0	0	0	0	0	0	0	0	1	0	MMP2
0	0	0	1	0	0	0	0	0	0	0	0	0	MMP3
1	0	1	1	0	0	0	0	0	0	0	1	0	MMP9
0	0	0	0	0	0	1	0	0	0	0	0	0	MOCS3
0	0	1	0	0	0	0	0	0	0	0	0	0	MOV10
1	0	0	0	0	0	0	0	0	0	0	1	0	MPO
0	0	0	1	1	0	0	0	0	0	0	0	0	MRAS
0	0	0	1	0	0	0	0	0	0	0	0	0	MRPS6
0	1	0	0	0	0	0	0	0	0	0	0	0	MS4A4A
0	1	0	1	0	0	0	0	0	0	0	0	0	MSN
0	0	0	0	0	0	0	0	0	0	0	0	1	MTA1
0	0	0	0	0	0	0	0	0	0	0	0	1	MTA2
0	0	0	1	0	0	0	0	0	0	0	0	0	MTHFR
0	0	1	0	0	0	0	0	0	0	0	0	0	MTOR
0	0	1	0	0	0	0	0	0	0	0	0	0	MTR
0	1	0	0	0	0	0	0	0	0	0	0	0	MTSS1
0	0	1	0	0	0	0	0	0	0	0	0	0	MTTP
0	0	1	0	0	0	0	0	0	0	0	0	0	MTX2
1	0	0	0	0	0	0	0	0	0	0	0	0	MVK
0	0	0	1	0	0	0	0	0	0	0	0	0	MX1
0	0	0	0	0	0	0	1	0	0	0	0	0	MYBPC3
0	0	0	0	0	0	1	1	0	0	0	0	0	MYBPHL
0	0	0	0	0	0	0	1	0	0	0	0	0	MYC
1	0	1	0	0	0	0	0	0	0	0	1	0	MYD88
0	0	0	0	0	0	0	1	0	0	0	0	0	MYH6
0	0	1	0	0	0	0	1	0	0	0	0	0	MYH7
0	0	0	0	0	0	0	1	0	0	0	0	0	MYH7B
0	0	1	0	0	0	0	0	0	0	0	0	0	MYH9
0	0	0	0	0	0	0	1	0	0	0	0	0	MYL2
0	0	0	0	0	0	0	1	0	0	0	0	0	MYL3
0	0	0	0	0	0	0	1	0	0	0	0	0	MYL4
0	0	0	0	0	0	0	1	0	0	0	0	0	MYL7
0	0	0	0	0	0	0	0	0	0	0	0	1	MYLIP
0	0	0	1	0	0	0	0	0	0	0	0	0	MYLK
0	0	0	0	0	0	0	1	0	0	0	0	0	MYLK2
0	0	0	0	0	0	1	1	0	0	0	0	0	MYOM1
0	0	0	0	0	0	0	1	0	0	0	0	0	MYOZ2
0	0	0	0	0	0	0	1	0	0	0	0	0	MYPN
0	0	0	0	0	0	1	0	0	0	0	0	0	MYRF
0	1	0	0	0	0	0	0	0	0	0	0	0	MYZAP
0	0	0	1	0	0	0	0	0	0	0	0	0	NAT2
0	0	0	1	0	0	0	0	0	0	0	0	0	NBEAL1
0	0	1	0	0	0	0	0	0	0	0	0	0	NCF1
0	0	0	1	0	0	0	0	0	0	0	0	0	NCL
0	0	0	0	0	0	0	0	0	0	0	0	1	NCOA1
0	0	0	0	0	0	0	0	0	0	0	0	1	NCOA6
0	0	0	0	0	0	0	0	0	0	0	0	1	NCOR1
0	1	0	0	0	0	0	0	0	0	0	0	0	NDEL1
0	0	0	0	0	0	0	0	0	0	0	0	1	NDNF
0	0	0	0	0	0	0	1	0	0	0	0	0	NDUFA13
0	0	0	0	0	0	0	1	0	0	0	0	0	NDUFS1
0	0	0	0	0	0	0	1	0	0	0	0	0	NDUFS2
0	0	0	0	0	0	1	0	0	0	0	0	0	NEB
0	0	0	0	0	0	0	1	0	0	0	0	0	NEBL
0	0	0	1	0	0	0	0	0	0	0	0	0	NEDD4
0	0	1	0	0	0	0	0	0	0	0	0	1	NEDD4L
0	0	0	0	0	0	0	0	1	0	0	0	1	NEFM
0	0	0	0	1	0	0	0	0	0	0	0	0	NEK1
0	0	0	0	0	0	1	0	0	0	0	0	0	NEU1
0	0	0	0	0	0	0	1	0	0	0	0	0	NEXN
0	0	0	0	1	0	0	0	0	0	0	0	0	NF1
0	0	1	0	0	0	0	0	0	0	0	1	0	NFE2L2
0	0	0	1	0	0	0	0	0	0	0	0	0	NFKBIA
1	0	0	0	0	0	0	0	0	0	0	0	0	NGF
0	0	1	0	0	0	0	0	0	0	0	0	0	NHERF2
0	0	0	0	0	0	0	1	0	0	0	0	0	NKX2-5
0	1	0	0	0	0	0	0	0	0	0	0	0	NLRP12
1	0	0	0	0	0	0	0	0	0	0	0	0	NLRP3
0	0	0	0	0	0	0	1	0	0	0	0	0	NME1
0	1	0	1	1	0	0	0	0	0	0	0	0	NOD2
1	0	1	0	0	0	0	0	0	0	0	1	0	NOS2
0	0	1	1	0	0	0	0	0	0	0	1	0	NOS3
0	0	1	0	0	0	0	0	0	0	0	0	0	NOX4
0	0	1	0	0	0	0	0	0	0	0	0	0	NPHP3
0	0	1	1	0	0	0	0	0	0	0	0	0	NPPA
1	0	1	1	0	0	0	0	0	0	0	0	0	NPPB
0	0	1	0	0	0	0	0	0	0	0	0	0	NPPC
0	0	1	0	0	0	0	0	0	0	0	0	0	NPR1
0	0	1	0	0	0	0	0	0	0	0	0	0	NPR3
0	0	1	1	0	0	0	0	0	0	0	0	0	NPTN
0	0	1	0	0	0	0	0	0	0	0	0	0	NPY
0	0	1	0	0	0	0	0	0	0	0	0	0	NQO1
0	0	0	0	0	0	0	0	0	0	0	0	1	NR1D2
1	0	0	0	0	0	0	0	0	0	0	1	0	NR1H4
0	0	0	0	0	0	0	0	0	0	0	0	1	NR2C1
0	0	0	0	0	0	0	0	0	0	0	0	1	NR2C2
0	0	0	0	0	0	0	0	0	0	0	0	1	NR2F2
0	0	0	0	0	0	0	0	0	0	0	0	1	NR2F6
0	0	1	1	0	0	0	0	0	0	0	0	1	NR3C1
0	0	0	0	0	0	0	0	0	0	0	0	1	NR3C2
0	0	0	1	0	0	0	0	0	0	0	0	1	NR4A1
0	1	0	0	0	0	0	0	0	0	0	0	0	NR4A2
0	1	0	0	0	0	0	0	0	0	0	0	0	NR4A3
0	0	0	0	0	0	0	0	0	0	0	0	1	NR5A1
0	0	0	0	1	0	0	0	0	1	1	0	0	NRAS
0	1	0	0	0	0	0	0	0	0	0	0	0	NRG1
0	0	0	0	0	0	0	0	0	0	0	0	1	NRP1
0	0	0	0	0	0	1	0	0	0	0	0	0	NSD1
0	0	0	0	0	0	0	1	0	0	0	0	0	NSD2
0	0	0	0	1	0	0	0	0	0	0	0	0	NSUN2
0	0	1	0	0	0	0	0	0	0	0	0	0	NTM
0	0	0	0	0	0	0	0	0	0	0	0	1	NTRK3
0	0	0	0	0	0	0	0	1	0	0	0	0	NUP88
0	0	0	0	0	0	0	0	1	0	0	0	0	NUTF2
0	0	0	0	0	0	0	1	0	0	0	0	0	OBSCN
0	0	0	0	0	0	0	0	1	0	0	0	0	ODC1
0	0	1	1	0	0	0	0	1	0	0	0	0	OGG1
0	0	0	0	0	0	0	0	0	0	0	0	1	OLFM4
0	1	1	1	0	0	0	0	0	0	0	0	0	OLR1
0	0	1	0	0	0	0	0	0	0	0	0	0	ORAI1
0	1	0	0	0	0	0	0	0	0	0	0	0	OSM
0	0	0	0	0	0	0	0	0	0	0	0	1	OSR2
0	0	1	0	0	0	0	0	0	0	0	0	0	OXSR1
1	0	1	0	0	0	0	0	0	0	0	0	0	OXT
0	0	0	0	0	0	0	1	0	0	0	0	0	OXTR
0	0	0	1	0	0	0	0	0	0	0	0	0	P4HB
0	1	0	0	0	0	0	0	0	0	0	0	0	PACSIN2
0	0	0	0	1	0	0	0	0	0	0	0	0	PAH
0	0	0	1	0	0	0	0	0	0	0	0	1	PAPPA
0	0	0	1	0	0	0	0	0	0	0	0	0	PARL
1	0	0	0	0	0	0	0	0	0	0	0	0	PARP1
0	0	0	0	0	0	0	0	0	0	0	0	1	PAX2
0	1	0	0	0	0	0	0	0	0	0	0	0	PCYT1B
0	0	0	0	0	1	0	0	0	0	0	0	0	PDCD10
0	0	0	1	0	0	0	0	0	0	0	0	0	PDE4B
0	0	0	1	0	0	0	0	0	0	0	0	0	PDGFD
0	0	0	1	0	0	0	0	0	0	0	0	0	PDHA1
0	0	0	1	0	0	0	0	0	0	0	0	0	PDK4
0	0	0	0	0	0	0	1	0	0	0	0	0	PDLIM3
0	0	0	1	0	0	0	0	0	0	0	0	0	PDLIM5
0	0	0	1	0	0	0	0	0	0	0	0	0	PEBP1
0	0	0	1	0	0	0	0	0	0	0	0	0	PECAM1
0	1	0	0	0	0	0	0	0	0	0	0	0	PER1
0	0	0	1	0	0	0	0	0	0	0	0	0	PFKFB3
0	0	0	1	0	0	0	0	0	0	0	0	0	PFKM
0	0	0	1	0	0	0	0	0	0	0	0	0	PGM1
0	1	0	0	0	0	0	0	0	0	0	0	0	PGM5
0	0	0	0	0	0	0	0	0	0	0	0	1	PGR
0	0	0	1	0	0	0	0	0	0	0	0	0	PHACTR1
0	0	0	0	0	0	1	0	0	0	0	0	0	PIEZO1
0	0	0	0	0	0	1	0	0	0	0	0	0	PIGC
