diseaseName	diseaseUMLSCUI	source	numGenesAssociatedToDisease	intersection	intersectionSize	geneRatio	bgRatio	pvalue	totalGenesSource	p_adjusted	query	bait	method	type
Myocardial Ischemia	C0151744	CURATED	338	CANX,ID3,DLAT,JUNB,P4HB	5	5/237	5/14132	0.822384274438789	14132	0.864557826974111	combined_HrasG13R	HrasG13R	combined	Active
Schizophrenia	C0036341	CURATED	1047	THBS1,TPT1,GSN,NEFL,MDM1,KCTD12,YWHAE,CRMP1,ZIC2,PIK3CA,PIK3CD,LSAMP,CSPG4,EFNB2,PAICS	15	15/237	15/14132	0.845679980965135	14132	0.883385457823453	combined_HrasG13R	HrasG13R	combined	Active
Autistic Disorder	C0004352	CURATED	433	LAMB3,ROBO1,PRKCB,LZTR1,ZNF776,HRAS	6	6/237	6/14132	0.855882192813283	14132	0.888384048236572	combined_HrasG13R	HrasG13R	combined	Active
Alzheimer's Disease	C0002395	CURATED	211	MPO,PIK3R1,DLST	3	3/237	3/14132	0.872268465107535	14132	0.899698291054313	combined_HrasG13R	HrasG13R	combined	Active
Retinitis Pigmentosa	C0035334	CURATED	235	RP9,RDH12,KIF11	3	3/237	3/14132	0.907756990291837	14132	0.930450915049133	combined_HrasG13R	HrasG13R	combined	Active
Diabetes Mellitus, Non-Insulin-Dependent	C0011860	CURATED	331	PRKCB,PIK3R1,FOXC2,BRAF	4	4/237	4/14132	0.918980528659903	14132	0.936104389442386	combined_HrasG13R	HrasG13R	combined	Active
Malignant neoplasm of prostate	C0376358	CURATED	629	ZNF776,PIK3CA,FBH1,DLAT,KMT5A,PIK3R1,CHAF1B	7	7/237	7/14132	0.955817473799229	14132	0.967617689525146	combined_HrasG13R	HrasG13R	combined	Active
Hypertensive disease	C0020538	CURATED	301	MYH9,ITM2B,FN1	3	3/237	3/14132	0.96362410429507	14132	0.968131835230333	combined_HrasG13R	HrasG13R	combined	Active
Retinal Dystrophies	C0854723	CURATED	405	KIF11,RP9,RDH12,CLUAP1	4	4/237	4/14132	0.968131835230333	14132	0.968131835230333	combined_HrasG13R	HrasG13R	combined	Active
Hypertrophy	C0020564	CURATED	19	MAPK3,CDKN1A,MAPK1	3	3/89	3/14132	0.00625515035357076	14132	0.193909660960694	combined_ERK1AA	ERK1AA	combined	Inactive
Polycystic Ovary Syndrome	C0032460	CURATED	138	TMEFF2,ASPM,GAB1,HMMR	4	4/89	4/14132	0.0564161663953523	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Pulmonary Hypertension	C0020542	CURATED	63	F5,MAPK1,MAPK3	3	3/89	3/14132	0.0598109665211713	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Brain Ischemia	C0007786	CURATED	70	MAPK3,MAPK1,F5	3	3/89	3/14132	0.0719242890371625	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Mood Disorders	C0525045	CURATED	168	VGF,HCN4,FKBP5,HSP90AA1	4	4/89	4/14132	0.0895933000276546	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Adenocarcinoma of large intestine (disorder)	C1319315	CURATED	88	MAPK3,RPS6KA2,MAPK1	3	3/89	3/14132	0.106161108134905	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Congenital heart disease	C0152021	CURATED	95	SOX7,RAI2,CSRP1	3	3/89	3/14132	0.120462565321998	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Prostatic Neoplasms	C0033578	CURATED	660	HSP90AB1,ERF,MAP2K2,CSRP1,ETV3,TMEFF2,MAPK3,CDKN1A	8	8/89	8/14132	0.121952006418907	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Cocaine-Related Disorders	C0236736	CURATED	112	MAPK3,RPS6KA5,MAPK1	3	3/89	3/14132	0.156919074938453	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Cardiomyopathies	C0878544	CURATED	223	MAPK3,HCN4,MAPK1,MYPN	4	4/89	4/14132	0.165938229693332	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Major Depressive Disorder	C1269683	CURATED	229	HSP90AA1,PEA15,LSAMP,FKBP5	4	4/89	4/14132	0.175206301726574	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Unipolar Depression	C0041696	CURATED	231	HSP90AA1,LSAMP,PEA15,FKBP5	4	4/89	4/14132	0.178328172021728	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
HIV Infections	C0019693	CURATED	127	HSP90AA1,CDKN1A,HSP90AB1	3	3/89	3/14132	0.190573034870917	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Squamous cell carcinoma of esophagus	C0279626	CURATED	127	CDKN1A,TAGLN,EPB41L3	3	3/89	3/14132	0.190573034870917	14132	0.421983148642744	combined_ERK1AA	ERK1AA	combined	Inactive
Mammary Neoplasms	C1458155	CURATED	524	THBS1,H2BC12,EPB41L3,ANKRD34A,HMMR,HSP90AA1	6	6/89	6/14132	0.234526583543629	14132	0.465304549075873	combined_ERK1AA	ERK1AA	combined	Inactive
Lung Neoplasms	C0024121	CURATED	269	CDKN1A,MAPK1,MAPK3,SMARCC1	4	4/89	4/14132	0.240157186619806	14132	0.465304549075873	combined_ERK1AA	ERK1AA	combined	Inactive
Colonic Neoplasms	C0009375	CURATED	160	CDKN1A,F5,TAGLN	3	3/89	3/14132	0.267059116127553	14132	0.48408379766462	combined_ERK1AA	ERK1AA	combined	Inactive
Atrial Fibrillation	C0004238	CURATED	166	HCN4,MYPN,CDKN1A	3	3/89	3/14132	0.281080914773005	14132	0.48408379766462	combined_ERK1AA	ERK1AA	combined	Inactive
Neoplasm Invasiveness	C0027626	CURATED	198	MAPK1,MAPK3,RPS6KA3	3	3/89	3/14132	0.35516096974913	14132	0.542231572363534	combined_ERK1AA	ERK1AA	combined	Inactive
Bipolar Disorder	C0005586	CURATED	483	CSRP1,FKBP5,MAPK1,RPS6KA2,VGF	5	5/89	5/14132	0.362283472994823	14132	0.542231572363534	combined_ERK1AA	ERK1AA	combined	Inactive
Stomach Neoplasms	C0038356	CURATED	349	MAPK3,CDKN1A,IRS2,MAPK1	4	4/89	4/14132	0.377531454944893	14132	0.542231572363534	combined_ERK1AA	ERK1AA	combined	Inactive
Liver carcinoma	C2239176	CURATED	646	SLIT2,FAM83D,IRS2,ASPM,RPS6KA3,HMMR	6	6/89	6/14132	0.384809502967669	14132	0.542231572363534	combined_ERK1AA	ERK1AA	combined	Inactive
melanoma	C0025202	CURATED	250	RAP1GAP,MAPK1,MAP2K2	3	3/89	3/14132	0.469023952107763	14132	0.632162718058289	combined_ERK1AA	ERK1AA	combined	Inactive
Depressive disorder	C0011581	CURATED	272	FKBP5,MAPK3,VGF	3	3/89	3/14132	0.513603150378634	14132	0.663362020646503	combined_ERK1AA	ERK1AA	combined	Inactive
Mental Depression	C0011570	CURATED	283	FKBP5,MAPK3,VGF	3	3/89	3/14132	0.534969371489115	14132	0.663362020646503	combined_ERK1AA	ERK1AA	combined	Inactive
Malignant neoplasm of breast	C0006142	CURATED	744	GAB1,RPS6KA3,F5,RAP1GAP,HMMR	5	5/89	5/14132	0.696079367771814	14132	0.808754039039838	combined_ERK1AA	ERK1AA	combined	Inactive
Autism Spectrum Disorders	C1510586	CURATED	572	PARD3B,THBS1,RPS6KA2,SMARCC1	4	4/89	4/14132	0.70439867916373	14132	0.808754039039838	combined_ERK1AA	ERK1AA	combined	Inactive
Schizophrenia	C0036341	CURATED	1047	THBS1,PARD3B,MAPK1,CRMP1,MAPK3,LSAMP	6	6/89	6/14132	0.798189946894693	14132	0.883710298347696	combined_ERK1AA	ERK1AA	combined	Inactive
Malignant neoplasm of prostate	C0376358	CURATED	629	CDKN2AIP,KMT5A,TMEFF2	3	3/89	3/14132	0.911226226910439	14132	0.937242006319126	combined_ERK1AA	ERK1AA	combined	Inactive
Neurodevelopmental Disorders	C1535926	CURATED	674	PARD3B,ERF,MRTFB	3	3/89	3/14132	0.930113229984362	14132	0.937242006319126	combined_ERK1AA	ERK1AA	combined	Inactive
Intellectual Disability	C3714756	CURATED	694	MAPK1,ASPM,RPS6KA3	3	3/89	3/14132	0.937242006319126	14132	0.937242006319126	combined_ERK1AA	ERK1AA	combined	Inactive
HIV Infections	C0019693	CURATED	127	CCT5,PSMD13,CCT3,SIRT1,HSP90AA1,U2AF1,DNAJC7,CDKN1A,CCT7,RAB32,HSP90AB1,MDM2,PSMA6,PSMC5	14	14/388	14/14132	4.62295926620537e-05	14132	0.0103554287563	combined_Raf1S257L	Raf1S257L	combined	Active
Costello syndrome (disorder)	C0587248	CURATED	13	MAP2K1,MAP2K2,RAF1,SPRED1,HRAS	5	5/388	5/14132	0.00032858244294259	14132	0.0368012336095701	combined_Raf1S257L	Raf1S257L	combined	Active
LEOPARD Syndrome	C0175704	CURATED	9	MAP2K1,RAF1,EPHA2,MAP2K2	4	4/388	4/14132	0.00152499444296747	14132	0.0934808049525799	combined_Raf1S257L	Raf1S257L	combined	Active
Miller-McKusick-Malvaux-Syndrome (3M Syndrome)	C1848862	CURATED	3	OBSL1,CUL7,CCDC8	3	3/388	3/14132	0.00221465055454829	14132	0.0934808049525799	combined_Raf1S257L	Raf1S257L	combined	Active
THREE M SYNDROME 3	C3280146	CURATED	3	CCDC8,CUL7,OBSL1	3	3/388	3/14132	0.00221465055454829	14132	0.0934808049525799	combined_Raf1S257L	Raf1S257L	combined	Active
Noonan Syndrome	C0028326	CURATED	35	EPHA2,HRAS,MAP2K2,RAF1,SPRED1,MAP2K1	6	6/388	6/14132	0.00250395013265839	14132	0.0934808049525799	combined_Raf1S257L	Raf1S257L	combined	Active
Non-Small Cell Adenocarcinoma	C1335060	CURATED	197	SPOP,TOMM40,CCT5,UBR5,SLC19A1,UCK2,SFN,HRAS,POLR1D,MAP2K1,DNMT3B,JUNB,IPO5,PIK3CA	14	14/388	14/14132	0.00313553910074323	14132	0.100337251223784	combined_Raf1S257L	Raf1S257L	combined	Active
Noonan syndrome and Noonan-related syndrome	C5681679	CURATED	25	HRAS,MAP2K1,MAP2K2,SPRED1,RAF1	5	5/388	5/14132	0.00448097338893224	14132	0.102813494169227	combined_Raf1S257L	Raf1S257L	combined	Active
Prostatic Neoplasms	C0033578	CURATED	660	HRAS,HSP90AB1,SELENOS,RAF1,KEAP1,ETV4,PIK3CA,TCP1,GUCD1,GDF15,EGR1,MTHFR,MAP2K2,TGFB1,SPOP,UXT,CSRP1,DNMT3B,TTC9C,MDM2,PIK3R1,PIK3R2,PRKACB,SIRT1,LIG4,MAP2K1,ZFP36L2,U2AF1,UCK2,CDKN1A,CHGA	31	31/388	31/14132	0.00475717256278555	14132	0.102813494169227	combined_Raf1S257L	Raf1S257L	combined	Active
Basal Cell Neoplasm	C0206710	CURATED	141	CHGA,SH3BP4,UBAC2,FSCN1,PNMA1,LRIG3,CSPG4,PIK3CA,PROCR,PPP6C,IRS4	11	11/388	11/14132	0.00553038485563212	14132	0.102813494169227	combined_Raf1S257L	Raf1S257L	combined	Active
Malignant basal cell tumor	C1368295	CURATED	141	CHGA,UBAC2,IRS4,CSPG4,PNMA1,LRIG3,PPP6C,PROCR,SH3BP4,PIK3CA,FSCN1	11	11/388	11/14132	0.00553038485563212	14132	0.102813494169227	combined_Raf1S257L	Raf1S257L	combined	Active
Vascular anomaly	C0158570	CURATED	14	HRAS,PIK3R1,MAP2K1,PIK3CA	4	4/388	4/14132	0.0059668545723212	14132	0.102813494169227	combined_Raf1S257L	Raf1S257L	combined	Active
Cardio-facio-cutaneous syndrome	C1275081	CURATED	14	MAP2K1,HRAS,MAP2K2,RAF1	4	4/388	4/14132	0.0059668545723212	14132	0.102813494169227	combined_Raf1S257L	Raf1S257L	combined	Active
Adenocarcinoma of colon	C0338106	CURATED	31	PIK3R3,PIK3CA,TGFB1,UBR5,PPP2R1B	5	5/388	5/14132	0.00979666208500241	14132	0.156746593360039	combined_Raf1S257L	Raf1S257L	combined	Active
Adenocarcinoma of lung (disorder)	C0152013	CURATED	286	UBR5,PIK3CA,KEAP1,UCK2,MAP2K1,SLC19A1,SFN,JUNB,IPO5,RAF1,TOMM40,SPOP,POLR1D,CCT5,HRAS,DNMT3B	16	16/388	16/14132	0.0127520605392524	14132	0.171877502250195	combined_Raf1S257L	Raf1S257L	combined	Active
Non-specific syndromic intellectual disability	C5568766	CURATED	367	FBXO11,CCT6A,PSMD11,PSMD12,HUWE1,FEM1B,CCT7,MAPK8IP3,YWHAE,BRSK2,EEF1A2,NOVA2,SPTBN1,CCT5,DNAJA1,YWHAZ,DNAJA3,CCT4,CCT8	19	19/388	19/14132	0.0128813931224116	14132	0.171877502250195	combined_Raf1S257L	Raf1S257L	combined	Active
Carcinoma	C0007097	CURATED	163	PKM,URI1,SCD,SGK1,YWHAZ,DNMT3B,PIK3R1,CORO1A,FN1,HRAS,TGFB1	11	11/388	11/14132	0.0145788952801504	14132	0.171877502250195	combined_Raf1S257L	Raf1S257L	combined	Active
Malignant epithelioma	C0553707	CURATED	163	FN1,HRAS,TGFB1,URI1,CORO1A,DNMT3B,YWHAZ,SGK1,PIK3R1,PKM,SCD	11	11/388	11/14132	0.0145788952801504	14132	0.171877502250195	combined_Raf1S257L	Raf1S257L	combined	Active
Epithelioma	C1368683	CURATED	163	PIK3R1,DNMT3B,HRAS,CORO1A,TGFB1,YWHAZ,URI1,PKM,FN1,SCD,SGK1	11	11/388	11/14132	0.0145788952801504	14132	0.171877502250195	combined_Raf1S257L	Raf1S257L	combined	Active
