Majority protein IDs	Gene_name_canonical	graph_localization_annotation	umap_1	umap_2	3D_umap_1	3D_umap_2	3D_umap_3
B9A6J2;Q15042;D3DP75	RAB3GAP1	ERGIC	-9.633838	-3.2721233	9.287612	4.488695	6.8353887
Q5HYI8;C9JXM3;F8WF50;F8WDC7	RABL3	ERGIC	-9.125244	-3.4806602	8.880054	4.5978675	7.015201
Q5T094;Q9P0H9;O15258;Q5T092;A0A0A0MR06;Q5T091;Q6IBJ7;Q5T093	RER1	ERGIC	-9.481497	-3.260004	9.146305	4.424418	6.808247
Q5SQT9;Q9NR31;B2R679;Q8NG23;Q6FID4;H0Y5E8	SAR1A	ERGIC	-9.247519	-3.387841	8.987911	4.57702	7.027249
Q53F37;Q9Y6B6;Q9H029;D6RD69;D6R9R5	SAR1B	ERGIC	-9.719554	-3.3250282	9.234209	4.5050797	6.662343
Q12770;A0A0A0MTG6;A8K619;B7Z6H0	SCAP	ERGIC	-9.378709	-3.078221	9.1006975	4.195398	6.854561
Q8WVM8;A0A7I2V5I2;Q53GW1;A0A7I2V3B4;A0A7I2V4U2;A0A7I2V3G4;A0A7I2V4B8;A0A7I2V320;B7Z738;G3V2M8;A0A7I2V590;A0A7I2V362;H0YIZ7;G3V5E2;A0A7I2V5H5	SCFD1	ERGIC	-9.406334	-3.3657045	8.990709	4.44761	6.817248
O75396	SEC22B	ERGIC	-9.345399	-3.441344	8.892723	4.4992275	6.8244348
O95486	SEC24A	ERGIC	-9.5745945	-3.3734071	9.088342	4.4648504	6.6393666
O94855;B3KM89;A8K6V0	SEC24D	ERGIC	-9.586087	-3.3491158	9.110424	4.4413652	6.6444364
D6REX3;A1LU61;O94979;A0A024RDH6;D6RHZ5;H7BXG7	SEC31A	ERGIC	-9.789575	-2.830458	9.517027	4.2902107	6.745419
A0A024R1Q0;Q12772;B4DSU0	SREBF2	ERGIC	-9.273087	-3.1866362	9.111613	4.3510194	6.9470973
Q13445;K7EQ63;K7EIN4	TMED1	ERGIC	-9.187195	-3.6015396	8.786406	4.5455165	6.9143863
A0A024R6I3;Q53GF9;P49755;B4DZH3	TMED10	ERGIC	-9.16739	-3.6343946	8.754234	4.5755544	6.911065
Q6FHT8;Q15363;B4DP27;F5GX39;B4E020;E7EQ72	TMED2	ERGIC	-9.250141	-3.5155942	8.843838	4.5109816	6.9017396
Q7Z7H5;F8W7F7	TMED4	ERGIC	-9.465706	-3.1212893	9.100215	4.2801743	6.822496
Q9Y3A6;B1AKT3	TMED5	ERGIC	-9.139555	-3.540384	8.758982	4.543609	6.971033
B2R8A2;A0A024R7M0;Q9BVK6;B4DPP4	TMED9	ERGIC	-9.240353	-3.4582262	8.810867	4.4580073	6.915036
A0A1U9X8R9;P14373;Q59EC6	TRIM27	ERGIC	-9.72586	-3.3130257	9.361406	4.5527105	6.577537
B3KS62;Q9C037;B4DEC5	TRIM4	ERGIC	-9.283863	-3.2242718	9.086714	4.361411	6.964395
Q5BJH7;K7ERQ0;K7ERY2	YIF1B	ERGIC	-9.379484	-3.1454673	9.178561	4.278692	6.88373
B3KW34;Q969M3	YIPF5	ERGIC	-9.498191	-3.320057	9.156629	4.4350753	6.750111
A8IK34;Q6AI12	ANKRD40	Golgi	-9.655882	-3.5179317	8.994126	4.4766536	6.4919314
P40616;F8VYN9;B4DZG7;B4DR16	ARL1	Golgi	-9.657152	-2.9871657	9.320367	4.182316	6.6284924
Q5T2E6	ARMH3	Golgi	-9.719531	-3.5668225	9.000025	4.5054526	6.450755
B4E2Q0;P98194	ATP2C1	Golgi	-10.175845	-3.0398905	9.7520895	4.446872	6.3388114
B3KMW0	B3KMW0[p]	Golgi	-9.690821	-3.4799352	9.07189	4.4898157	6.4584785
B4E2F3	COG3	Golgi	-9.738183	-3.2870948	9.224174	4.4266925	6.517775
U3KQU4;A0A024R342;O14569	CYB561D2	Golgi	-9.435795	-3.9939744	8.466632	4.700411	6.46146
E9PND3;E9PN10;Q6R3F1;A0A024R9E0;O00559	EBAG9	Golgi	-9.581976	-2.750476	9.366012	3.986487	6.7458477
O75063;A0A024R918	FAM20B	Golgi	-9.471724	-2.802664	9.301434	3.92374	6.761366
P98173;Q5HY75	FAM3A	Golgi	-9.776348	-2.8437781	9.5568285	4.1555047	6.6820874
Q5W0V3	FHIP2A	Golgi	-9.65127	-3.5649037	8.962567	4.5010614	6.4511557
A0A024RC48;Q10472;Q05BM8;K7EJV8	GALNT1	Golgi	-9.514335	-3.0349696	9.166142	4.141209	6.653714
Q24JS2;Q8NCL4;B4DL56;D7UNW5;S4R3S5	GALNT6	Golgi	-9.567592	-3.6619492	8.784035	4.482323	6.5124145
Q08379;A0A6Q8KRG2	GOLGA2	Golgi	-9.88444	-2.6675098	9.730531	4.0831037	6.668471
E7EU81;B4DQW7	GOLGB1	Golgi	-9.484668	-2.863972	9.314582	4.083063	6.6875286
Q9H4A5;Q5T5I6	GOLPH3L	Golgi	-9.681334	-3.2895944	9.207723	4.334185	6.556235
A8K5R6;O95249;G5E9T8;K7EJC8	GOSR1	Golgi	-10.150634	-3.0771852	9.697651	4.4283557	6.3737655
G5E994;A8KAM7;B7ZL93	GPR107	Golgi	-10.149063	-3.098905	9.653624	4.489017	6.3770614
Q96ED9	HOOK2	Golgi	-9.699942	-3.4957159	9.018779	4.4581046	6.4768457
A0A024QZ08;Q8IY31;J3QR43;J3QRC6;A0A087X2B4	IFT20	Golgi	-9.692141	-3.537378	8.988562	4.507872	6.466863
P24390;Q96H29;M0R1Y2	KDELR1	Golgi	-9.423756	-4.0769534	8.399794	4.750472	6.445209
Q6N075	MFSD5	Golgi	-9.324736	-3.7682924	8.583764	4.467974	6.678998
Q8N8Q9;A0A024R372	NIPA2	Golgi	-9.551716	-2.801236	9.3791065	4.012071	6.7200475
A0A2P1JJM6;Q96JA3;A0A087X1S6;B5MDU3	PLEKHA8	Golgi	-9.650079	-3.434197	9.023167	4.4097886	6.506748
Q5SGD2	PPM1L	Golgi	-9.45974	-2.896712	9.214121	4.0173864	6.7575126
P62820;Q5U0I6;E7END7	RAB1A	Golgi	-10.350683	-3.699461	9.445779	5.0525727	5.9140077
A0A5F9UP49;A0A024R084;Q9BRK5;A0A5F9UJX7;A0A024R0A9;H0Y3T6;G3V1E2	SDF4	Golgi	-9.842906	-2.7767498	9.63549	4.1599603	6.658044
Q15436;F5H365	SEC23A	Golgi	-9.887197	-2.6666849	9.73002	4.0931206	6.736886
Q9Y6Y8;B3KM47;B4DWG1	SEC23IP	Golgi	-9.859987	-2.5821462	9.761387	4.0215273	6.755695
Q6NXT4;B5MCR8;B3KU87	SLC30A6	Golgi	-9.805913	-2.7806146	9.636098	4.0947537	6.7017236
Q6ICV6;P78381;B4DE15	SLC35A2	Golgi	-9.486537	-2.8773634	9.2357855	3.995972	6.7189927
Q9NUY8;E9PGE5	TBC1D23	Golgi	-10.2324505	-3.31527	9.610529	4.7259717	6.188212
A0A0C4DFM1;A0A024QYR3;Q92544;B4DH88;B4DKC1;Q6ZTK5	TM9SF4	Golgi	-9.955309	-2.8002968	9.73907	4.2532325	6.531947
Q9HC07;B3KNQ2;V9GY93	TMEM165	Golgi	-9.604808	-2.981379	9.3295965	4.194203	6.706866
O60763	USO1	Golgi	-9.968048	-2.938113	9.626871	4.295008	6.5645204
A8K3Q3;Q8NBZ7;B3KV61	UXS1	Golgi	-9.484099	-2.9232538	9.22244	4.0732837	6.687918
Q9H1B5;A0A0C4DFW8;B4DT06	XYLT2	Golgi	-9.457708	-4.0497527	8.492763	4.61815	6.4669495
A8K509;O95070;A6NGW1;E9PIZ0;C9JST7	YIF1A	Golgi	-9.712477	-3.106745	9.435925	4.352025	6.676287
A0A0S2Z5J4;O00203;Q3MNE1;A0A0S2Z4Z4	AP3B1	lysosome	-11.280329	-4.053997	10.1673355	4.8792925	4.696369
A0A024QZR5;Q9Y2T2;Q8NDP0;B4DRN6	AP3M1	lysosome	-11.258306	-4.166133	10.035491	4.913242	4.703206
A0A024R654;E7EQ45;Q9H0R1;B4E1V4	AP5M1	lysosome	-10.926717	-5.337993	9.160901	5.1118603	4.218474
A0A024R977;Q96BM9;B2R7U5	ARL8A	lysosome	-11.094337	-3.9362717	10.189845	4.716131	4.77301
Q9NVJ2;B4DQT8	ARL8B	lysosome	-11.042504	-4.3951697	9.84822	4.7576017	4.5679827
P78537;A0A087WSV2;F8W036;F8VP73;G8JLQ3	BLOC1S1	lysosome	-11.091684	-4.2239633	9.998033	4.7023745	4.5832286
P51798;B3KVJ8;Q96RY8;Q9BSM4;Q2VPA2;B3KUD9;B3KXZ3	CLCN7	lysosome	-10.764228	-4.1897564	10.003748	4.342457	4.612341
A0A1B0GV71;Q13286;A0A024QZB8;A0A1B0GWD3;A0A1B0GW34;A0A1B0GV41;Q5XFT9	CLN3	lysosome	-10.833285	-4.5386195	9.622701	4.744682	4.612471
B3KW79;A0A024RA40;Q9H3G5;O75225;H7C0X5	CPVL	lysosome	-10.860963	-4.454442	9.711222	4.6796894	4.562989
Q6ZN54;H3BMP4;H3BT87;H3BTS7	DEF8	lysosome	-11.173867	-5.5923433	9.050379	5.455499	4.102735
A4D1U4;C9J7X6	DENND11	lysosome	-11.147712	-3.9633749	10.225202	4.760472	4.7064867
Q92562;A0A6Q8PF62;A0A6Q8PHH5;A0A6Q8PG59;A0A6Q8PHC7;A0A6Q8PGP4;A0A6Q8PGY7;A0A6Q8PF70;A0A6Q8PHP5;A8K6K6;A0A6Q8PGW5;A0A6Q8PF27;A0A6Q8PHA1;A0A6Q8PGW0;A0A6Q8PGB4;A0A6Q8PFJ3;A0A6Q8PHK3;B4DE18;A0A6Q8PGY4;A0A6Q8PGC1	FIG4	lysosome	-11.39331	-3.8793283	10.209271	4.9524765	4.862961
A0A024R6E8;A0A0A0MQV0;P54803;A0A087WX10;G3V5E8	GALC	lysosome	-10.850628	-5.187386	9.229406	4.9651527	4.272811
Q9NXN4	GDAP2	lysosome	-10.993043	-4.2370176	10.004858	4.630222	4.5790715
Q53Y83;P06280;A0A6Q8PFA9;A0A3B3IUC4;A0A6Q8PGG0;A0A6Q8PHD1;A0A6Q8PHM8	GLA	lysosome	-10.79635	-4.5740814	9.694478	4.61388	4.547918
O14964;A0A7I2V5A2;A0A7I2V5A3;A0A0S2Z4R4;A0A7I2V3J3;B4E1E2;A0A7I2V2R9;A0A7I2V2W5;A0A7I2V2D8;A0A7I2V2K2;A0A7I2V3F9;A0A7I2V3I8;A0A7I2V307;A0A7I2V637;A0A7I2V6E0;A0A0S2Z4Q4;A0A7I2V3Z1	HGS	lysosome	-11.346427	-4.079987	10.25853	4.954996	4.5690145
A0A0S2Z5P1;Q969R8;A0A0S2Z5L6;A0A0S2Z5G6;B4DV29	ITFG2	lysosome	-10.914873	-5.827998	8.782401	5.408597	4.1668754
A0A0C4DG80;B7Z4L9	KLHL13	lysosome	-11.181284	-4.7505336	9.719308	4.981217	4.3888755
Q58EZ4;Q9P2J3;Q5JC44;Q7Z350;Q9H8J3	KLHL9	lysosome	-11.201805	-4.561122	9.892036	4.9090004	4.4541993
Q6IAA8;B4DUK2	LAMTOR1	lysosome	-10.954097	-4.344807	9.918159	4.602848	4.57654
A0A0C4DGV4;R4GMU8	LAMTOR5	lysosome	-10.973076	-4.3875093	9.815142	4.642678	4.550162
O43504	LAMTOR5	lysosome	-11.017053	-4.3474545	9.93517	4.6121945	4.5662484
Q53HA8;Q9GZU1;M0QXD0;B4DFZ1	MCOLN1	lysosome	-10.968237	-4.5429826	9.752336	4.747257	4.537591
Q86VX9;A0A0A0MSQ9	MON1A	lysosome	-11.077993	-4.2538037	10.0181465	4.680301	4.5711536
P50897;A0A2C9F2P4;A0A286YFF7;Q5T0S4;B4DWU3	PPT1	lysosome	-10.83046	-4.4615192	9.738434	4.6010213	4.570493
Q53FJ5;A0A024QZQ2;P07602;C9JIZ6;Q5BJH1	PSAP	lysosome	-10.843161	-4.3120613	9.893436	4.522583	4.604123
Q6LAF9	Q6LAF9[p]	lysosome	-10.975074	-5.7827945	8.847778	5.41492	4.225204
Q14964	RAB39A	lysosome	-10.9614315	-4.2217245	9.973778	4.778237	4.722945
Q96DM3;K7ENL9;B7Z3Q1;B7Z201;A0A087WZD4;B7Z2Y1	RMC1	lysosome	-11.047877	-4.1875257	10.085176	4.6657095	4.560223
O43567;C9IY58;C9JCY0;C9J7B4	RNF13	lysosome	-10.801477	-4.1442776	9.985268	4.4062037	4.626689
I3L0L6;Q9H6Y7;Q9Y4L6	RNF167	lysosome	-10.895609	-4.0593266	10.097777	4.5061054	4.7586136
Q9HB40;B4DP22	SCPEP1	lysosome	-10.810193	-4.2809052	9.914072	4.467919	4.595097
A0A024R7Z5;O00560;B4DQ93;B4DHN5;E9PBU7	SDCBP	lysosome	-11.097735	-4.8607016	9.480931	5.101649	4.4591393
Q8N357;B4DLH2;B4DS67	SLC35F6	lysosome	-10.88333	-4.2086897	10.014027	4.568061	4.747735
E5RHG5;D3DQH7;E7EW39;D2Y3F6;Q7Z2H8;E5RG64;E5RI40	SLC36A1	lysosome	-11.286479	-4.8902144	9.62025	5.128679	4.3702717
A0A024QZR9;Q8NBW4;E7ESU6;D6R9Q7;D6R9X0;D6RDH2;D6RE72;D6RBB9	SLC38A9	lysosome	-11.231381	-4.4178476	9.902724	4.9399633	4.592948
Q8TEV9;B4DL51	SMCR8	lysosome	-10.988486	-4.9792867	9.370574	5.024194	4.315197
O95295	SNAPIN	lysosome	-11.01901	-4.2858	9.961689	4.6294794	4.573947
C4B7M4;Q96JI7;C4B7M2	SPG11	lysosome	-10.978944	-5.144678	9.289881	5.0506287	4.248839
J3QLM1	STARD3	lysosome	-10.988334	-4.114157	10.075027	4.652502	4.6452236
Q7Z7N9	TMEM179B	lysosome	-11.109508	-4.447864	9.771498	4.801715	4.5735683
Q9NVA4	TMEM184C	lysosome	-10.981851	-4.2984104	9.936074	4.642336	4.6364036
Q6FIE9;Q9H0E2;Q8N8J5;F2Z2Y8;Q59FB9;B3KR28;E7EN89	TOLLIP	lysosome	-11.156558	-4.0951753	10.126443	4.7169256	4.569502
O60784	TOM1	lysosome	-11.198415	-4.105151	10.112668	4.714349	4.5890675
Q53H09;Q9P2Y5;A8K4P6;E9PR71;B4DET6	UVRAG	lysosome	-11.137234	-5.196614	9.288783	5.2170057	4.214113
A0A087WXL6;Q9H270;Q53FX3;Q658K0;B7Z879	VPS11	lysosome	-11.084299	-4.1073475	10.124696	4.5990834	4.572736
Q9H269;Q6GMQ7	VPS16	lysosome	-11.059548	-4.123273	10.0971	4.6712914	4.566696
A0A024R9R3;Q9P253	VPS18	lysosome	-10.909183	-4.0890126	10.1265745	4.4433956	4.617892
Q96AX1;B2RDH6;A0A2R8YF87;H3BMM5	VPS33A	lysosome	-11.085038	-4.225763	10.0011835	4.6667986	4.551535
A0A7I2V403;Q68DK2;A0A7I2YQV0;A0A7I2YQU3;G3V2D8	ZFYVE26	lysosome	-10.961335	-5.1850066	9.258708	5.0174785	4.2204127
Q86V81	ALYREF	nucleus	-8.84708	-10.643574	6.565003	9.686253	5.745724
A4D177;Q13185;S4R2Y4	CBX3	nucleus	-8.618871	-10.238388	6.484956	9.313423	6.076814
Q9BWT1;B4DM13	CDCA7	nucleus	-9.583806	-8.404391	4.8050556	8.324558	4.60917
I3L2J0;A0A0A0MQR4	CIC	nucleus	-9.735618	-8.436922	5.036279	8.202207	4.4156833
P0DMU9;Q5DJT8;P0DMV2;P0DMV1;Q8NHU0;Q5HYN5;P0DMV0;P0DMU8;P0DMU7	CT45A2	nucleus	-9.570374	-12.753359	8.59445	10.137136	6.173893
Q08211;Q58F26;Q6PJK6	DHX9	nucleus	-8.364036	-10.897841	6.484152	10.131066	5.7558928
Q15029;Q6IBM8;A8KAP3;B3KX19;Q8IXJ3;B3KWY2	EFTUD2	nucleus	-9.081072	-10.817137	6.719438	9.865028	5.539917
Q15723	ELF2	nucleus	-9.638202	-8.548469	5.0122533	8.140168	4.560942
F4ZW66	F4ZW66[p]	nucleus	-8.452887	-11.023385	6.651583	10.145078	5.7735243
P22626;A0A7I2V323;A0A384NL58;A0A7I2V3P7;A0A7I2V4N1;A0A7I2V3P1;A0A7I2V4I6;A0A7I2V4S4;A0A024RA28;A0A087WUI2;I6L957;A0A7I2V4N0;A0A7I2YQN4	HNRNPA2B1	nucleus	-8.342558	-10.704036	6.378356	9.751743	6.113601
G8JLB6;P31943;A0A384MEJ3;E9PCY7;D6RBM0;H0YB39;D6RIU0	HNRNPH1	nucleus	-8.217055	-10.758979	6.279615	9.989672	5.8876038
F4ZW62;Q12905;Q53FG3;B4DY09	ILF2	nucleus	-8.132496	-10.75098	6.275731	10.004193	5.7646475
H3BNM4;Q8NBZ0;J3KNE2;I3NI13;I3L270	INO80E	nucleus	-9.526543	-8.418439	4.8978477	8.285286	4.623913
A8MXP9	MATR3	nucleus	-8.469122	-10.392152	6.2520075	9.546495	6.0103045
B2RD09	NSUN5	nucleus	-9.652182	-12.584074	8.449302	10.142969	6.0492315
Q6PKH2;Q96I87;Q53GN9;P55347;Q5DNB2;E7EPN6;B4DGV5	PKNOX1	nucleus	-9.409999	-8.328654	4.764628	8.35863	4.6073813
P78527	PRKDC	nucleus	-9.652992	-9.228259	5.7438345	8.347512	4.7025642
Q9UMS4;F5GY56	PRPF19	nucleus	-9.123537	-10.9833	6.903657	9.985826	5.5689206
Q6P2Q9	PRPF8	nucleus	-9.22758	-11.011339	6.944679	9.965123	5.4988966
A0A0S2Z4Z0;Q96PK6	RBM14	nucleus	-8.553682	-11.193296	6.846998	9.92394	6.255379
Q9Y388;Q9Y6G0;A0A1W2PP04;Q0VGM7;Q05DU0	RBMX2	nucleus	-9.567161	-12.743437	8.568905	10.180689	6.133249
Q8N488	RYBP	nucleus	-9.957978	-8.62659	5.169729	8.254238	4.230959
Q13435;E9PPJ0	SF3B2	nucleus	-8.722393	-11.148724	6.931256	10.007045	6.0585737
O75643;A4FU77;A0A494C1A5	SNRNP200	nucleus	-9.164951	-10.72247	6.6424556	9.782352	5.4671617
V9HWD1;B3KNK0;Q4W5G0	TIGD2	nucleus	-9.342999	-8.497175	4.770644	8.384316	4.6267624
P11388;A0A4D6UXC9	TOP2A	nucleus	-8.462251	-10.183329	6.3769183	9.304399	6.2153764
O15164;A0A024R784;B4DYZ9	TRIM24	nucleus	-9.680208	-9.087521	5.5473657	8.252161	4.6563253
Q96F86	EDC3	p-body	-6.6153793	-11.570511	6.0357356	11.68861	5.752087
Q6P2E9	EDC4	p-body	-6.597499	-11.554836	6.042431	11.700177	5.749614
A0A024R1K0;Q9NRA8;B1AKL4	EIF4ENIF1	p-body	-6.608159	-11.619386	6.1075754	11.72001	5.714901
Q8ND56	LSM14A	p-body	-6.6279335	-11.664156	6.0897155	11.697796	5.736337
Q5TBP9;B4DQC9	LSM14B	p-body	-6.659304	-11.705418	6.1862764	11.697895	5.653034
Q9Y333	LSM2	p-body	-7.2341704	-11.359525	6.238363	11.162401	5.681146
Q6ZMY0	Q6ZMY0[p]	p-body	-6.85725	-11.664204	6.249358	11.515613	5.6419168
Q8IZH2	XRN1	p-body	-6.5623417	-11.612109	6.093514	11.745619	5.714712
Q9H6S0	YTHDC2	p-body	-6.620521	-11.732463	6.1745954	11.765473	5.6545606
P28288	ABCD3	peroxisome	-7.1744833	-5.0127482	6.701115	4.9285398	7.893427
O00116;B7Z3Q4;A0A7P0T984;A0A1B0GWA2;A0A7P0TAL3;A0A2R8YEL0;A0A7P0TAU9;Q53SG6;A0A7P0T9C9	AGPS	peroxisome	-7.190112	-5.052522	6.6644926	4.9338913	7.9021387
O15228;Q53H08;Q53FI2;Q59EC9;B2RAG5;Q71V38	GNPAT	peroxisome	-7.1649337	-4.9523473	6.735189	4.905445	7.938961
Q6FII1;Q9Y2Q3;Q2NLC8;E9PFN5	GSTK1	peroxisome	-7.2904477	-4.883052	6.88907	4.9056616	7.86781
Q9UJ83;B4DXR1;B4DRJ1;B3KPX4	HACL1	peroxisome	-7.1577473	-4.932599	6.7662845	4.8519187	7.974119
A0A0S2Z4J1;P51659;A0A2R8YD50;E7ET17;B3KSP2;Q59H27;E7ER27;E7EPL9	HSD17B4	peroxisome	-7.175547	-5.086303	6.64596	4.9308414	7.8815145
Q9BY49	PECR	peroxisome	-7.1728277	-4.8359566	6.81183	4.8409286	7.9900193
O75381;B7Z4Z4	PEX14	peroxisome	-7.2056746	-4.979928	6.7293315	4.9207473	7.9226875
A0A384NY87;P22307;B2R761	SCP2	peroxisome	-7.2138295	-5.0981336	6.6667004	4.9494777	7.83081
J3KN01	AFDN	plasma_membrane	-13.309486	-5.485395	10.075523	6.774373	3.5223017
Q13740;F5GXJ9;H7C543	ALCAM	plasma_membrane	-13.075435	-4.9790425	10.37883	6.5245495	3.8786192
P05023	ATP1A1	plasma_membrane	-12.626426	-5.6857867	9.6043625	6.906909	4.0990057
A0A024R968	ATP2B4	plasma_membrane	-12.836661	-5.351371	10.039097	6.8785253	4.070669
B4E0X1;P61769;A6XMH4;H0YLF3;A6XND9	B2M	plasma_membrane	-12.510174	-4.7281303	10.249385	6.3030605	4.4179335
B4E106	B4E106[p]	plasma_membrane	-12.939442	-5.4989543	9.936679	6.944566	3.9899762
A0A024RAF1;O00499;A0A024RAI5;A0A024RAJ3;A0A024RAF0;A0A024RAF6;B7Z6Y2;A0A024RAI6;A0A024RAG8;A0A024RAI4;A0A024RAJ2;A0A024RAG9;Q9BTH3;A0A024RAE9;B7Z2Z2;Q8WWH9	BIN1	plasma_membrane	-12.347719	-7.3412724	8.14203	7.4465365	3.36383
A0A7P0TA85;Q54A51;P35613;B4DY23;B4DNE1;A0A7P0TB04;A0A087WUV8;I3L192	BSG	plasma_membrane	-12.409325	-5.905532	9.288637	6.9291687	4.0605164
Q9BTV7	CABLES2	plasma_membrane	-11.987191	-7.248069	7.929693	7.28838	3.502608
A0A087X1W8;A0A0A0MTJ8;X5D8W0;X5DQS5;X5DQR8;X5DNF2;X5D7A8;Q9BY67;A0A087X0T8;A0A4Z1	CADM1	plasma_membrane	-12.827595	-5.5446544	9.8261595	6.878944	3.995575
P14209;B2R932	CD99	plasma_membrane	-12.624105	-5.239418	10.000765	6.6965437	4.2575235
E7EXA6;Q8WVB6	CHTF18	plasma_membrane	-12.303454	-7.58854	7.8897333	7.562392	3.238322
B2R687;P56749;C9J4P0;C9J841;A8MX62;Q6FIF6	CLDN12	plasma_membrane	-12.5032625	-4.8956866	10.102628	6.3535447	4.280567
Q6P9H4;A0A5H1ZRR2	CNKSR3	plasma_membrane	-12.056228	-7.1779413	8.043685	7.278937	3.522103
P09543;A0A024R1T5;B4DI06	CNP	plasma_membrane	-12.527409	-5.56515	9.667733	6.8316236	4.179621
P35221;A0A384MDY0;B4E2G8;G3XAM7;B4DU00;B4DKT9;B3KSR8	CTNNA1	plasma_membrane	-12.596242	-5.953338	9.432462	7.0322595	4.02425
P26232	CTNNA2	plasma_membrane	-12.547606	-6.0484447	9.322948	7.1160283	3.9474924
A0A2R8YCH5;A0A024R2Q3;A0A2R8Y5A3;P35222;A0A2R8Y543;B4DL06;A0A2R8Y7Z0;A0A2R8Y804;A0A2R8Y750;A0A2R8Y6G0	CTNNB1	plasma_membrane	-12.818444	-5.3386903	10.028544	6.9094424	4.1761875
A0A669KB05;A0A024R4Z0;Q7KZJ3	CTNND1	plasma_membrane	-12.69553	-5.8934736	9.558278	7.1032267	3.942915
A0A5H1ZRP8;A0A075B6G3;P11532;A0A087WV90;A0A5H1ZRQ1;A0A5H1ZRP7;Q14205;A0A5H1ZRR9	DMD	plasma_membrane	-12.47716	-6.431871	8.899383	7.1476135	3.7097712
Q14126	DSG2	plasma_membrane	-12.753927	-5.268036	10.011713	6.8063684	4.284034
A0A024QZA8;P29317;B4DL04	EPHA2	plasma_membrane	-13.015059	-4.5422587	10.668716	6.643959	4.3329396
A8K5U6;A0A140VJJ0;P29320;Q6P4R6;C9JXA2	EPHA3	plasma_membrane	-12.564581	-4.846566	10.132475	6.5798874	4.487056
Q6NUR7;E7EQR4;P15311;V9HW42;B7Z5V2	EZR	plasma_membrane	-12.846518	-5.833131	9.644406	7.113451	3.8793616
A0A0S2Z5C9	FTSJ1	plasma_membrane	-12.86027	-5.532662	9.835843	7.0022063	3.9315288
P29992;Q59FM5	GNA11	plasma_membrane	-13.0646715	-4.6590304	10.616857	6.673378	4.231979
P04899;B3KX51;B3KP24;Q93020	GNAI2	plasma_membrane	-12.822158	-5.288438	10.052247	6.8615937	4.16224
A0A0S2Z3S5;Q5FWY2;A0A590UJB0	GNAS	plasma_membrane	-12.567082	-5.864587	9.493319	6.9782662	4.0344796
B2R6K4;A0A140VJJ8;P62873;A0A2L0WW42;Q71UM6	GNB1	plasma_membrane	-12.690504	-5.5268645	9.733016	6.9910893	4.151093
X5D945;P01112	HRAS	plasma_membrane	-13.082118	-4.715907	10.490432	6.7936187	4.310818
A0A0S2Z6M9;A0A7P0TAP6;A0A7P0Z4L0	HYCC1	plasma_membrane	-11.937642	-7.261472	7.8948026	7.356296	3.5465431
A0A024RB01;P08648;A8K6A5;B2R627	ITGA5	plasma_membrane	-12.909591	-4.981932	10.341325	6.7085304	4.2147474
H7C4K3;A0A7I2V2F9;E7EUI6;P05556;A0A7I2V348;C9JPK5;A0A7I2V5Z8;A0A7I2V5T3	ITGB1	plasma_membrane	-12.450689	-5.753628	9.455502	6.898209	4.1725097
A4D1S0	KLRG2	plasma_membrane	-12.8499565	-4.559823	10.73582	6.2262993	4.078787
A0A024R9M3;A0A3B3ISV5;Q8N9N7;H3BSW0	LRRC57	plasma_membrane	-12.525073	-6.5376725	8.914508	7.258602	3.6651368
M0R2C6;B4DXB9	M0R2C6[p]	plasma_membrane	-12.152154	-7.329422	7.9674664	7.376148	3.4742665
Q5TCQ9	MAGI3	plasma_membrane	-12.279825	-7.4995003	7.9387555	7.5613914	3.2467937
P29966;Q6NVI1	MARCKS	plasma_membrane	-12.60513	-5.385145	9.85187	6.99171	4.3179936
P49006	MARCKSL1	plasma_membrane	-12.803077	-5.542177	9.881043	7.0332747	4.196484
P26038;V9HWC0;Q6PJT4	MSN	plasma_membrane	-12.921452	-5.7259445	9.790763	7.140463	3.9119215
Q9UNF0;Q6FIA3;A0A0U1RR22;A0A024R4X1	PACSIN2	plasma_membrane	-12.999097	-4.8921847	10.388472	6.5632267	4.051802
Q9NVD7;B7Z952	PARVA	plasma_membrane	-12.586439	-7.027262	8.574791	7.531019	3.4610915
O60331;A0A7P0T808	PIP5K1C	plasma_membrane	-12.115381	-7.2508917	8.038372	7.305245	3.4605484
Q01970	PLCB3	plasma_membrane	-12.707433	-5.6815596	9.733821	7.082289	4.0021935
Q9UEI6	Q9UEI6[p]	plasma_membrane	-12.737572	-5.3703594	9.967311	6.890447	4.190851
Q15286;F5H157	RAB35	plasma_membrane	-12.557373	-5.5607643	9.701649	6.8520865	4.1871476
P61224;A0A024RB87;E7ESV4;F5GX62;A6NIZ1;Q9BXV4;B7ZB78;F5H004;F5H823;F5H6R7;B7ZAY2	RAP1B	plasma_membrane	-12.352436	-5.5045366	9.5894985	6.7838492	4.285727
B0YJ88;P35241;A0A2R8Y5S7;A0A2R8Y7M3;B7Z2S7;Q05CU6;Q6PKD3	RDX	plasma_membrane	-12.927773	-5.7972574	9.716494	7.1770916	3.8497825
Q6ICQ8;P84095	RHOG	plasma_membrane	-12.492675	-5.589336	9.631324	6.848575	4.219871
P62070	RRAS2	plasma_membrane	-13.000309	-4.941214	10.346571	6.8168373	4.2579637
A0A0G2JPP5	SCRIB	plasma_membrane	-13.345634	-5.4408436	10.124954	6.721767	3.5223496
