bait	prey	significant	HCDP	subcell_localization	logFC_APMS	padj_APMS	logFC_TbID	padj_TbID	method
MEK2WT	EEF1D	TbID	no	cytosol	0.232344550014086	0.0788417286581077	1.18603421016624	3.45632198120409e-07	TbID
ArafD447A	EEF1D	shared	no	cytosol	0.223444966101785	0.0289074686040958	1.27246007995224	1.85003798485738e-07	TbID
HrasG13R	EEF1D	shared	no	cytosol	0.496362450287131	0.00233639760090074	0.782607803930542	3.82621812464209e-05	TbID
Raf1S259F	EEF1D	TbID	no	cytosol	-0.0896435576177045	0.394469256164372	0.978314982107074	3.44163098686794e-06	TbID
ArafWT	EEF1D	TbID	no	cytosol	0.0252562841855975	0.81704704857669	0.857653935024306	5.70504393371675e-05	TbID
HrasQ61R	EEF1D	shared	no	cytosol	0.300071681814933	0.0110834150220832	0.850580384607859	2.73164671877523e-05	TbID
NrasQ61K	EEF1G	TbID	no	unclassified	-0.185525443157305	0.244797648957397	0.818246749517258	1.43770304039244e-05	TbID
HrasQ61R	EEF1G	TbID	no	unclassified	-0.231937842619187	0.106462031296049	0.882532213772833	6.47096722288421e-06	TbID
MEK2WT	EEF1G	TbID	no	unclassified	-0.297997974524154	0.16489966272498	0.984113765301675	1.23444018063951e-06	TbID
BrafWT	EEF1G	TbID	no	unclassified	-0.438507054227698	0.0078448885980063	1.09917444071291	7.31338116716704e-07	TbID
BrafD594N	EEF1G	TbID	no	unclassified	-0.257934328521339	0.126380117576629	0.861333499668852	1.14729242929961e-05	TbID
ArafD447A	EEF1G	TbID	no	unclassified	-0.393233278548302	0.0128405972170111	1.25350215311789	4.53268199340059e-08	TbID
ArafWT	EEF1G	TbID	no	unclassified	-0.528581282484916	0.00167245593718751	0.895116761016302	7.01943914777322e-06	TbID
BrafG469A	EEF1G	TbID	no	unclassified	-0.28270137403567	0.0381626334554017	0.893056824038471	1.45409262868991e-06	TbID
Raf1S257L	EEF1G	TbID	no	unclassified	-0.519251913534789	0.00295815347138711	1.19654252804403	1.83504444815176e-07	TbID
Raf1S259F	EEF1G	TbID	no	unclassified	-0.654635469528076	0.000416649162108323	1.05619922388292	3.86104017664187e-07	TbID
HrasG13R	EEF1G	TbID	no	unclassified	-0.235882046787058	0.290354375280365	0.826508688346238	7.2395433998362e-06	TbID
ERK2AA	EEF1G	TbID	no	unclassified	-0.22748736401075	0.102212527420017	1.02916383074788	2.17065191996432e-06	TbID
KrasG12D	EEF2K	AP-MS	no	cytosol	0.756596113947261	3.30238844638495e-06	-0.277251593409094	0.00265042449539496	AP-MS
KrasS17N	EEF2K	AP-MS	no	cytosol	0.839179709780499	1.76392556871048e-06	-0.283106725716795	0.000805297007327414	AP-MS
KrasG12V	EEF2K	AP-MS	no	cytosol	0.766074841224068	2.03668360335581e-07	-0.308993501564869	0.00063044392375972	AP-MS
BrafWT	EEF2KMT	AP-MS	no	cytosol	1.16830887620166	0.0119975819435266	NA	NA	AP-MS
NrasQ61R	EEIG2	TbID	no	NA	NA	NA	1.47164879795498	6.24383838228418e-08	TbID
KrasG12D	EEPD1	TbID	no	plasma_membrane	0.0222733495128367	0.867131813848725	0.842775120270329	0.000769579247713763	TbID
MEK2AA	EFHD1	TbID	no	actin_cytoskeleton	0.044840819456579	0.959558986466924	0.889403793187331	3.33861121474176e-08	TbID
ArafS214P	EFNB1	TbID	yes	plasma_membrane	-0.892019943752555	0.000598701474695911	0.895356235868146	1.10152742784205e-07	TbID
MEK2DD	EFNB2	shared	no	plasma_membrane	0.862092463745311	0.000327463575287631	0.961386254112871	1.91974433614505e-10	TbID
ArafS214P	EFNB2	TbID	no	plasma_membrane	-0.475494262748215	0.0195851794285639	1.54940454506509	1.14869016664586e-10	TbID
HrasG13R	EFNB2	TbID	no	plasma_membrane	-0.231120992627198	0.288173722277669	1.37575694587334	1.75213656997651e-11	TbID
HrasS17N	EGFL7	shared	no	ERGIC	1.08059753876704	1.23391175755723e-06	0.671826401167292	1.07631954819041e-07	Both
ArafWT	EGFL7	core	no	ERGIC	1.77856312259387	7.33451862107592e-09	1.32777184390548	9.4823087247031e-11	Both
Raf1S257L	EGFL7	core	no	ERGIC	1.33101808899359	2.87894758585898e-07	0.840278921146675	1.38627744447776e-08	Both
ArafD447A	EGFLAM	TbID	no	NA	0.270942503585913	0.123837169079881	0.962121301583078	2.85946521907582e-06	Both
ArafWT	EGFLAM	TbID	no	NA	0.158621265747686	0.362138237280475	0.927762422330067	9.04496442168221e-06	Both
BrafWT	EGFLAM	shared	no	NA	0.575285821997101	0.00500937310644489	0.90601795863245	1.70213237406601e-05	Both
BrafV600E	EGFLAM	shared	no	NA	0.387701631343932	0.0436618752245523	0.852299219645308	6.86218748505335e-06	Both
NrasQ61R	EGFLAM	core	no	NA	1.05547680796298	3.77099198664275e-05	0.972302113377872	4.97464419267681e-06	Both
HrasQ61R	EGFLAM	shared	no	NA	0.851717064988349	0.000724452996661976	0.903764544686371	1.23499743334091e-05	Both
BrafG469A	EGR1	core	yes	NA	4.3071708584466	4.9129808433901e-08	2.877644174671	9.60556889745211e-11	Both
MEK1DD	EGR1	core	yes	NA	4.21208291858482	6.11357484529857e-08	2.9537432349443	1.49235078471747e-10	Both
Raf1S259F	EGR1	core	yes	NA	3.36082626143082	6.23460905220291e-07	2.09102787345513	1.62930396656778e-09	Both
MEK2DD	EGR1	core	yes	NA	3.40210823154432	2.36695244786623e-07	2.84799236033528	1.10226911078822e-10	Both
BrafV600E	EGR1	core	yes	NA	4.24056578956569	4.38946080395478e-08	2.77489322307051	8.99703367045543e-11	Both
ArafS214P	EGR1	core	yes	NA	3.2900956374744	6.27803879616551e-07	1.62341043974695	2.50651502049478e-08	Both
Raf1S257L	EGR1	core	yes	NA	3.35553541456246	1.03409908219635e-07	2.23935574345883	4.36351899090498e-09	Both
BrafG469A	EHD4	shared	no	plasma_membrane	0.46765915547417	0.000425245572219563	0.862421160688769	1.01191418679429e-09	TbID
Raf1WT	EID2	TbID	no	NA	0.139138558177748	0.610677152513322	0.89057599984852	0.00120153166644388	TbID
MEK1WT	EID2	TbID	no	NA	-0.155111247595482	0.616101689594913	1.23501163732846	6.77710667390654e-05	TbID
MEK1AA	EID2	TbID	no	NA	-0.187418159809456	0.498069605345821	1.09578225171419	0.00045904121214484	TbID
MEK2AA	EID2	TbID	no	NA	-0.151476895987737	0.609521762223815	1.28016746935396	3.26233644756775e-05	TbID
ArafD447A	EID2	TbID	no	NA	0.368332563270002	0.0750714702057207	1.00225811467686	0.00028264767627369	TbID
MEK2DD	EID2	TbID	no	NA	0.188964181111813	0.403230558782374	1.21917854984845	6.36992889391312e-05	TbID
BrafD594N	EID2	TbID	no	NA	-0.13812943921117	0.616943734738645	1.25206482821288	5.92533688340016e-05	TbID
BrafV600E	EID2	TbID	no	NA	-0.415718630482186	0.0836205342784716	1.09431196032857	9.59066381109481e-05	TbID
BrafWT	EID2	TbID	no	NA	-0.353804692612408	0.128098144779041	1.06589574506164	0.000219420057247233	TbID
MEK2WT	EID2	TbID	no	NA	-0.0162159384095879	0.972565433510351	1.20205046168961	0.000132903089987055	TbID
ArafS214P	EIF2AK1	AP-MS	no	cytosol	1.3747247017871	5.00607758660212e-06	0.180861748055642	0.0932934856748011	AP-MS
ArafWT	EIF2AK1	shared	no	cytosol	1.68353025659676	1.56740741450144e-07	0.377484385902953	0.00290614217002925	AP-MS
MEK2DD	EIF2B2	TbID	yes	unclassified	-0.0975150658387941	0.604714997108537	1.02077151649142	2.38127435218215e-10	TbID
MEK1DD	EIF3D	TbID	no	stress_granule	0.650196876378379	0.0687114035093352	0.912457015311935	3.80310230646115e-08	TbID
ArafD447A	EIF3L	shared	no	stress_granule	0.341286229234608	0.006377182554815	1.00533114502696	3.44910774946346e-08	TbID
BrafG469A	EIF3L	shared	no	stress_granule	0.272153488500633	0.0323357800726366	1.02986985971757	5.0622132272651e-09	TbID
Raf1D486A	EIF3L	shared	no	stress_granule	0.410984980330714	0.00321528460002282	1.19101009687759	3.12575005365658e-09	TbID
Raf1D486A	EIF4A2	TbID	yes	stress_granule	-0.192952187562954	0.246433664879236	0.841651408811384	3.59662934490088e-08	TbID
MEK2AA	EIF4B	TbID	no	stress_granule	-0.64115318336061	0.406784577714144	0.969691626707487	1.06706338465587e-07	TbID
MEK2DD	EIF4B	TbID	no	stress_granule	-1.00009678774297	0.0647648695321834	1.20574681198062	6.91653204252814e-09	TbID
MEK2AA	EIF4E	TbID	yes	stress_granule	-0.153267146394002	0.428300405665541	0.891520002418187	5.0504856986447e-07	TbID
NrasQ61R	EIF4E3	AP-MS	no	cytosol	1.04656329560768	0.0178279836440781	NA	NA	AP-MS
HrasS17N	EIF4EBP1	AP-MS	yes	cytosol	1.44609162925115	8.21154235105438e-05	-0.749735668468286	1.29453976583634e-05	AP-MS
ERK1WT	EIF4EBP1	AP-MS	yes	cytosol	1.26997506396689	0.000730285325271429	-0.300869922377857	0.0105217833658636	AP-MS
ERK2AA	EIF4EBP2	AP-MS	no	cytosol	1.0945717065209	4.20845488375846e-05	NA	NA	AP-MS
NrasQ61R	EIF4ENIF1	shared	no	p-body	1.15654959343348	5.08403781497987e-07	0.179601143902087	0.0100856761268286	AP-MS
MEK2DD	EIF4G1	TbID	no	stress_granule	-0.305869123069439	0.00742407193119203	0.929059380416191	6.50661181076021e-09	TbID
KrasWT	EIF4G2	AP-MS	no	stress_granule	0.761313655981013	1.2783872414361e-06	-0.522833243004387	1.54724828836398e-06	AP-MS
KrasG12D	EIF4G2	AP-MS	no	stress_granule	0.880221169129245	2.87211502234122e-07	-0.104551185816815	0.027609604172624	AP-MS
KrasG12V	EIF4G2	AP-MS	no	stress_granule	0.743850919533354	9.72183204363791e-08	-0.200491990206608	0.000575343275047413	AP-MS
KrasS17N	EIF4G2	AP-MS	no	stress_granule	0.799941523806352	1.35286147429743e-06	-0.130927432428999	0.00180894043483344	AP-MS
KrasG12D	EIF5A	shared	yes	unclassified	0.732269187998881	1.99034602903745e-06	0.229783401540278	0.00369540081097557	AP-MS
MEK1AA	ELAPOR2	TbID	no	NA	NA	NA	0.896876856357813	0.00340950009121318	TbID
MEK1DD	ELF1	AP-MS	no	nucleus	1.13126328957498	0.0464114236047326	-1.12972935241263	9.66731776770666e-10	AP-MS
NrasQ61R	ELFN1	core	no	NA	1.45820040927691	0.0283855206360948	1.54679142607874	1.64469073445435e-08	Both
BrafV600E	ELFN1	TbID	no	NA	0.933796293831197	0.15920654184828	0.911389649776521	7.99968879911591e-07	Both
Raf1S259F	ELFN1	TbID	no	NA	0.211619526101491	0.799420885882882	1.14534272137911	9.45386454472328e-08	Both
HrasS17N	ELFN1	core	no	NA	1.63593289788478	0.0114125207741809	1.67990788583563	2.13764809115274e-08	Both
BrafG469A	ELFN2	core	no	NA	1.32357861965639	0.000292685590237667	1.55353015253407	4.03690428420564e-08	Both
MEK1DD	ELFN2	core	no	NA	1.0860052353644	0.00335710784159934	1.1733655232606	1.27937040443198e-06	Both
Raf1S259F	ELFN2	shared	no	NA	0.915317246953051	0.00429224496067311	1.69501008827507	2.18250541097065e-08	Both
Raf1S257L	ELFN2	TbID	no	NA	0.356155419820158	0.278792588955819	0.908900341762089	2.06950520641965e-05	Both
BrafV600E	ELFN2	shared	no	NA	0.793450229263376	0.0360776121191954	1.16072180127328	7.21094228775475e-07	Both
HrasS17N	ELFN2	core	no	NA	1.51434178275514	6.91598560368046e-05	1.53454512154651	7.2683756614417e-08	Both
MEK2DD	ELK1	AP-MS	no	nucleus	1.245835884343	0.037087525653898	-0.439281045442701	0.00397145242975385	AP-MS
MEK1WT	ELMO1	AP-MS	yes	NA	1.00961900736057	0.00352282680273999	0.0206164548993207	0.717131788841622	AP-MS
Raf1D486A	ELOF1	TbID	no	nucleus	0.359721835475739	0.730505262956772	1.25799432585413	0.000147122280187217	TbID
HrasG13R	ELOF1	TbID	no	nucleus	-0.240127406515911	0.818490970124955	1.17238528094858	0.000362633322715333	TbID
BrafG469A	ELOVL1	TbID	yes	ER	-0.0255594748504532	0.951171673166025	0.868940165593513	4.52643539219955e-08	TbID
ArafWT	ELOVL2	shared	no	NA	1.23272526088528	0.00381231981223573	0.293568881813386	0.0119412578348903	AP-MS
KrasWT	ELOVL7	TbID	no	ER	NA	NA	0.863046365309915	5.89302705314584e-06	TbID
Raf1D486A	ELOVL7	TbID	no	ER	NA	NA	0.845606320948787	3.54993824712226e-07	TbID
BrafG469A	ELOVL7	TbID	no	ER	NA	NA	0.931327875789	9.92141313483825e-08	TbID
HrasWT	ELP1	shared	yes	cytosol	1.60698573999732	1.45084150088748e-07	0.354187418768991	0.000379193353237657	AP-MS
HrasWT	ELP2	AP-MS	yes	cytosol	1.42678007764722	1.45084150088748e-07	-0.0633719804879234	0.506725042940286	AP-MS
HrasWT	ELP3	shared	no	cytosol	1.8557199566003	1.20223667285485e-08	0.276556814032343	0.00034236320742821	AP-MS
HrasWT	ELP4	core	yes	cytosol	1.43473640238213	1.42699132482937e-07	0.803251286977033	1.03708486906701e-06	Both
HrasWT	ELP5	core	no	cytosol	1.70527833346724	1.97962738970672e-06	0.831658179422817	7.90290437249927e-07	Both
MEK2DD	EMC6	shared	no	ER	1.30162128128814	2.74386513795206e-05	0.337703143694568	0.0206285648287581	Both
BrafG469A	EMC6	TbID	no	ER	0.337172773870446	0.128888526561661	1.33294056207098	3.90815504970865e-08	Both
KrasG12D	EMC9	TbID	no	ER	NA	NA	0.88364024330721	0.000763115914099035	TbID
KrasG12V	EMC9	TbID	no	ER	NA	NA	0.783700179199476	0.000910765270029848	TbID
KrasWT	EMC9	TbID	no	ER	NA	NA	1.27873128205576	8.62675719507111e-05	TbID
KrasS17N	EMC9	TbID	no	ER	NA	NA	0.824112037603036	0.00159278140252519	TbID
BrafG469A	EMILIN2	TbID	no	NA	0.683067691292186	0.150399427170448	0.874125528498115	8.60405264713365e-08	Both
BrafWT	EMILIN2	TbID	no	NA	0.792086772189625	0.133508054949589	0.923297159792086	1.25793271609031e-07	Both
ArafWT	EMILIN2	TbID	no	NA	0.527550914918627	0.245679083063796	1.43131553556012	7.38180006133534e-10	Both
ERK2AA	EMILIN2	core	no	NA	1.22258263008249	0.0163865754694139	1.24177821717898	4.68082718929259e-08	Both
NrasQ61R	EMILIN2	TbID	no	NA	0.118203660540455	0.835084333989413	1.74119836071979	6.63819834830712e-10	Both
Raf1S259F	EMILIN2	core	no	NA	1.26585982615596	0.0121142472553361	1.70296014200269	2.28214282819731e-10	Both
HrasS17N	EMILIN2	TbID	no	NA	0.643681991375524	0.155065215220265	1.37847042777354	4.04794147750878e-09	Both
HrasG13R	EMILIN2	core	no	NA	1.71935611126752	0.0035823404121279	1.09841205417816	1.1322648978503e-07	Both
Raf1S257L	EMILIN2	TbID	no	NA	0.382980797137989	0.427160380002361	1.16328461653114	2.4679257366507e-08	Both
Raf1D486A	EMILIN3	shared	no	NA	0.676871903625577	0.000787443606239024	1.00367009174344	1.81016218015217e-09	TbID
ArafWT	EMILIN3	shared	no	NA	0.622617785602188	0.00112559799895716	0.88245537727369	8.71570847413625e-09	TbID
NrasS17N	EMILIN3	shared	no	NA	0.917084098346643	0.000165222626949102	0.904423808740887	2.49105384781148e-07	TbID
ERK2DD	EMILIN3	shared	no	NA	0.795395915388715	0.000224959389541082	0.867380109730849	8.4972199591345e-08	TbID
HrasS17N	EMILIN3	shared	no	NA	0.861020657731597	9.0966399065185e-05	1.12970344240886	5.78214228872038e-09	TbID
ERK2AA	EMX1	AP-MS	no	NA	1.60538926179298	0.000163481436376678	NA	NA	AP-MS
NrasQ61R	EMX1	AP-MS	no	NA	1.17992067835054	0.000862530712569775	NA	NA	AP-MS
ERK2DD	EMX1	AP-MS	no	NA	1.45872265035107	0.000171421287937542	NA	NA	AP-MS
ERK1DD	ENAH	shared	no	actin_cytoskeleton	0.351985769700329	0.0465735287283771	0.853208351348499	6.18214722885049e-08	TbID
BrafG469A	ENC1	shared	no	NA	0.953367314807063	5.37850322564403e-06	1.33755312708971	1.25948313185316e-08	Both
Raf1S259F	ENC1	shared	no	NA	0.721724140266289	8.97458681814203e-05	1.27072716663074	2.51970897236496e-08	Both
BrafV600E	ENC1	shared	no	NA	0.579274425925436	0.00024744356222017	1.1001530531538	1.08642668965081e-07	Both
MEK1DD	ENC1	core	no	NA	1.47376015366024	9.17062532857644e-08	1.48875508289597	6.78843714628949e-09	Both
Raf1S257L	ENC1	core	no	NA	1.71707305810912	2.67328349136601e-09	1.89861185329149	6.698491126659e-10	Both
ArafS214P	ENC1	shared	no	NA	0.773986611156963	1.59567288185249e-05	1.2092466968911	5.97962844005848e-08	Both
MEK2DD	ENC1	core	no	NA	1.54950403726717	3.09650483366019e-08	1.50025474818758	5.90781794608756e-09	Both
ERK1AA	ENGASE	shared	no	unclassified	1.74352199401262	1.08896669021726e-07	0.234686424068001	0.0104364005492571	AP-MS
ERK1WT	ENGASE	AP-MS	no	unclassified	1.72767323834407	3.30938077378635e-09	-0.0994727734152118	0.274172629109983	AP-MS
ERK1DD	ENGASE	AP-MS	no	unclassified	1.82297281596303	1.52535411093129e-08	-0.0744639877504008	0.43264161294859	AP-MS
MEK2DD	ENTPD7	AP-MS	no	NA	1.21183386459407	6.86677120462522e-05	NA	NA	AP-MS
Raf1D486A	ENTR1	shared	no	early_endosome	0.508360425278628	0.00160566927598769	1.01196035760134	2.22260176773027e-05	Both
ArafWT	ENTR1	AP-MS	no	early_endosome	1.61525713620193	3.76826418002645e-08	0.20384320566739	0.244914318303362	Both
Raf1S257L	ENTR1	AP-MS	no	early_endosome	2.06406186492375	2.27076748067147e-09	0.134738180382167	0.389808341948755	Both
ArafS214P	ENTR1	AP-MS	no	early_endosome	1.51277621444373	2.15350421901673e-06	0.162389981637453	0.373985509450791	Both
Raf1S259F	ENTR1	AP-MS	no	early_endosome	1.39820586242959	8.51256110148364e-06	-0.154989510681791	0.327324438291547	Both
ArafD447A	ENTR1	AP-MS	no	early_endosome	1.26738948693825	4.06658221915502e-07	0.263877737404742	0.0976274963709485	Both
HrasQ61R	ENTR1	TbID	no	early_endosome	0.0353477865153614	0.860290328621104	1.13947110932947	1.5682218970193e-05	Both
ERK1AA	EPB41L3	AP-MS	no	actin_cytoskeleton	0.984656644502124	1.61573855422831e-05	-0.259459509987202	0.00473396910391867	AP-MS
HrasS17N	EPB41L4B	TbID	no	NA	0.220283409139351	0.225737132640449	0.997094599703899	2.05951622257037e-07	TbID
BrafD594N	EPB41L4B	TbID	no	NA	0.170773156188588	0.466993566783677	1.16401727100796	2.06141710932392e-08	TbID
ERK2DD	EPB41L4B	TbID	no	NA	0.211766997247334	0.287269579192857	0.860203716849216	5.1475457303745e-06	TbID
NrasS17N	EPB41L4B	TbID	no	NA	-0.0960961540461223	0.677898326327925	0.920591545512189	2.54191492508877e-06	TbID
HrasQ61R	EPB41L5	shared	no	plasma_membrane	0.383479725135227	0.0209680852526895	0.820345352937149	0.000253350990736074	TbID
BrafG469A	EPCAM	shared	yes	NA	0.494866485591015	0.00405664600375343	1.02440780685677	1.00132963090511e-06	Both
Raf1S259F	EPCAM	shared	yes	NA	0.777706671646077	0.000903650203088575	1.34050511777964	7.59257934508445e-08	Both
MEK1DD	EPCAM	shared	yes	NA	0.609044799628551	0.0056938691836673	1.10337927582523	7.94569168244969e-07	Both
MEK2DD	EPCAM	shared	yes	NA	1.4235446312865	1.34563123887539e-06	0.511872295918397	0.000863866334629446	Both
ArafS214P	EPHA2	shared	yes	plasma_membrane	0.674570161824858	3.66723272656318e-05	1.39052181685272	3.62415390544266e-09	Both
BrafG469A	EPHA2	shared	yes	plasma_membrane	1.14153979369818	4.826323217896e-07	1.50297161639811	3.06354794428873e-09	Both
MEK1DD	EPHA2	core	yes	plasma_membrane	1.2603914344707	1.89625695715785e-07	1.38044946369451	1.73417509058939e-08	Both
MEK2DD	EPHA2	core	yes	plasma_membrane	1.87224822490186	3.3287466009848e-09	1.43361600006435	9.50925536101626e-09	Both
Raf1S259F	EPHA2	core	yes	plasma_membrane	1.50906557216525	3.35295620562714e-07	1.98828491378322	2.29867451257006e-10	Both
Raf1S257L	EPHA2	shared	yes	plasma_membrane	0.996522244616077	5.98444806376049e-07	0.997737676219243	2.03503723364104e-07	Both
HrasG13R	EPHA2	TbID	yes	plasma_membrane	0.155911025602491	0.265865711864046	1.12700080044528	2.47884746444832e-07	Both
BrafV600E	EPHA2	shared	yes	plasma_membrane	1.12066683073971	4.90816679200651e-07	1.21500697807424	1.80460903242073e-08	Both
HrasG13R	EPHA5	TbID	no	NA	-0.478383401479834	0.173271740350951	0.782017723046489	1.64885651538163e-05	TbID
HrasG13R	EPHA7	TbID	no	plasma_membrane	-0.671254748889179	0.00571130027608077	0.932332074704642	3.08142779567375e-07	TbID
ArafS214P	EPHB4	TbID	yes	plasma_membrane	0.015252593221401	0.953045343613537	1.02731003435303	1.293031326108e-07	TbID
HrasG13R	EPHB4	TbID	yes	plasma_membrane	0.111175989298585	0.70519232702839	0.868467933510095	2.33788820081353e-06	TbID
ArafD447A	EPHB4	TbID	yes	plasma_membrane	-0.15874738767217	0.502944381137866	0.970864959868323	2.47184276559162e-07	TbID
BrafV600E	EPHX4	shared	no	ER	0.882207174248557	7.74180036335681e-05	1.27159159598706	9.59316560779549e-10	Both
MEK1DD	EPHX4	shared	no	ER	0.976046716894693	4.97235814405346e-05	0.932182648896339	2.81925666267822e-07	Both
MEK2DD	EPHX4	core	no	ER	2.34622204427562	4.28546839666282e-09	0.874844768459012	8.17477608343367e-08	Both
Raf1S259F	EPHX4	shared	no	ER	0.693137165515155	0.00239629337496832	1.0276924656213	9.51830404957047e-09	Both
BrafG469A	EPHX4	shared	no	ER	0.94472506896421	2.78868295050107e-05	1.55079720030531	1.52139100019398e-10	Both
ArafS214P	EPPK1	shared	no	cytosol	0.726798386178055	2.55937696164494e-05	0.982600467514108	9.98662664749022e-09	TbID
MEK1AA	ERAP2	AP-MS	no	NA	1.7243784289561	0.0314444626782872	-0.0765451012651195	0.449293860400497	AP-MS
ArafS214P	ERBIN	shared	no	plasma_membrane	0.501276147507757	0.000229956868553164	1.16315320223843	2.39911075035898e-09	TbID
MEK2WT	ERCC6L	shared	no	unclassified	0.699780927611447	3.95530694077652e-05	1.16241634390237	2.9233032071958e-09	TbID
MEK2DD	ERCC6L	shared	no	unclassified	0.849186534630867	1.07852201193062e-06	0.991846331730297	1.1540375196915e-08	TbID
MEK2AA	ERCC6L	shared	no	unclassified	0.364883871428974	0.00977666585657163	0.945148024334447	1.53017565308928e-08	TbID
ERK1AA	ERF	core	yes	nucleus	1.88605032306386	1.21767875545665e-05	2.06286866418619	1.39333104087383e-09	Both
ERK2DD	ERF	shared	yes	nucleus	0.920514311348367	0.00171511512631887	1.07178959840095	1.10667725236259e-07	Both
ERK1DD	ERF	core	yes	nucleus	2.61976897176574	2.32300512445273e-06	2.23293191518593	2.51315146589966e-10	Both
ERK1WT	ERF	core	yes	nucleus	3.97646108283011	4.74772356309607e-09	2.4660881967702	1.63663140714227e-10	Both
ERK2AA	ERF	core	yes	nucleus	1.21298934539774	0.000247124386689213	1.46857462921758	1.5726158335071e-08	Both
ERK2WT	ERF	core	yes	nucleus	3.23045426346097	3.40080862054269e-08	2.11783213216951	1.18548804598788e-10	Both
ERK1WT	ERICH1	TbID	no	unclassified	-0.274677553613172	0.767973106847479	0.928533664374233	1.65065577171788e-06	TbID
MEK2DD	ERLEC1	shared	no	ER	0.550265816820111	0.000817535618955387	0.906761370083947	9.78979654068109e-07	TbID
KrasG12D	ERO1B	shared	no	ER	0.258111377251955	0.00447919261953991	0.902125974866744	1.64823537146559e-06	TbID
HrasG13R	ERP44	TbID	no	ERGIC	-0.563503935441542	0.0154866038768912	0.777730950985388	4.81798920238859e-07	TbID
Raf1S257L	ERRFI1	shared	no	NA	0.915388337597396	0.00359163498859485	0.985983048204907	1.73751270661609e-07	Both
BrafV600E	ERRFI1	shared	no	NA	0.614968388321038	0.0479688726138045	0.860048612136595	3.63911934343867e-07	Both
MEK2AA	ERRFI1	TbID	no	NA	0.237665360506485	0.628884446939308	0.906876881391361	1.28415406386414e-07	Both
ERK2WT	ERRFI1	TbID	no	NA	0.0935938713260647	0.810239497216551	1.01620830068822	7.85313210993005e-07	Both
Raf1S259F	ERRFI1	core	no	NA	1.16999966680609	0.000742703112011105	1.0750906149529	2.9379912186611e-08	Both
MEK1DD	ERRFI1	shared	no	NA	1.13519549701997	0.00147237412588411	1.87639483901349	5.25850902220625e-10	Both
MEK2DD	ERRFI1	TbID	no	NA	0.067501856283615	0.831937991330543	2.43082471208162	3.15555777853519e-11	Both
HrasG13R	ESD	TbID	no	cytosol	0.348775256374679	0.127126509713005	0.829225280389689	0.000256967201460235	TbID
HrasS17N	ESRRA	TbID	yes	nucleus	0.430144817198825	0.11971553108574	1.3397905147632	4.8732062003734e-06	TbID
ArafWT	ESRRA	TbID	yes	nucleus	0.0291148443000424	0.92770509239528	1.09291571026837	0.000151825687087777	TbID
Raf1S259F	ESRRG	TbID	no	nucleus	NA	NA	0.893330937123714	0.00033385606174957	TbID
BrafD594N	ESRRG	TbID	no	nucleus	NA	NA	1.21754709326417	4.21844957052588e-05	TbID
BrafWT	ESRRG	TbID	no	nucleus	NA	NA	0.842357901187681	0.000828543634952846	TbID
ArafWT	ESRRG	TbID	no	nucleus	NA	NA	1.23075499717082	3.01939079256588e-05	TbID
HrasS17N	ESRRG	TbID	no	nucleus	NA	NA	2.14024368289446	2.36755349869616e-07	TbID
Raf1WT	ESRRG	TbID	no	nucleus	NA	NA	0.982384487767875	0.000195206985040021	TbID
MEK2DD	ETF1	shared	no	unclassified	0.423433058092226	0.000287133568417835	0.963331832765522	1.50513807368496e-09	TbID
HrasG13R	ETFA	TbID	yes	mitochondrion	-0.252994585468224	0.0960313437542009	0.89195941986485	1.21492238933636e-07	TbID
Raf1S259F	ETS2	AP-MS	no	NA	1.40864082752892	7.46716128355368e-05	0.512028342939411	0.305552303063739	Both
Raf1S257L	ETS2	core	no	NA	1.21339862914742	0.000312053391416945	1.04420710812141	0.0261912614629942	Both
MEK1DD	ETS2	TbID	no	NA	0.744798587094297	0.0798438813583941	0.973811678476742	0.0389326908799555	Both
BrafV600E	ETS2	shared	no	NA	0.906248454910804	0.00355222433621671	1.22415590214013	0.010280734091978	Both
MEK2DD	ETS2	shared	no	NA	0.979438101373857	0.00735108685174662	1.39036253976284	0.00503756914977145	Both
ERK2WT	ETV3	core	no	nucleolus	1.52142498968835	3.40080862054269e-08	2.85814800929495	3.33415968253668e-12	Both
ERK1AA	ETV3	core	no	nucleolus	1.1668149766243	6.81965512900466e-07	2.93804489858872	8.69482133229404e-12	Both
ERK2DD	ETV3	shared	no	nucleolus	0.567261942605454	0.000676809803981367	1.70106130756398	1.16033803305965e-09	Both
ERK2AA	ETV3	shared	no	nucleolus	0.735105989807054	4.62329946430311e-05	2.21518709004211	2.2073726403672e-11	Both
ERK1DD	ETV3	shared	no	nucleolus	0.897258007555486	3.00019807078765e-05	2.54506152041304	4.12800371678777e-12	Both
ERK1WT	ETV3	core	no	nucleolus	1.33427843839021	9.67408310099848e-07	2.68528548269493	1.63663140714227e-10	Both
BrafG469A	ETV4	AP-MS	yes	NA	1.85672922613217	6.87449832414221e-05	NA	NA	AP-MS
Raf1S259F	ETV4	AP-MS	yes	NA	1.80342479683914	7.51220033485194e-05	NA	NA	AP-MS
BrafD594N	ETV4	AP-MS	yes	NA	1.40476633423345	0.00197545938044414	NA	NA	AP-MS
BrafV600E	ETV4	AP-MS	yes	NA	1.39789988598221	0.0012538853948591	NA	NA	AP-MS
MEK2DD	ETV4	AP-MS	yes	NA	1.86423991610408	9.8534622055899e-05	NA	NA	AP-MS
