bait	prey	significant	HCDP	subcell_localization	logFC_APMS	padj_APMS	logFC_TbID	padj_TbID	method
MEK2DD	AAK1	shared	no	plasma_membrane	0.883464519235144	0.00242355102738998	1.68532177266249	6.00256460551129e-11	TbID
MEK2AA	AAK1	TbID	no	plasma_membrane	-0.0147047157887081	0.975858130736682	0.921905076345455	1.37192493625869e-08	TbID
NrasQ61R	AAMDC	shared	no	cytosol	1.1105165628471	5.66886118675869e-05	0.259960963698763	0.000632849489837512	AP-MS
BrafG469A	ABCB11	TbID	yes	NA	NA	NA	1.26595440144882	0.00102099543411951	TbID
HrasG13R	ABCB11	TbID	yes	NA	NA	NA	1.12882574417471	0.00333217582798211	TbID
Raf1S259F	ABCB11	TbID	yes	NA	NA	NA	0.97996570812566	0.0064565268635034	TbID
BrafD594N	ABCB11	TbID	yes	NA	NA	NA	1.19517305717371	0.00291211364509355	TbID
BrafV600E	ABCB11	TbID	yes	NA	NA	NA	1.31531479223018	0.000721798948923604	TbID
ArafS214P	ABCB11	TbID	yes	NA	NA	NA	1.35814120626211	0.000809041727605033	TbID
MEK2DD	ABCB11	TbID	yes	NA	NA	NA	1.12764098414387	0.0031505415156148	TbID
MEK2DD	ABCB6	AP-MS	yes	NA	1.15479642686931	2.70804070428121e-05	-0.0162821644666731	0.877820644568942	AP-MS
HrasG13R	ABHD13	TbID	no	NA	NA	NA	0.85126616906285	4.82782834283215e-07	TbID
BrafV600E	ABHD13	TbID	no	NA	NA	NA	0.99485548687232	1.86532786341961e-08	TbID
HrasS17N	ABHD13	TbID	no	NA	NA	NA	0.935377160956527	4.01333143632523e-08	TbID
NrasQ61R	ABHD14B	shared	no	cytosol	1.03316415529237	2.0304293332595e-05	0.461475381393659	4.98183712280359e-07	AP-MS
Raf1S259F	ABHD15	shared	no	NA	1.25926229510931	0.000433603756030244	0.255558448379119	0.00178040091997493	AP-MS
ERK1WT	ABHD17C	AP-MS	no	NA	1.91822440368345	0.00652079677099336	0.155486593636095	0.152716977843771	AP-MS
ArafD447A	ABHD17C	AP-MS	no	NA	1.88118168352202	0.00372173496718484	0.156979215518269	0.170868259557834	AP-MS
ArafWT	ABHD17C	AP-MS	no	NA	1.92948884297892	0.00278571018609116	-0.1122826663547	0.277040525971449	AP-MS
NrasQ61R	ABHD17C	AP-MS	no	NA	2.03902552241082	0.00283052301646783	-0.103683809382586	0.352534874418289	AP-MS
Raf1WT	ABHD17C	shared	no	NA	1.92937281144332	0.00579208359785189	0.250517569196374	0.0203543163235476	AP-MS
NrasQ61R	ABHD18	shared	no	mitochondrion	1.05673975006819	1.41914236011893e-06	0.513198254468045	4.2913990236449e-06	AP-MS
ERK2AA	ABHD3	shared	no	NA	0.621699103547707	0.00350237111699508	0.859611446035811	1.45859426577982e-07	Both
NrasQ61K	ABHD3	shared	no	NA	1.42298184136587	0.000194852532113571	0.651369358171367	4.58008132904196e-06	Both
MEK2DD	ABHD3	shared	no	NA	1.2842643989278	5.24149998975349e-05	0.176728958709095	0.0252405505382753	Both
HrasS17N	ABHD3	shared	no	NA	0.591099819484449	0.0229901926236953	0.949624205669074	1.03754311964285e-07	Both
MEK2DD	ABLIM1	TbID	no	actin_cytoskeleton	-0.450073665193535	0.000721778136640821	1.06796782312089	1.62698524950262e-09	TbID
ArafWT	ABR	shared	no	cytosol	1.32609533253987	3.51583859092442e-08	0.737894280818942	6.74583670481115e-08	AP-MS
Raf1S259F	ACAN	TbID	yes	NA	NA	NA	1.87570720030863	5.53179382539532e-07	TbID
NrasQ61R	ACAN	TbID	yes	NA	NA	NA	1.74695502893075	3.65340698727406e-06	TbID
Raf1S257L	ACAN	TbID	yes	NA	NA	NA	1.7398311844605	1.63024275102792e-06	TbID
BrafV600E	ACAN	TbID	yes	NA	NA	NA	1.42433383512844	1.24756986336223e-05	TbID
ArafWT	ACAP3	AP-MS	no	NA	1.4885308092715	0.00123155178003584	-0.0690696716643345	0.652449362751352	AP-MS
KrasG12D	ACBD4	TbID	no	NA	NA	NA	1.17947109439706	0.000903224862585362	TbID
KrasS17N	ACBD4	TbID	no	NA	NA	NA	0.888250911977085	0.0399307947714251	TbID
HrasS17N	ACBD7	AP-MS	no	cytosol	1.02431959108686	0.00551930249116898	0.163640128463753	0.123529590376605	AP-MS
NrasS17N	ACBD7	shared	no	cytosol	1.04765522072915	0.00547159591701476	0.236072645472473	0.0268624889955609	AP-MS
NrasQ61R	ACOT1	shared	no	NA	0.587682252865776	0.000170117072088887	0.913700172920272	8.68459811167792e-07	TbID
HrasG13R	ACSF2	TbID	no	mitochondrion	NA	NA	0.94629247878265	0.0179147311864308	TbID
MEK2DD	ACSL4	AP-MS	yes	early_endosome	1.18999815780112	8.94493365463974e-07	0.145430692561112	0.163172881930309	Both
BrafG469A	ACSL4	shared	yes	early_endosome	0.53252361004245	0.000762706258641555	1.04383117404461	1.57754668326608e-07	Both
MEK2DD	ACSS3	AP-MS	no	mitochondrion	1.02116730279221	0.0276396995885294	NA	NA	AP-MS
ArafS214P	ACTA1	TbID	yes	NA	-0.0244681789188799	0.892696430472547	1.15690865371394	3.51922767885738e-05	TbID
NrasS17N	ACTA1	TbID	yes	NA	-0.0238295674575391	0.904601316394779	0.903131878946288	0.000280867191281099	TbID
Raf1D486A	ACTA1	TbID	yes	NA	0.0648360895088213	0.709694946009529	1.49859316364825	1.17970282578382e-06	TbID
HrasG13R	ACTA1	TbID	yes	NA	0.108489503817398	0.494245562537497	1.31492018073085	9.08113209052533e-06	TbID
HrasQ61R	ACTA1	TbID	yes	NA	0.137609006506233	0.455666269662085	1.40452960615218	3.16552898036152e-06	TbID
BrafG469A	ACTBL2	core	no	NA	1.30911713125756	9.96580968472567e-05	1.10451832434688	9.0316860610439e-07	Both
HrasG13R	ACTBL2	TbID	no	NA	0.40699850283652	0.208623083007182	1.28297135853003	1.56789673897763e-06	Both
MEK1DD	ACTBL2	shared	no	NA	1.64326213645526	4.85396074613018e-05	0.572699546263918	0.000844583869924701	Both
Raf1D486A	ACTBL2	TbID	no	NA	0.154133195661393	0.569718074527048	1.77010740120298	1.67556129716499e-07	Both
HrasQ61R	ACTBL2	TbID	no	NA	0.143770869602187	0.620936309662846	1.45089742757144	5.58660093740942e-07	Both
ArafS214P	ACTBL2	shared	no	NA	0.951850034077225	0.00119130559342084	1.15693042866781	8.7548307998136e-06	Both
MEK2DD	ACTBL2	shared	no	NA	2.25394345133093	2.09787797230333e-06	0.347503660857103	0.0427623928036513	Both
NrasS17N	ACTL8	TbID	no	NA	0.197103030639409	0.424155726509587	1.17592194495663	6.48258861510677e-08	TbID
ERK2AA	ACTL8	shared	no	NA	0.686969072633962	0.00693889560945478	1.8746978802046	8.63075784903606e-10	TbID
MEK1AA	ACTL8	TbID	no	NA	0.321492850273522	0.230692464058566	1.16802047937509	5.29858394658138e-09	TbID
NrasQ61K	ACTL8	TbID	no	NA	-0.0789669259159473	0.762053069277594	0.851463162133168	4.79764515232455e-08	TbID
ArafD447A	ACTL8	TbID	no	NA	0.369140641337896	0.0933283022406868	0.971653260881376	9.1289120882925e-09	TbID
MEK1DD	ACTL8	TbID	no	NA	0.002614012973456	0.994585657155952	0.887703847172918	6.49508625155386e-09	TbID
Raf1S259F	ACTL8	shared	no	NA	0.852295778719628	0.000978570296130688	1.8088126464692	9.81941248698482e-11	TbID
Raf1S257L	ACTL8	shared	no	NA	0.716259374072459	0.00255466825400893	1.15067246632476	5.34119670565167e-09	TbID
HrasQ61R	ACTL8	TbID	no	NA	0.0768060356650187	0.785338463247605	0.971185831683372	2.64355301029121e-08	TbID
HrasG13R	ACTL8	TbID	no	NA	0.412879458966372	0.116757122631049	0.899989613858154	5.13999601147228e-08	TbID
BrafWT	ACTL8	TbID	no	NA	0.0388294462035982	0.909188297818129	0.92726197282888	6.07900509214908e-08	TbID
HrasS17N	ACTL8	TbID	no	NA	-0.0926789900992438	0.736539478037813	1.86235438685139	1.38871643520488e-09	TbID
HrasG13R	ACTN1	TbID	yes	plasma_membrane	0.497641148133616	0.224658968854014	0.942073086623627	6.41907534547467e-06	TbID
HrasQ61R	ACTN1	TbID	yes	plasma_membrane	0.269687172951164	0.522843927708113	0.93532190005608	1.64689223048501e-06	TbID
ArafS214P	ACTN1	TbID	yes	plasma_membrane	0.632158916273763	0.072421668197253	1.01166847675972	1.50927372104102e-05	TbID
Raf1D486A	ACTN1	TbID	yes	plasma_membrane	0.315390415332206	0.406154253625455	1.0483012714645	2.18198125167972e-06	TbID
MEK2DD	ACTR1B	AP-MS	no	cytosol	0.998032830145405	0.0274749897591953	NA	NA	AP-MS
KrasWT	ACVR1	TbID	yes	NA	-0.159148906539286	0.370991925669235	0.910506163913191	0.00135117742658272	TbID
KrasG12D	ACVR1	TbID	yes	NA	-0.25336172003985	0.109464747833729	0.794140082057689	0.00388409276042636	TbID
NrasQ61R	ACY1	shared	yes	cytosol	1.65739146093931	4.18137884859575e-06	0.307519306153628	0.00336670495389115	AP-MS
ERK2AA	ADAM17	TbID	yes	ER	-0.0655213076605153	0.802036023942589	0.940666932456307	7.33909238244516e-07	TbID
ERK2WT	ADAM17	shared	yes	ER	0.449298815020317	0.0309311767520538	1.0552373454843	1.15639049110144e-07	TbID
Raf1S259F	ADAMTS1	core	no	early_endosome	1.40189674601739	2.87618822441671e-07	0.986630554680405	2.55455243612334e-08	Both
Raf1D486A	ADAMTS1	TbID	no	early_endosome	-0.286607960960301	0.00909345102257873	0.972389777903352	2.84586265300613e-08	Both
MEK1DD	ADAMTS1	core	no	early_endosome	1.31042640619077	1.18177658311309e-07	1.2161590894883	1.94802454395994e-09	Both
BrafG469A	ADAMTS1	shared	no	early_endosome	0.704910057477975	4.343223796067e-05	0.976175792360593	1.42788589765479e-08	Both
MEK2DD	ADAMTS1	shared	no	early_endosome	1.16656222991396	3.97307199053209e-07	0.362988064557911	0.000396547085600897	Both
KrasWT	ADAMTS17	TbID	yes	NA	-0.0338366733483868	0.689674550169318	1.19820257390769	0.000793531003611451	Both
NrasQ61R	ADAMTS17	AP-MS	yes	NA	1.45274121885503	0.00250924451778147	NA	NA	Both
KrasG12D	ADAMTS17	TbID	yes	NA	-0.112357662747865	0.187939050016884	1.19543743764125	0.000601616963225194	Both
KrasG12V	ADAMTS17	TbID	yes	NA	-0.0157976028835831	0.838842523786339	1.14667810334051	0.000776564708487995	Both
ArafWT	ADAMTS19	AP-MS	no	NA	1.2490533345137	0.00549682719241445	NA	NA	AP-MS
MEK2DD	ADGRB1	AP-MS	yes	NA	1.21899921077556	0.00732633472317501	-0.855842871762523	0.000595243346545644	AP-MS
MEK2DD	ADGRE5	shared	no	recycling_endosome	1.45032141896847	0.000123205281686224	0.177465580009923	0.0125968610532661	AP-MS
ERK1WT	ADGRL1	AP-MS	yes	plasma_membrane	1.71533186861377	6.86985451890893e-06	-0.0183915657327851	0.889002123605345	AP-MS
ERK1DD	ADGRL1	AP-MS	yes	plasma_membrane	1.16809425160845	0.00027385408390746	-0.14987620388917	0.166236272083208	AP-MS
NrasQ61R	ADGRL1	shared	yes	plasma_membrane	1.03470696591859	0.000229921642488034	0.237774617715742	0.0285444345006499	AP-MS
ERK2AA	ADGRL1	AP-MS	yes	plasma_membrane	1.416743898716	3.49673986304946e-05	0.0778484954940087	0.523662368158212	AP-MS
ERK2WT	ADGRL1	AP-MS	yes	plasma_membrane	1.61348257382414	1.89386121604853e-05	-0.19099290327165	0.0786454039404303	AP-MS
ERK2WT	ADGRL2	shared	no	plasma_membrane	1.68103972923239	1.73760658954772e-07	0.143477766786505	0.0110161211800209	AP-MS
ERK1WT	ADGRL2	AP-MS	no	plasma_membrane	1.60456150487296	4.70313905142635e-07	0.0401642633809257	0.437427893578091	AP-MS
ERK1DD	ADGRL3	AP-MS	no	plasma_membrane	1.13966666333241	0.0119104686155141	-0.171685569900657	0.161617573781805	AP-MS
ERK1WT	ADGRL3	AP-MS	no	plasma_membrane	1.33501995543997	0.00687052931960398	-0.0608688157839794	0.652704596718961	AP-MS
ERK2WT	ADGRL3	AP-MS	no	plasma_membrane	1.3601743067752	0.00572902302180991	-0.0672289433186989	0.578440196672603	AP-MS
Raf1S259F	ADGRV1	AP-MS	yes	NA	1.35279974327015	6.3030922540361e-05	-0.44782772746105	4.693384281098e-05	AP-MS
BrafG469A	ADIPOR2	TbID	yes	NA	0.0903558830143316	0.778251488268713	0.984968325069389	1.07382368178203e-07	Both
MEK1AA	ADIPOR2	AP-MS	yes	NA	1.11125689052493	0.0135963339396506	0.00955444022792286	0.93561408353293	Both
Raf1S259F	ADIPOR2	TbID	yes	NA	-0.147887280541871	0.645738267012327	0.985740595843487	1.55442521648924e-07	Both
ArafD447A	ADPRHL1	TbID	no	NA	0.118152347237298	0.854523976210025	1.38983627872534	4.60870313252944e-05	TbID
BrafWT	ADPRHL1	TbID	no	NA	-0.0120674463063071	0.987795467690071	1.12707275290774	0.000437757255944501	TbID
Raf1S259F	ADPRHL1	TbID	no	NA	0.140716203371142	0.82472235078256	1.24254003492044	0.000125363075402792	TbID
KrasG12D	ADPRHL1	TbID	no	NA	NA	NA	0.817744539357556	0.000678760555141932	TbID
ArafWT	ADPRHL1	TbID	no	NA	-0.379090362393712	0.513269004921551	1.67229804589795	1.40177799283278e-05	TbID
KrasWT	ADPRHL1	TbID	no	NA	NA	NA	0.785814034623844	0.00142954190050443	TbID
ERK2AA	ADRM1	shared	no	proteasome	1.0207231594562	6.17144330259991e-05	0.27084768465114	0.025319039251229	AP-MS
NrasQ61K	AEN	TbID	no	NA	NA	NA	0.805058145454681	2.17398550741039e-07	TbID
BrafWT	AEN	TbID	no	NA	NA	NA	1.02066123866061	5.28968259984481e-09	TbID
ArafD447A	AEN	TbID	no	NA	NA	NA	0.868901689377516	2.04912889273091e-08	TbID
ERK1AA	AEN	TbID	no	NA	NA	NA	0.997084670686505	1.36549382842103e-08	TbID
Raf1S257L	AEN	TbID	no	NA	NA	NA	1.40110631558703	1.43112024237617e-10	TbID
BrafD594N	AEN	TbID	no	NA	NA	NA	1.00696475641365	4.38877907680313e-09	TbID
ArafS214P	AEN	TbID	no	NA	NA	NA	0.95179409554021	1.18174856029033e-08	TbID
BrafV600E	AEN	TbID	no	NA	NA	NA	1.04656912299593	1.36655684355691e-09	TbID
Raf1WT	AEN	TbID	no	NA	NA	NA	0.993691324426079	1.0079491030783e-08	TbID
NrasQ61R	AFDN	core	no	plasma_membrane	2.31184550589518	3.35692641143395e-05	1.69049236848152	3.88226115703749e-10	Both
KrasG12D	AFDN	core	no	plasma_membrane	2.89173187171529	2.78376709740821e-11	1.29443943365838	3.3332985923247e-08	Both
HrasG13R	AFDN	core	no	plasma_membrane	2.60425707429724	6.20139531516646e-05	1.22515331764782	3.59969634820356e-08	Both
KrasG12V	AFDN	core	no	plasma_membrane	2.95678538859662	1.56843245605788e-12	1.28042890991195	3.4327162336101e-08	Both
NrasQ61K	AFDN	core	no	plasma_membrane	1.4450028077156	0.00200782019783263	1.25077502439511	3.26874253769604e-08	Both
HrasQ61R	AFDN	core	no	plasma_membrane	2.21745154817136	0.000163729060876312	1.13119379869433	3.84078594783848e-08	Both
ArafD447A	AFG2B	shared	no	nucleus	1.22170663073778	4.52055864535024e-08	0.768009475441565	2.42014799644784e-08	AP-MS
BrafV600E	AGAP2	TbID	yes	NA	NA	NA	0.998419190611778	3.62917554288747e-05	TbID
ERK2WT	AGO1	TbID	yes	stress_granule	0.111398311696904	0.590235394572672	0.990855607925608	1.68709671064378e-08	TbID
NrasQ61R	AGO2	AP-MS	yes	stress_granule	1.36099888021802	8.66018056207754e-06	-0.482788346751629	1.26549243700926e-05	Both
HrasS17N	AGO2	AP-MS	yes	stress_granule	1.32650200689085	4.95064609852873e-06	-0.842470403037605	5.8954522291843e-09	Both
ERK2AA	AGO2	shared	yes	stress_granule	1.1550503351325	3.16826231503466e-05	0.363577471687326	6.84696749052986e-05	Both
ERK2WT	AGO2	shared	yes	stress_granule	0.669174701768789	0.00268167068907449	1.15442479447051	6.28255978176809e-09	Both
ERK2WT	AGO3	shared	no	stress_granule	0.599119625495389	0.000346850410775933	1.13175172615664	1.78792955312765e-09	Both
NrasQ61R	AGO3	AP-MS	no	stress_granule	1.10567520773746	2.06731967463973e-06	-0.47341184315754	5.99272633710103e-07	Both
MEK2DD	AGPAT2	AP-MS	yes	ER	1.46099526927651	5.12690813694131e-06	0.0532102311647341	0.592985962239744	AP-MS
KrasWT	AGPAT3	TbID	no	ER	-0.170673413474928	0.0374744741394376	0.804495156520526	2.9188190488512e-07	TbID
MEK2DD	AGPAT4	AP-MS	no	ER	1.05262649299358	3.40245512068358e-05	-0.57130719983906	2.21956399509974e-06	AP-MS
NrasQ61R	AGPAT4	AP-MS	no	ER	1.00792206860229	8.3920586638332e-05	0.0645475924570786	0.425443082876093	AP-MS
MEK1WT	AHCYL1	TbID	no	cytosol	-0.0371458340633644	0.784618969689691	1.02011791782618	1.080225924129e-06	Both
KrasG12V	AHCYL1	AP-MS	no	cytosol	0.965279091463856	1.45760401610552e-08	-0.402057648072393	2.24808750822563e-05	Both
MEK2AA	AHCYL1	TbID	no	cytosol	-0.0457860888557164	0.711990301680132	1.01181808858701	2.2966368005476e-06	Both
KrasS17N	AHCYL1	AP-MS	no	cytosol	1.01053280757938	3.28980297334516e-07	-0.299704095679676	2.83506867702965e-05	Both
KrasWT	AHCYL1	AP-MS	no	cytosol	0.883131789014049	4.85795057007538e-07	-1.17500637374899	1.26683957420518e-08	Both
MEK2DD	AHCYL1	TbID	no	cytosol	-0.0341628496403426	0.718648568672461	1.22689270984096	1.83282505354962e-07	Both
KrasG12D	AHCYL1	AP-MS	no	cytosol	0.998152421027791	2.03996314229505e-07	-0.153118948234216	0.0132561369172852	Both
KrasG12D	AHCYL2	AP-MS	no	plasma_membrane	0.964843130594044	2.43069006296636e-06	-0.148552243753949	0.0363455293005915	AP-MS
KrasG12V	AHCYL2	AP-MS	no	plasma_membrane	0.893856296335359	3.30529052488018e-07	-0.305144852938223	0.00057090612656826	AP-MS
KrasS17N	AHCYL2	AP-MS	no	plasma_membrane	0.868865756702359	5.1928912890719e-06	-0.246511274173143	0.00173935524156923	AP-MS
ArafS214P	AHR	AP-MS	yes	cytosol	1.24622133025976	7.01818823421522e-08	-0.250657885922079	0.0085367374666366	AP-MS
ArafS214P	AHRR	AP-MS	no	NA	1.38924842813052	8.07596157533946e-06	NA	NA	AP-MS
KrasG12V	AIDA	TbID	no	plasma_membrane	NA	NA	0.801312981789609	2.44795508038334e-06	TbID
ArafS214P	AIDA	TbID	no	plasma_membrane	0.550006979213546	0.408524545380646	1.02875781046092	2.75087806903447e-06	TbID
BrafG469A	AIDA	TbID	no	plasma_membrane	0.192805987742585	0.758238765495661	1.00670146906854	3.45174494557444e-06	TbID
Raf1S259F	AIDA	TbID	no	plasma_membrane	0.14197393051631	0.862703144141632	0.888318049893448	5.50083955223766e-07	TbID
NrasQ61R	AIG1	shared	no	unclassified	1.1898868157722	0.000691657522295666	0.259106736908622	0.00895991935025	AP-MS
MEK2DD	AIP	shared	yes	cytosol	1.12799064106659	2.91636302115379e-06	0.364419800637177	6.43632774917454e-05	Both
ArafD447A	AIP	core	yes	cytosol	5.21055278550127	3.09227077864216e-13	3.03644611844831	1.15009798551164e-13	Both
BrafD594N	AIP	shared	yes	cytosol	3.04307292881123	7.14193509217717e-10	0.767729237057439	1.60968722211964e-07	Both
ArafWT	AIP	core	yes	cytosol	4.74991006550248	6.71371607348812e-13	2.63963179098321	2.07525860074055e-12	Both
Raf1S259F	AIP	core	yes	cytosol	2.60166820312134	4.30780634629313e-08	1.50277079730997	7.22327622363103e-11	Both
BrafV600E	AIP	core	yes	cytosol	4.03760540110333	1.33752063060061e-11	1.24022865472091	5.83059888899309e-10	Both
Raf1WT	AIP	core	yes	cytosol	2.22579699870574	3.63805038613681e-09	0.891901791729225	1.80614003840147e-07	Both
Raf1D486A	AIP	core	yes	cytosol	3.3060427558806	1.09252673666471e-10	2.15454301631138	9.35244163695944e-12	Both
BrafG469A	AIP	shared	yes	cytosol	1.69674787672812	1.09320331812942e-07	0.140394428967782	0.048684445647656	Both
BrafWT	AIP	shared	yes	cytosol	2.30670625359819	5.88823859365432e-09	0.275663980092337	0.00155678993774392	Both
ArafS214P	AIP	core	yes	cytosol	3.87009976283677	1.5700900878336e-09	1.78293146698789	1.27896068202263e-10	Both
Raf1S257L	AIP	core	yes	cytosol	3.04831292123484	9.31287810039673e-11	1.7402953766087	1.66207277955834e-10	Both
NrasQ61R	AK5	TbID	no	NA	NA	NA	0.782908138440921	8.71913799666455e-06	TbID
KrasWT	AK6	TbID	no	cytosol	0.223795512678917	0.0743476121267365	0.857466945924724	4.47161297880264e-05	TbID
Raf1S259F	AKAP11	AP-MS	yes	ER	1.92614692172627	1.03178355311685e-06	-0.499162713369802	3.00306394741141e-07	AP-MS
ArafS214P	AKAP11	shared	yes	ER	1.9387052443728	1.1395127850476e-07	0.210411576041076	0.00100589093769652	AP-MS
ArafWT	AKAP11	AP-MS	yes	ER	1.44189740694479	1.46032670676166e-07	-0.233815794348432	0.0011284331378925	AP-MS
Raf1S257L	AKAP11	AP-MS	yes	ER	2.00803840781231	2.72236251045593e-09	-0.372489203096287	4.68382088355731e-06	AP-MS
MEK2AA	AKAP13	TbID	no	14-3-3_scaffold	0.0952187328172992	0.484246735832794	0.88332640431879	1.86092889791528e-09	TbID
MEK1AA	AKAP13	TbID	no	14-3-3_scaffold	0.0999256271830687	0.488499689964498	0.925722846891377	2.40926169674918e-09	TbID
MEK2DD	AKAP13	TbID	no	14-3-3_scaffold	-0.814487007847253	5.37150448008257e-06	0.89616172028072	2.49350152282757e-09	TbID
Raf1S259F	AKAP8L	shared	no	nucleus	1.23408840145628	0.000610095005960203	0.629691117633955	7.1245952824586e-08	AP-MS
ArafS214P	AKAP8L	shared	no	nucleus	1.1989000002412	0.000136220775530129	0.602521601942278	3.23433978932133e-08	AP-MS
ArafWT	AKAP8L	shared	no	nucleus	1.39379022994928	4.71387037338784e-06	0.538860307249306	1.79217963020686e-07	AP-MS
Raf1S257L	AKAP8L	shared	no	nucleus	1.28655183965161	6.87967143065255e-06	0.626547838869691	2.26336484186222e-08	AP-MS
KrasWT	AKT1S1	AP-MS	no	lysosome	1.16850243098242	5.19919541020716e-05	0.146229850875592	0.120756567565405	AP-MS
KrasG12D	AKT1S1	shared	no	lysosome	1.24943160238043	1.5477975868112e-05	0.261182141363644	0.00969384585129027	AP-MS
KrasS17N	AKT1S1	AP-MS	no	lysosome	1.22499908525877	3.22290172605512e-05	0.182013238695657	0.0550422490697764	AP-MS
KrasG12V	AKT1S1	shared	no	lysosome	1.20434295942255	7.87098818013258e-06	0.240411039156589	0.0343749222492225	AP-MS
NrasQ61R	AKT3	shared	yes	cytosol	0.774459165811076	0.0481806177123205	1.04419123478852	3.53229465397775e-09	TbID
Raf1D486A	ALDH16A1	shared	yes	cytosol	0.700218832946539	0.000142412576951491	1.16113743582624	2.74018509567941e-10	TbID
NrasWT	ALDH1L1	AP-MS	no	mitochondrion	1.20694204631944	0.0289789691979349	NA	NA	AP-MS
MEK2DD	ALG1	AP-MS	yes	ER	1.3271622431233	2.38266348406445e-05	-0.0173924606774882	0.800571376598979	AP-MS
MEK2DD	ALG10;ALG10B	AP-MS	no	ER	1.08758855105915	0.00018222865262801	NA	NA	AP-MS
HrasG13R	ALG11	TbID	yes	ER	0.313259610833343	0.0715448603270769	1.01729543198655	1.04964345202991e-07	Both
BrafV600E	ALG11	shared	yes	ER	0.320329834923657	0.0433028634738774	0.897109400132501	2.43565083815951e-08	Both
Raf1S259F	ALG11	TbID	yes	ER	0.186659227921599	0.363990631835902	0.871415522918957	2.23657900170449e-08	Both
ArafWT	ALG11	TbID	yes	ER	0.0496999823845079	0.739800845021928	0.885471997058721	2.541948062609e-08	Both
ArafD447A	ALG11	TbID	yes	ER	0.120464158310206	0.426357625971998	1.01251868391147	1.10150004757891e-08	Both
MEK2DD	ALG11	AP-MS	yes	ER	1.06804172995447	6.65764207710874e-06	0.0586659723463925	0.492729457881182	Both
MEK2AA	ALG6	AP-MS	yes	ER	1.07349452541696	0.00505333201761208	-0.288470415192919	0.0213011848286968	AP-MS
MEK2DD	ALG6	AP-MS	yes	ER	1.15981505404498	0.000441469220342783	-0.209937907769146	0.0974152003235698	AP-MS
MEK2DD	ALG8	AP-MS	yes	ER	1.19148826607337	0.000524335895532802	-0.23570973805171	0.105288272360334	AP-MS
HrasS17N	ALKBH2	shared	no	nucleus	1.41494965473192	3.28924028156863e-07	0.315350627717648	0.00190454239889271	AP-MS
Raf1WT	ALOX12B	TbID	yes	NA	-0.187936941381197	0.739876524433592	2.89753022057678	3.30154640221403e-09	TbID
HrasWT	ALOXE3	core	yes	NA	1.66230375926082	0.0282306458820436	3.39870958292604	0.000483763548158305	Both
HrasQ61R	ALOXE3	TbID	yes	NA	0.830933618761543	0.256629619076323	2.70586825759225	0.000777260197807602	Both
HrasG13R	ALOXE3	core	yes	NA	1.96020463755607	0.0147701124143406	2.99887020990598	0.00028893979829269	Both
HrasS17N	ALPL	TbID	yes	unclassified	NA	NA	0.872138789167637	8.09646047543652e-06	TbID
ArafWT	ALPP;ALPG	AP-MS	no	NA	1.4914067489876	0.0167309786255608	NA	NA	AP-MS
Raf1WT	AMER1	shared	yes	plasma_membrane	1.31065741500766	0.00239083310697557	0.507247860803155	0.0108118391334098	AP-MS
ArafWT	AMER1	shared	yes	plasma_membrane	1.39874377862703	0.000677837239586997	0.694757952901828	0.00105214185685401	AP-MS
ArafS214P	AMER1	AP-MS	yes	plasma_membrane	1.77391831516366	0.000107085141520683	0.299744719213728	0.0802267067039975	AP-MS
Raf1S257L	AMER1	AP-MS	yes	plasma_membrane	2.10454781981578	1.61254563197075e-05	0.171687115281189	0.330918756468521	AP-MS
Raf1S259F	AMER1	AP-MS	yes	plasma_membrane	1.7181810473696	0.000207740858430448	0.324629555328798	0.056737679370942	AP-MS
BrafG469A	AMFR	TbID	no	ER	-0.0172493798611571	0.938223621904284	0.989835506396408	3.24517952536865e-08	TbID
Raf1D486A	AMH	AP-MS	yes	NA	1.47889523717503	3.12802239802055e-07	0.0630075242159675	0.609908113886255	AP-MS
ArafWT	AMH	AP-MS	yes	NA	1.22737854379992	1.33596197337507e-06	-0.178833534943165	0.101339989099979	AP-MS
ERK1DD	AMOT	AP-MS	no	actin_cytoskeleton	1.14259098412793	0.000133318183903736	-0.0691497595953932	0.426734171496443	AP-MS
KrasS17N	AMZ1	AP-MS	no	NA	1.22620067597283	0.0322457810667706	NA	NA	AP-MS
KrasWT	ANAPC13	AP-MS	no	unclassified	0.837383800593324	0.0053019629690716	NA	NA	AP-MS
ArafS214P	ANAPC4	AP-MS	no	nucleus	1.23882054334519	2.68545128436923e-07	-0.25501671973975	0.000308170433832419	AP-MS
BrafG469A	ANGPT2	core	yes	NA	1.90431605620658	6.3849765686055e-05	1.98718419047189	3.98066385473462e-06	Both
BrafV600E	ANGPT2	core	yes	NA	2.00160745127529	4.99514722568669e-05	1.97968754972962	3.2204381836383e-06	Both
Raf1S259F	ANGPT2	TbID	yes	NA	0.549618532428225	0.0934146540309038	0.841361327084652	0.0132616337722947	Both
MEK1DD	ANGPT2	shared	yes	NA	0.716516942050573	0.0427771680608273	1.31726332723006	0.000193046153606348	Both
MEK2DD	ANGPT2	core	yes	NA	1.37164173399718	0.000588293726775618	1.58399384060567	5.11560801306433e-05	Both
Raf1S257L	ANGPT2	TbID	yes	NA	0.439970916096985	0.208209025290113	1.66568801567173	5.24822389898182e-05	Both
HrasG13R	ANKH	TbID	yes	NA	NA	NA	0.804022195785019	1.81308103970526e-06	TbID
