Group	Comparison	log2FC	padj	AvgIntensity	Gene	significant
NrasQ61K	NrasQ61K__vs__GFP8ng	1.25077502439511	3.26874253769604e-08	11.2558176749004	AFDN	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	0.394038948133551	1.34400028515091e-05	8.48000678671478	ARAF	0
NrasQ61K	NrasQ61K__vs__GFP8ng	-0.381687541736299	0.000142934839268229	11.0311732379198	ARAP3	0
NrasQ61K	NrasQ61K__vs__GFP8ng	3.35029861668667	1.85407269272283e-12	9.97437004271903	BRAF	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	0.463127278507046	2.078480683732e-06	8.0031078541883	KRIT1	0
NrasQ61K	NrasQ61K__vs__GFP8ng	1.49011715308973	4.56748735094477e-10	11.3729750075776	PIK3CA	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	0.441907876860419	0.000775291544024763	9.26881479789952	PIK3CD	0
NrasQ61K	NrasQ61K__vs__GFP8ng	0.601189437698368	3.31235912563693e-07	10.0149299530259	PIK3R1	0
NrasQ61K	NrasQ61K__vs__GFP8ng	0.425592958942754	1.14544127435359e-05	9.69479721137943	PIK3R2	0
NrasQ61K	NrasQ61K__vs__GFP8ng	0.702868097882542	2.25425423276551e-06	10.0059235200427	PIK3R3	0
NrasQ61K	NrasQ61K__vs__GFP8ng	1.50200411309992	1.18762212409073e-07	9.87247425657229	PLCE1	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	0.585771967680897	0.000361626779992229	8.89015827692935	RADIL	0
NrasQ61K	NrasQ61K__vs__GFP8ng	3.32624779545896	7.51073948251926e-14	10.3008076166337	RAF1	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	1.52131703912943	6.41406177428782e-05	10.9084588491715	RALGDS	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	0.777646128556953	1.04562484802076e-06	9.85852707584265	RAPGEF2	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	NA	NA	8.96077069783737	RAPGEF4	0
NrasQ61K	NrasQ61K__vs__GFP8ng	0.618556506686151	1.33894616152631e-05	11.0357894727773	RAPGEF6	0
NrasQ61K	NrasQ61K__vs__GFP8ng	1.42999719918845	1.1985606864149e-07	8.709469483059	RASSF5	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	1.10205645393912	0.0120296758452001	9.56025901060856	RGL1	0
NrasQ61K	NrasQ61K__vs__GFP8ng	2.06188057965103	6.58322763082749e-11	10.2808423109298	RGL2	1.5
NrasQ61K	NrasQ61K__vs__GFP8ng	-0.276124075931078	0.00284673729035604	9.90550544379228	SNX27	0
HrasWT	HrasWT__vs__GFP8ng	0.198152009678832	0.0333503426725329	10.4621494646303	AFDN	0
HrasWT	HrasWT__vs__GFP8ng	0.395529842525308	0.000219929524835513	10.5589059700621	ARAF	0
HrasWT	HrasWT__vs__GFP8ng	-0.274507482244041	0.00590430156886831	8.50243563185832	ARAP3	0
HrasWT	HrasWT__vs__GFP8ng	1.48413663783039	1.52448057307006e-08	8.96104908066134	BRAF	1.5
HrasWT	HrasWT__vs__GFP8ng	0.292967451493361	0.000259272819443967	9.27851967650259	KRIT1	0
HrasWT	HrasWT__vs__GFP8ng	0.779080309530561	1.23315604175769e-07	12.0629188452886	PIK3CA	1.5
HrasWT	HrasWT__vs__GFP8ng	-0.0599485188456679	0.620758041403993	10.9188214406018	PIK3CD	0
HrasWT	HrasWT__vs__GFP8ng	0.241185293829807	0.000808427230200178	11.0552141286886	PIK3R1	0
HrasWT	HrasWT__vs__GFP8ng	0.0322503858027987	0.501833486252021	10.1532759567526	PIK3R2	0
HrasWT	HrasWT__vs__GFP8ng	0.361305069367672	0.00131288108788627	10.258643649779	PIK3R3	0
HrasWT	HrasWT__vs__GFP8ng	0.172630460783637	0.198520115664395	9.92788858199388	PLCE1	0
HrasWT	HrasWT__vs__GFP8ng	0.0495280881393602	0.716547720806098	9.34704184419007	RADIL	0
HrasWT	HrasWT__vs__GFP8ng	1.15117881968506	6.74895648545243e-09	9.45952115754492	RAF1	1.5
HrasWT	HrasWT__vs__GFP8ng	0.528044964132663	0.0846591118919816	10.4143061435464	RALGDS	0
HrasWT	HrasWT__vs__GFP8ng	-0.0497730025799573	0.594252895481586	10.2389994128305	RAPGEF2	0
HrasWT	HrasWT__vs__GFP8ng	NA	NA	10.3974345780655	RAPGEF4	0
HrasWT	HrasWT__vs__GFP8ng	0.284512137579822	0.00878565720999285	9.48923928569915	RAPGEF6	0
HrasWT	HrasWT__vs__GFP8ng	0.301701748852363	0.0200209757817362	8.86222200344692	RASSF5	0
HrasWT	HrasWT__vs__GFP8ng	0.511227549225495	0.254757967845936	10.7159798775011	RGL1	0
HrasWT	HrasWT__vs__GFP8ng	0.512223574377379	1.0459752639747e-05	10.6955989994302	RGL2	0
HrasWT	HrasWT__vs__GFP8ng	-0.17930957198046	0.0477787259015246	10.5802919343757	SNX27	0
NrasQ61R	NrasQ61R__vs__GFP8ng	1.69049236848152	3.88226115703749e-10	9.69276472438065	AFDN	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.298926733614737	0.000375932339207342	9.52500290916193	ARAF	0
NrasQ61R	NrasQ61R__vs__GFP8ng	0.318065531282524	0.000225173147486449	11.0753902475643	ARAP3	0
NrasQ61R	NrasQ61R__vs__GFP8ng	2.57394259038192	2.06295010829826e-11	8.52004894025515	BRAF	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.841094865064299	2.52160868266749e-09	10.7850804271399	KRIT1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	4.28829890001359	7.63091722865291e-15	9.27691044734246	PIK3CA	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.58705480082045	4.32256164787684e-11	9.84660653561904	PIK3CD	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.72976576475134	4.04402812373339e-14	9.04582625779447	PIK3R1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.47964218454336	4.91626696055573e-12	9.85866239166236	PIK3R2	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.916684936523879	1.5395320978057e-07	9.41554821730727	PIK3R3	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.44007090822939	4.77567478143028e-08	10.1862960774677	PLCE1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.835824150998482	7.89123745646701e-06	9.44094415439589	RADIL	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.80662059099108	2.34820677183515e-12	9.55642136740779	RAF1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.10895402317829	2.95328037175357e-06	10.9221570779345	RALGDS	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.07771061704503	3.60948723006306e-08	8.80530098333105	RAPGEF2	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	NA	NA	10.6005144075099	RAPGEF4	0
NrasQ61R	NrasQ61R__vs__GFP8ng	1.17048535375959	1.14170339157947e-08	9.60502073690418	RAPGEF6	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.48565183415369	2.9551167874094e-08	8.81955718705704	RASSF5	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.88934551157105	0.0300391558818978	9.18156950733642	RGL1	0
NrasQ61R	NrasQ61R__vs__GFP8ng	2.2379221156702	1.25348390058117e-10	9.23165747797443	RGL2	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	-0.350838304725632	0.00040595208270334	11.7216683037839	SNX27	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.771183416390906	1.12811981073023e-06	10.2630990270387	AFDN	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.116210547650795	0.0609057880256069	8.78312894599375	ARAF	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.127479705784555	0.041442152280318	10.2530003613103	ARAP3	0
NrasS17N	NrasS17N__vs__GFP8ng	0.259640568503468	0.00758299322696398	10.3241774159669	BRAF	0
NrasS17N	NrasS17N__vs__GFP8ng	0.272497504521561	0.000154394527462347	10.9667740816456	KRIT1	0
NrasS17N	NrasS17N__vs__GFP8ng	0.249674851034265	0.000564625062827701	9.21967504003795	PIK3CA	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.134385601026195	0.216442873257395	8.98115242986964	PIK3CD	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.157145895136612	0.0023877874845671	10.9297171374205	PIK3R1	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.586323480385491	8.43163950412659e-08	9.13599507181406	PIK3R2	0
NrasS17N	NrasS17N__vs__GFP8ng	0.0642825258613646	0.513609620816207	10.5375666891647	PIK3R3	0
NrasS17N	NrasS17N__vs__GFP8ng	0.0565891299957046	0.632348395999901	11.3008833051753	PLCE1	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.121316945024179	0.285272213622683	10.7337093404029	RADIL	0
NrasS17N	NrasS17N__vs__GFP8ng	0.0873164097508716	0.101048698144617	10.7092757655251	RAF1	0
NrasS17N	NrasS17N__vs__GFP8ng	0.137048189356771	0.649322850361588	9.49291669219032	RALGDS	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.752224828666184	6.37033990571871e-07	10.5291332712921	RAPGEF2	0
NrasS17N	NrasS17N__vs__GFP8ng	NA	NA	9.29678174990761	RAPGEF4	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.45197064431245	2.57665026597836e-05	9.16564236989006	RAPGEF6	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.357582096782089	0.00856763059677712	10.0576650468433	RASSF5	0
NrasS17N	NrasS17N__vs__GFP8ng	0.117964374880791	0.76927830513728	12.3959110080745	RGL1	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.268131462339469	0.00100573676045585	10.6520819726524	RGL2	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.306800755883027	0.000950083854471421	8.72137044483157	SNX27	0
HrasS17N	HrasS17N__vs__GFP8ng	-1.39864567962753	5.75002574203835e-09	10.7750835567618	AFDN	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.117360311612462	0.0770276707883826	10.6972859722794	ARAF	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.289423023435123	0.000579869041445889	9.0978959122132	ARAP3	0
HrasS17N	HrasS17N__vs__GFP8ng	0.078243494096289	0.290965773595663	10.4924294418254	BRAF	0
HrasS17N	HrasS17N__vs__GFP8ng	0.219890655722359	0.00323351309495042	9.73704233843207	KRIT1	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.107292038595349	0.0764198087295038	8.60401446164856	PIK3CA	0
HrasS17N	HrasS17N__vs__GFP8ng	0.236930573428325	0.0283764513810624	10.7731944790819	PIK3CD	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.205346406647059	0.0006353027186679	10.216965879585	PIK3R1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.160242974419451	0.000765630732620266	11.5127637495341	PIK3R2	0
HrasS17N	HrasS17N__vs__GFP8ng	0.0710781722429889	0.367958304289781	11.2868381240671	PIK3R3	0
HrasS17N	HrasS17N__vs__GFP8ng	0.236822868435111	0.0713510864131283	11.1086556868966	PLCE1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.117112740245193	0.292405773231138	8.85973238594289	RADIL	0
HrasS17N	HrasS17N__vs__GFP8ng	0.164980923844886	0.00723151942372586	9.10675407162737	RAF1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.0564233193580356	0.875993138589609	9.26874678820117	RALGDS	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.711564819710569	1.70246542218472e-07	10.2186981570528	RAPGEF2	0
HrasS17N	HrasS17N__vs__GFP8ng	NA	NA	8.50151577992312	RAPGEF4	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.70727900731666	2.04939493157397e-07	11.3089225152078	RAPGEF6	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.778559867286711	1.92177256059503e-06	9.39210529562948	RASSF5	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.65433568809783	0.15176949192049	10.9239954855982	RGL1	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.110734995110287	0.0702834685996529	9.83495512944579	RGL2	0
HrasS17N	HrasS17N__vs__GFP8ng	0.00757586925686487	0.929680592825425	9.69786977604524	SNX27	0
NrasWT	NrasWT__vs__GFP8ng	-0.460666489055815	9.27309975180095e-05	9.56719573900958	AFDN	0
NrasWT	NrasWT__vs__GFP8ng	0.159510726548235	0.0167932370535444	9.39619954426681	ARAF	0
NrasWT	NrasWT__vs__GFP8ng	-0.403150581146027	7.52594232921514e-05	9.9685966066103	ARAP3	0
NrasWT	NrasWT__vs__GFP8ng	1.1431840166616	2.68978728611462e-07	8.4856777715066	BRAF	1.5
NrasWT	NrasWT__vs__GFP8ng	0.298099436737733	4.77987464795302e-05	11.7439929934368	KRIT1	0
NrasWT	NrasWT__vs__GFP8ng	0.244514912906544	0.000679786409454295	10.6144130570981	PIK3CA	0
NrasWT	NrasWT__vs__GFP8ng	-0.146283273320985	0.173935019478021	10.6362826179934	PIK3CD	0
NrasWT	NrasWT__vs__GFP8ng	0.176930048203503	0.00441172895879157	9.9011398083091	PIK3R1	0
NrasWT	NrasWT__vs__GFP8ng	0.0548094334702587	0.235276520794432	10.6225612795602	PIK3R2	0
NrasWT	NrasWT__vs__GFP8ng	0.275663302870825	0.00406321709116591	10.3637427938312	PIK3R3	0
NrasWT	NrasWT__vs__GFP8ng	0.204419268730024	0.0843141602711693	10.1349893857812	PLCE1	0
NrasWT	NrasWT__vs__GFP8ng	0.0737984758769045	0.513083979343626	11.2112905115282	RADIL	0
NrasWT	NrasWT__vs__GFP8ng	1.05854734621256	5.71203620259319e-09	12.1281127548572	RAF1	1.5
NrasWT	NrasWT__vs__GFP8ng	0.0112859400613673	0.977320127583395	8.65180791606177	RALGDS	0
