Group	Comparison	log2FC	padj	AvgIntensity	Gene	significant
HrasWT	HrasWT__vs__GFP8ng	-0.467123387015659	0.000659069895804009	9.65546911017557	PIK3R3	0
HrasWT	HrasWT__vs__GFP8ng	0.227694570401219	0.658805615669233	9.43114754492425	PLCE1	0
HrasWT	HrasWT__vs__GFP8ng	0.794324401576081	0.000503888229445225	9.47722244041632	RADIL	0
HrasWT	HrasWT__vs__GFP8ng	2.01781019358385	1.45084150088748e-07	8.04550660924739	RAF1	1.5
HrasWT	HrasWT__vs__GFP8ng	0.509636685501251	0.0244628681053038	7.79903310595631	RALGDS	0
HrasWT	HrasWT__vs__GFP8ng	0.0546506007994421	0.756358580191707	10.9454472070085	RAPGEF2	0
HrasWT	HrasWT__vs__GFP8ng	-0.0587834781753505	0.91750369302523	11.3351355276362	RAPGEF4	0
HrasWT	HrasWT__vs__GFP8ng	0.198252536962602	0.209321579733237	9.20197448439916	RAPGEF6	0
HrasWT	HrasWT__vs__GFP8ng	0.0111635933460883	0.989278981950588	10.4036022198482	RASSF5	0
HrasWT	HrasWT__vs__GFP8ng	-0.143223433008494	0.787635428621525	9.48616174993949	RGL1	0
HrasWT	HrasWT__vs__GFP8ng	1.5783849665883	0.000764428676061142	10.938016983926	RGL2	1.5
HrasWT	HrasWT__vs__GFP8ng	0.291683189323974	0.0166252229548522	10.8769774257716	SNX27	0
NrasQ61R	NrasQ61R__vs__GFP8ng	2.31184550589518	3.35692641143395e-05	10.5937917781949	AFDN	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	4.17715753866967	8.40964373918599e-07	7.70397175892814	ARAF	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.21807939811958	1.30787856172439e-05	8.44675335516212	ARAP3	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	3.96715100397412	2.81660421868034e-06	9.20848372656973	BRAF	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.25368947703012	0.000567060195133929	9.27366232320164	KRIT1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.59453447001857	4.87524419159457e-10	9.83120111751535	PIK3CA	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	3.16008150751078	0.000278918553328013	11.229545927428	PIK3CD	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.0439019127266	6.25791293723989e-07	9.75225032696068	PIK3R1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	1.17531192464311	4.83123432497766e-08	9.68284197463438	PIK3R2	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.134690919192496	0.415983501813268	12.5348713387215	PIK3R3	0
NrasQ61R	NrasQ61R__vs__GFP8ng	1.20782092955186	0.00821342908962212	10.5461641624155	PLCE1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	4.79832645141348	2.03968826957446e-09	9.51204113219514	RADIL	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	4.94666931167492	6.59984885274272e-11	10.4701784930063	RAF1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.10474210233413	7.40548349812499e-07	8.93028809097098	RALGDS	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	0.616973271079436	0.000228110071096082	8.72279480291982	RAPGEF2	0
NrasQ61R	NrasQ61R__vs__GFP8ng	0.64859780013507	0.10883059255965	11.1843503261875	RAPGEF4	0
NrasQ61R	NrasQ61R__vs__GFP8ng	0.795570508326682	0.000133604869710208	10.2525348606267	RAPGEF6	0
NrasQ61R	NrasQ61R__vs__GFP8ng	2.28288083740397	0.000255472763009169	11.2746179653536	RASSF5	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	2.65979317843027	1.88207935674895e-05	10.3490764115799	RGL1	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	5.12195766523085	1.04975112517051e-08	9.26799215111553	RGL2	1.5
NrasQ61R	NrasQ61R__vs__GFP8ng	-0.256556836200437	0.0252533300864148	11.1012402750275	SNX27	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.0578581584477368	0.912766151548594	9.91218904122323	AFDN	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.28547581528053	0.576247178634315	9.39391231881961	ARAF	0
NrasS17N	NrasS17N__vs__GFP8ng	0.700414339138336	0.00136648195084594	10.1129773490636	ARAP3	0
NrasS17N	NrasS17N__vs__GFP8ng	1.79560209591521	0.0144112591504344	8.28739912241543	BRAF	0
NrasS17N	NrasS17N__vs__GFP8ng	0.0332171168567177	0.937955526256319	10.3333724023382	KRIT1	0
NrasS17N	NrasS17N__vs__GFP8ng	0.247246958377605	0.0626316058687767	9.65032086987219	PIK3CA	0
NrasS17N	NrasS17N__vs__GFP8ng	0.76462186454296	0.297692260546328	9.7448410605768	PIK3CD	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.574024380406767	0.000138108337466295	11.1259904021991	PIK3R1	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.432347849653978	0.000162546380280757	12.0063891566782	PIK3R2	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.950971535471478	6.97442583630878e-06	10.3512364282552	PIK3R3	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.643938840219309	0.164003600644918	11.8266762083428	PLCE1	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.363707614377577	0.100701138766732	7.82452982122389	RADIL	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.253677509326257	0.167012418193918	9.92736797256105	RAF1	0
NrasS17N	NrasS17N__vs__GFP8ng	0.841518731310018	0.00108777288457989	9.11122585908641	RALGDS	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.426359305267651	0.00470768050093735	9.80512984779945	RAPGEF2	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.212139865992629	0.650675739033616	7.58140558280695	RAPGEF4	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.32295423063686	0.0326566529248516	9.35539872462775	RAPGEF6	0
NrasS17N	NrasS17N__vs__GFP8ng	-1.24760726891454	0.017698413443343	11.5291590092753	RASSF5	0
NrasS17N	NrasS17N__vs__GFP8ng	-0.00943407357430631	0.98677652113771	10.9090938468074	RGL1	0
NrasS17N	NrasS17N__vs__GFP8ng	0.378737727691565	0.313335824168775	11.575897201214	RGL2	0
NrasS17N	NrasS17N__vs__GFP8ng	0.227653781252028	0.0465272421449376	9.99466648317	SNX27	0
HrasS17N	HrasS17N__vs__GFP8ng	0.0210339113409877	0.963875126206476	9.80788557752214	AFDN	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.0603866816886778	0.902705719510873	11.8545869166598	ARAF	0
HrasS17N	HrasS17N__vs__GFP8ng	0.751052261177714	0.000375797997272221	10.1432895773245	ARAP3	0
HrasS17N	HrasS17N__vs__GFP8ng	0.866324529715789	0.0976982731702172	9.71539147773476	BRAF	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.0772888159583251	0.809372461081243	8.73631282701496	KRIT1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.334656757045272	0.0224763955621472	10.4952486778312	PIK3CA	0
HrasS17N	HrasS17N__vs__GFP8ng	0.361775032283628	0.596986447254889	11.1118675509406	PIK3CD	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.667732566336396	8.27843017428336e-06	9.13734691132498	PIK3R1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.139805213898872	0.0924914001249294	10.3436250454151	PIK3R2	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.966660385719816	8.66069429177711e-07	11.2029510867735	PIK3R3	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.275741969391724	0.548568048822541	9.80315321384705	PLCE1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.206977240031792	0.256203882578614	9.64251803865083	RADIL	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.30473021192981	0.112555587193334	10.928827035224	RAF1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.288437317708326	0.142601039376368	9.82570114570488	RALGDS	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.224656422506291	0.121543289585247	8.6208861121981	RAPGEF2	0
HrasS17N	HrasS17N__vs__GFP8ng	0.39494791329876	0.329866739365368	9.1477390367398	RAPGEF4	0
HrasS17N	HrasS17N__vs__GFP8ng	0.101862237737356	0.471309421341127	10.5048071109418	RAPGEF6	0
HrasS17N	HrasS17N__vs__GFP8ng	-0.708988988000971	0.122720954057878	10.5622358638617	RASSF5	0
HrasS17N	HrasS17N__vs__GFP8ng	0.246763574692743	0.557551538802448	10.0799373875725	RGL1	0
HrasS17N	HrasS17N__vs__GFP8ng	0.672017935462225	0.0606784903539006	8.59246370627197	RGL2	0
HrasS17N	HrasS17N__vs__GFP8ng	0.304773062366297	0.00820980848088504	11.0643589779329	SNX27	0
NrasWT	NrasWT__vs__GFP8ng	0.191295662800824	0.711830611909354	9.70027291019571	AFDN	0
NrasWT	NrasWT__vs__GFP8ng	1.47547565797357	0.0140797533018014	10.7162178621408	ARAF	1.5
NrasWT	NrasWT__vs__GFP8ng	0.318151471054376	0.092497689407203	7.67544753773024	ARAP3	0
NrasWT	NrasWT__vs__GFP8ng	1.35375131259125	0.0154541064791975	10.7148827864368	BRAF	0
NrasWT	NrasWT__vs__GFP8ng	0.0728852056892341	0.861099330156634	9.20576759161814	KRIT1	0
NrasWT	NrasWT__vs__GFP8ng	0.126599903538009	0.401309141597544	8.46186202777625	PIK3CA	0
NrasWT	NrasWT__vs__GFP8ng	-0.0940548880971084	0.935621440647695	10.8291226021666	PIK3CD	0
NrasWT	NrasWT__vs__GFP8ng	-0.219325808833241	0.0451188582712208	10.6792549693212	PIK3R1	0
NrasWT	NrasWT__vs__GFP8ng	-0.0310184440977146	0.769672938551351	10.3981381942579	PIK3R2	0
NrasWT	NrasWT__vs__GFP8ng	-0.466783255274107	0.00103903697340611	9.15290178430956	PIK3R3	0
NrasWT	NrasWT__vs__GFP8ng	0.105493404710251	0.855247675937528	11.4953345549264	PLCE1	0
NrasWT	NrasWT__vs__GFP8ng	1.01080831426836	0.000313399243022743	11.4048042095203	RADIL	1.5
NrasWT	NrasWT__vs__GFP8ng	2.22345470025341	6.23069213987185e-07	10.1454915706157	RAF1	1.5
NrasWT	NrasWT__vs__GFP8ng	0.780237803782726	0.00353340957863371	10.6395575716641	RALGDS	0
NrasWT	NrasWT__vs__GFP8ng	0.107264489546225	0.471595788991129	10.621643198435	RAPGEF2	0
NrasWT	NrasWT__vs__GFP8ng	0.013866482911275	0.9848881824744	9.42662248006072	RAPGEF4	0
NrasWT	NrasWT__vs__GFP8ng	0.20173033285319	0.211250453323965	8.39828092848754	RAPGEF6	0
NrasWT	NrasWT__vs__GFP8ng	-0.544981940920914	0.307309991979393	9.92888858168518	RASSF5	0
NrasWT	NrasWT__vs__GFP8ng	-0.160250446754209	0.773493810336623	9.31512830876931	RGL1	0
NrasWT	NrasWT__vs__GFP8ng	1.31952056930014	0.00310197796362197	10.2353285879546	RGL2	1.5
NrasWT	NrasWT__vs__GFP8ng	0.347612813006357	0.0092281468662436	8.48317293703075	SNX27	0
HrasQ61R	HrasQ61R__vs__GFP8ng	2.21745154817136	0.000163729060876312	10.2541387050654	AFDN	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	3.57530085708501	2.2738325481429e-05	9.70762337781033	ARAF	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	0.0114481360158905	0.968268232558083	9.52348201560647	ARAP3	0
HrasQ61R	HrasQ61R__vs__GFP8ng	2.94798094058978	0.000157011291889418	10.5047238789872	BRAF	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	0.850731101542766	0.0139805101405843	9.99009180603701	KRIT1	0
HrasQ61R	HrasQ61R__vs__GFP8ng	2.63940994759276	2.2816009728711e-06	9.25817508422807	PIK3CA	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	2.16674082413631	0.00680268548754534	9.84970983392995	PIK3CD	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	1.16844406299975	2.16795664641207e-05	8.40068060045299	PIK3R1	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	0.659206643331588	0.000764023397396461	8.64378574991889	PIK3R2	0
HrasQ61R	HrasQ61R__vs__GFP8ng	0.537609365190386	0.00130711096316764	9.14388582941275	PIK3R3	0
HrasQ61R	HrasQ61R__vs__GFP8ng	1.005237668859	0.0286880354731428	10.237881864363	PLCE1	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	2.24634961919876	4.7808307215683e-06	9.9398891389154	RADIL	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	4.15544351555711	1.04234814006058e-08	10.1937310166695	RAF1	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	1.17523761966439	0.00063854833443088	10.3792319977164	RALGDS	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	0.550472151327877	0.0013511135242846	8.50903870070931	RAPGEF2	0
HrasQ61R	HrasQ61R__vs__GFP8ng	0.26066717403386	0.580447810075597	9.5082726929878	RAPGEF4	0
HrasQ61R	HrasQ61R__vs__GFP8ng	0.671208039831101	0.00041196056006158	9.63156748383002	RAPGEF6	0
HrasQ61R	HrasQ61R__vs__GFP8ng	1.20828060901006	0.0261816759388019	9.10312464924068	RASSF5	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	2.56466752939921	9.93072246520195e-05	10.8259618902069	RGL1	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	4.57098957007364	7.54466808474421e-07	10.8412890475911	RGL2	1.5
HrasQ61R	HrasQ61R__vs__GFP8ng	0.145212907813178	0.346221727145275	10.3178091266725	SNX27	0
HrasG13R	HrasG13R__vs__GFP8ng	2.60425707429724	6.20139531516646e-05	10.8713224155124	AFDN	1.5
HrasG13R	HrasG13R__vs__GFP8ng	3.38752651749478	7.95474298109603e-05	6.94351123425534	ARAF	1.5
HrasG13R	HrasG13R__vs__GFP8ng	0.394544766117449	0.0573135367209278	9.25781151808562	ARAP3	0
HrasG13R	HrasG13R__vs__GFP8ng	2.93222994797551	0.000242001276225384	11.8203369751436	BRAF	1.5
HrasG13R	HrasG13R__vs__GFP8ng	0.369726987253989	0.324532567031433	10.2185844367876	KRIT1	0
HrasG13R	HrasG13R__vs__GFP8ng	2.89288975817723	5.33425513975403e-06	12.205537279147	PIK3CA	1.5
HrasG13R	HrasG13R__vs__GFP8ng	1.76757416804328	0.0211282749526794	9.9245940030628	PIK3CD	1.5
HrasG13R	HrasG13R__vs__GFP8ng	1.20231165545229	4.1368925837653e-05	8.45041411347957	PIK3R1	1.5
HrasG13R	HrasG13R__vs__GFP8ng	0.976305339679039	0.000176986289891771	8.90507416600474	PIK3R2	0
HrasG13R	HrasG13R__vs__GFP8ng	0.358498830616672	0.0290226240428588	9.24964767092631	PIK3R3	0
HrasG13R	HrasG13R__vs__GFP8ng	1.50985484176937	0.00370763685210875	10.6510718129051	PLCE1	1.5
HrasG13R	HrasG13R__vs__GFP8ng	1.72404921825303	8.97104906136384e-05	9.5013338202322	RADIL	1.5
HrasG13R	HrasG13R__vs__GFP8ng	4.21228069827581	7.96439820865498e-07	8.42880223625546	RAF1	1.5
HrasG13R	HrasG13R__vs__GFP8ng	0.847535721102156	0.0260337573580333	10.8977411116865	RALGDS	0
HrasG13R	HrasG13R__vs__GFP8ng	0.0598003865465922	0.690038763567228	10.2298761646393	RAPGEF2	0
HrasG13R	HrasG13R__vs__GFP8ng	0.82060907004955	0.122005048985366	9.45089095570059	RAPGEF4	0
HrasG13R	HrasG13R__vs__GFP8ng	0.296092120441123	0.057872824302552	8.64610452986052	RAPGEF6	0
HrasG13R	HrasG13R__vs__GFP8ng	1.12958634746641	0.0414171765101589	9.92819828182901	RASSF5	1.5
HrasG13R	HrasG13R__vs__GFP8ng	2.27107639107596	0.000701332600996618	10.4597969039357	RGL1	1.5
HrasG13R	HrasG13R__vs__GFP8ng	4.7742213127109	1.96520927923679e-06	11.8472920846095	RGL2	1.5
HrasG13R	HrasG13R__vs__GFP8ng	0.0696980669497297	0.660018721796316	11.1094105148389	SNX27	0
KrasWT	KrasWT__vs__GFP8ng	0.60563753742092	2.06099448548547e-05	8.90411017097392	AFDN	0
KrasWT	KrasWT__vs__GFP8ng	0.523067378353428	9.72610580977059e-05	10.7365530662796	ARAF	0
KrasWT	KrasWT__vs__GFP8ng	0.020177301024324	0.7927137002754	9.42997456294181	ARAP3	0
KrasWT	KrasWT__vs__GFP8ng	1.32763860761038	7.16224560111088e-07	9.3102324656035	BRAF	1.5
KrasWT	KrasWT__vs__GFP8ng	0.0827392759549941	0.276216029901706	9.54357575110194	KRIT1	0
KrasWT	KrasWT__vs__GFP8ng	0.166999710013725	0.00503116375921913	11.3303169764232	PIK3CA	0
KrasWT	KrasWT__vs__GFP8ng	0.111204569254215	0.530814524228208	10.0100802001933	PIK3CD	0
KrasWT	KrasWT__vs__GFP8ng	0.137664807764409	0.0538776733485338	10.6464612364865	PIK3R1	0
KrasWT	KrasWT__vs__GFP8ng	0.152896458935983	0.0402240205893711	9.12118288643007	PIK3R2	0
KrasWT	KrasWT__vs__GFP8ng	-0.210866562185776	0.00791983286083293	9.05376150452059	PIK3R3	0
KrasWT	KrasWT__vs__GFP8ng	0.0601265670177842	0.472847378554766	8.16893821622841	PLCE1	0
KrasWT	KrasWT__vs__GFP8ng	0.40684413049447	0.000173952941998808	8.92500046311394	RADIL	0
KrasWT	KrasWT__vs__GFP8ng	1.43767688850238	2.57144920192098e-08	10.1309739210854	RAF1	1.5
KrasWT	KrasWT__vs__GFP8ng	0.17120188898771	0.00550082662385329	10.3864967992493	RALGDS	0
KrasWT	KrasWT__vs__GFP8ng	-0.051018727523191	0.379620873988556	11.2691634395113	RAPGEF2	0
KrasWT	KrasWT__vs__GFP8ng	0.158905602893834	0.0474640584621035	10.533792877055	RAPGEF4	0
KrasWT	KrasWT__vs__GFP8ng	0.144018567948013	0.00850979222653537	9.56676749751255	RAPGEF6	0
KrasWT	KrasWT__vs__GFP8ng	0.0110291758317214	0.926906121762121	10.156874933955	RASSF5	0
KrasWT	KrasWT__vs__GFP8ng	1.63768550152968	0.00624977830837798	11.9563073894281	RGL1	1.5
KrasWT	KrasWT__vs__GFP8ng	0.689162255465979	0.000669303616255204	10.3710164837534	RGL2	0
KrasWT	KrasWT__vs__GFP8ng	-0.0447113344475838	0.437549516974976	8.45237397042212	SNX27	0
KrasS17N	KrasS17N__vs__GFP8ng	0.09539722498962	0.067323521308665	10.0234342740536	AFDN	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.0728837443536783	0.181941689407233	10.1970784475925	ARAF	0
KrasS17N	KrasS17N__vs__GFP8ng	0.0810857963359144	0.207449536171513	8.44017364959143	ARAP3	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.133356908734863	0.142954530640839	9.32119590226428	BRAF	0
KrasS17N	KrasS17N__vs__GFP8ng	0.0784101127960408	0.288543367162557	10.363323133532	KRIT1	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.112273297221201	0.0339674649314454	10.2780621601138	PIK3CA	0
KrasS17N	KrasS17N__vs__GFP8ng	0.121507227583727	0.491111225356496	9.29797284786	PIK3CD	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.0857049189674299	0.20446020190787	11.4901454666115	PIK3R1	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.0600125496210406	0.253824262235579	9.00735292517442	PIK3R2	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.354264629595731	0.000434822866817153	8.15668398722643	PIK3R3	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.114837302066523	0.170717410079592	10.3887073444528	PLCE1	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.0340973975875905	0.533869950875974	10.7632884104416	RADIL	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.204309043306669	0.00114440699107564	10.3130909846902	RAF1	0
KrasS17N	KrasS17N__vs__GFP8ng	0.118711952460465	0.0335410734431748	10.7215216128553	RALGDS	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.0415504246554743	0.467078270700826	10.639287242269	RAPGEF2	0
KrasS17N	KrasS17N__vs__GFP8ng	0.0208143171810464	0.77615183753159	9.83626925976824	RAPGEF4	0
KrasS17N	KrasS17N__vs__GFP8ng	0.150101371876632	0.00457768097330956	10.2562632985651	RAPGEF6	0
KrasS17N	KrasS17N__vs__GFP8ng	-0.102669620689818	0.356313753842865	11.0698070462666	RASSF5	0
KrasS17N	KrasS17N__vs__GFP8ng	0.230121254875537	0.641942991705243	10.4792755444539	RGL1	0
KrasS17N	KrasS17N__vs__GFP8ng	0.16242837721113	0.279277222467817	10.6198673616414	RGL2	0
KrasS17N	KrasS17N__vs__GFP8ng	0.128630698514879	0.127767792649983	10.7923947323532	SNX27	0
KrasG12D	KrasG12D__vs__GFP8ng	2.89173187171529	2.78376709740821e-11	10.4940804817758	AFDN	1.5
KrasG12D	KrasG12D__vs__GFP8ng	2.39482186251305	4.62795936917734e-10	10.466416142764	ARAF	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.0141498883468998	0.852823570909507	8.26497728050231	ARAP3	0
KrasG12D	KrasG12D__vs__GFP8ng	4.18844446659048	4.74960805574033e-10	9.42707743549609	BRAF	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.150282667061235	0.0504685604533948	9.74392801687493	KRIT1	0
KrasG12D	KrasG12D__vs__GFP8ng	1.95354208242875	7.80265888727685e-10	10.4887069789735	PIK3CA	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.677585783589207	0.00194603569870037	10.6095703308181	PIK3CD	0
KrasG12D	KrasG12D__vs__GFP8ng	1.03961158618417	1.07444199188435e-07	7.28520436643972	PIK3R1	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.865182819486922	4.30468308429405e-07	10.0979317348246	PIK3R2	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.194038668349627	0.00228208725618707	11.7427772402178	PIK3R3	0
KrasG12D	KrasG12D__vs__GFP8ng	1.48520113756596	1.1198792521106e-07	11.7765335806239	PLCE1	1.5
KrasG12D	KrasG12D__vs__GFP8ng	2.6489264845853	3.37622018381855e-09	11.091973416155	RADIL	1.5
KrasG12D	KrasG12D__vs__GFP8ng	3.93982696363555	1.19071447308259e-11	9.15499253021385	RAF1	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.786349094995231	1.79532346212818e-06	8.42087673340108	RALGDS	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.231819647284404	0.00178122804422505	11.4796687055654	RAPGEF2	0
KrasG12D	KrasG12D__vs__GFP8ng	0.881920442778201	2.95255005280193e-06	11.3229770799059	RAPGEF4	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.532612884847335	2.78164449657987e-06	10.9509029146441	RAPGEF6	0
KrasG12D	KrasG12D__vs__GFP8ng	2.05431830465132	9.96650908151277e-08	10.8369040436145	RASSF5	1.5
KrasG12D	KrasG12D__vs__GFP8ng	4.40763870557964	6.85629496612057e-06	10.8978461631765	RGL1	1.5
KrasG12D	KrasG12D__vs__GFP8ng	3.1929146404913	8.96158666178318e-09	12.6009243122238	RGL2	1.5
KrasG12D	KrasG12D__vs__GFP8ng	0.0129813343931318	0.827846659158222	9.10660430511498	SNX27	0
KrasG12V	KrasG12V__vs__GFP8ng	2.95678538859662	1.56843245605788e-12	10.5274663675184	AFDN	1.5
KrasG12V	KrasG12V__vs__GFP8ng	2.49986716818241	5.76558174840758e-11	10.3554428012361	ARAF	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.0754385326592963	0.127124151208218	10.9618594205942	ARAP3	0
KrasG12V	KrasG12V__vs__GFP8ng	4.27455925847909	2.1543350537608e-12	10.8369538552084	BRAF	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.111230346351961	0.0913162589858645	8.85536167796616	KRIT1	0
KrasG12V	KrasG12V__vs__GFP8ng	1.6683151472624	4.35940783061295e-10	9.79054280533155	PIK3CA	1.5
KrasG12V	KrasG12V__vs__GFP8ng	0.642568572347727	0.00111735946435715	9.81802952721319	PIK3CD	0
KrasG12V	KrasG12V__vs__GFP8ng	0.820642273101566	1.91532656290387e-07	8.83775539779398	PIK3R1	1.5
